event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Netherlands_score,England_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
1691,3942819,1,47,33,00:47:33.524,Ball Receipt*,Nathan Aké,Netherlands,Netherlands,110.5,35.9,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,1,0,3,1,1,9,5,0,0,Pass,Joey Veerman,Netherlands,47.0,32.0,Pass,Nathan Aké,Netherlands,True,9.5,False,True,False
1692,3942819,1,47,33,00:47:33.564,Pass,Nathan Aké,Netherlands,Netherlands,110.5,35.9,,1.864221,From Keeper,Denzel Dumfries,20.707727,High Pass,Out,1.0941905,120.0,54.3,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Nathan Aké,Netherlands,47.0,33.0,Ball Receipt*,Denzel Dumfries,Netherlands,True,9.5,False,True,False
1693,3942819,1,47,35,00:47:35.428,Ball Receipt*,Denzel Dumfries,Netherlands,Netherlands,114.2,52.8,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,1,0,3,1,1,9,5,0,0,Pass,Nathan Aké,Netherlands,47.0,33.0,Pass,Jordan Pickford,England,False,5.799999999999997,False,True,False
1694,3942819,1,48,7,00:48:07.785,Pass,Jordan Pickford,England,England,5.2,45.3,,1.690778,From Goal Kick,,51.99202,High Pass,Unknown,0.20531693,56.1,55.9,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,1,0,2,3,0,5,3,0,0,Ball Receipt*,Denzel Dumfries,Netherlands,47.0,35.0,Half End,,England,True,114.8,False,False,False
1695,3942819,1,48,10,00:48:10.217,Half End,,England,England,,,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,,,1,1,0,2,3,0,5,3,0,0,Pass,Jordan Pickford,England,48.0,7.0,Half End,,Netherlands,False,,False,,False
1696,3942819,1,48,10,00:48:10.217,Half End,,Netherlands,England,,,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,,,1,1,0,3,1,1,9,5,0,0,Half End,,England,48.0,10.0,Half Start,,Netherlands,True,,False,,False
1697,3942819,2,45,0,00:00:00.000,Half Start,,Netherlands,England,,,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,,,1,1,0,3,1,1,9,5,0,0,Half End,,Netherlands,48.0,10.0,Half Start,,England,False,,False,,False
1698,3942819,2,45,0,00:00:00.000,Half Start,,England,England,,,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,,,1,1,0,2,3,0,5,3,0,0,Half Start,,Netherlands,45.0,0.0,Substitution,Kieran Trippier,England,True,,False,,False
1699,3942819,2,45,0,00:00:00.000,Substitution,Kieran Trippier,England,England,,,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,"{'outcome': {'id': 103, 'name': 'Tactical'}, 'replacement': {'id': 3382, 'name': 'Luke Shaw'}}","{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,2,3,0,5,3,0,0,Half Start,,England,45.0,0.0,Substitution,Donyell Malen,Netherlands,False,,False,,False
1700,3942819,2,45,0,00:00:00.000,Substitution,Donyell Malen,Netherlands,England,,,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,"{'outcome': {'id': 103, 'name': 'Tactical'}, 'replacement': {'id': 7829, 'name': 'Wout Weghorst'}}","{'id': 23, 'name': 'Center Forward'}",,1,1,0,3,1,1,9,5,2,0,Substitution,Kieran Trippier,England,45.0,0.0,Pass,Xavi Simons,Netherlands,True,,False,,False
1701,3942819,2,45,0,00:00:00.529,Pass,Xavi Simons,Netherlands,Netherlands,60.0,40.0,,0.918187,From Kick Off,Tijjani Reijnders,11.61034,Ground Pass,,-2.4049363,51.4,32.2,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,3,1,1,9,5,0,1,Substitution,Donyell Malen,Netherlands,45.0,0.0,Ball Receipt*,Tijjani Reijnders,Netherlands,True,60.0,False,False,False
1702,3942819,2,45,1,00:00:01.447,Ball Receipt*,Tijjani Reijnders,Netherlands,Netherlands,51.4,32.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Pass,Xavi Simons,Netherlands,45.0,0.0,Carry,Tijjani Reijnders,Netherlands,True,68.6,False,False,False
1703,3942819,2,45,1,00:00:01.447,Carry,Tijjani Reijnders,Netherlands,Netherlands,51.4,32.2,,1.014911,From Kick Off,,,,,,,,,,,,False,47.7,30.2,4.205948168962617,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Tijjani Reijnders,Netherlands,45.0,1.0,Pass,Tijjani Reijnders,Netherlands,True,68.6,False,False,False
1704,3942819,2,45,2,00:00:02.462,Pass,Tijjani Reijnders,Netherlands,Netherlands,47.7,30.2,,0.88763,From Kick Off,Virgil van Dijk,11.454257,Ground Pass,,-2.709185,37.3,25.4,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Carry,Tijjani Reijnders,Netherlands,45.0,1.0,Ball Receipt*,Virgil van Dijk,Netherlands,True,72.3,False,False,False
1705,3942819,2,45,3,00:00:03.350,Ball Receipt*,Virgil van Dijk,Netherlands,Netherlands,37.3,25.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,3,1,1,9,5,0,0,Pass,Tijjani Reijnders,Netherlands,45.0,2.0,Carry,Virgil van Dijk,Netherlands,True,82.7,False,False,False
1706,3942819,2,45,3,00:00:03.350,Carry,Virgil van Dijk,Netherlands,Netherlands,37.3,25.4,,0.619292,From Kick Off,,,,,,,,,,,,False,37.3,25.4,0.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Virgil van Dijk,Netherlands,45.0,3.0,Pass,Virgil van Dijk,Netherlands,True,82.7,False,False,False
1707,3942819,2,45,3,00:00:03.969,Pass,Virgil van Dijk,Netherlands,Netherlands,37.3,25.4,,1.293409,From Kick Off,Nathan Aké,21.401402,Ground Pass,,-0.85152674,51.4,9.3,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,3,1,1,9,5,0,0,Carry,Virgil van Dijk,Netherlands,45.0,3.0,Ball Receipt*,Nathan Aké,Netherlands,True,82.7,False,False,False
1708,3942819,2,45,5,00:00:05.262,Ball Receipt*,Nathan Aké,Netherlands,Netherlands,51.4,9.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,1,0,3,1,1,9,5,0,0,Pass,Virgil van Dijk,Netherlands,45.0,3.0,Carry,Nathan Aké,Netherlands,True,68.6,False,False,False
1709,3942819,2,45,5,00:00:05.262,Carry,Nathan Aké,Netherlands,Netherlands,51.4,9.3,,1.240438,From Kick Off,,,,,,,,,,,,False,49.6,8.6,1.9313207915827943,,False,,"{'id': 6, 'name': 'Left Back'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Nathan Aké,Netherlands,45.0,5.0,Pass,Nathan Aké,Netherlands,True,68.6,False,False,False
1710,3942819,2,45,6,00:00:06.503,Pass,Nathan Aké,Netherlands,Netherlands,49.6,8.6,,1.431024,From Kick Off,Virgil van Dijk,17.466825,Ground Pass,,2.3683395,37.1,20.8,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,1,0,3,1,1,9,5,0,0,Carry,Nathan Aké,Netherlands,45.0,5.0,Ball Receipt*,Virgil van Dijk,Netherlands,True,70.4,False,False,False
1711,3942819,2,45,7,00:00:07.934,Ball Receipt*,Virgil van Dijk,Netherlands,Netherlands,37.1,20.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,3,1,1,9,5,0,0,Pass,Nathan Aké,Netherlands,45.0,6.0,Carry,Virgil van Dijk,Netherlands,True,82.9,False,False,False
1712,3942819,2,45,7,00:00:07.934,Carry,Virgil van Dijk,Netherlands,Netherlands,37.1,20.8,,3.168865,From Kick Off,,,,,,,,,,,,False,37.1,20.8,0.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Virgil van Dijk,Netherlands,45.0,7.0,Pass,Virgil van Dijk,Netherlands,True,82.9,False,False,False
1713,3942819,2,45,11,00:00:11.103,Pass,Virgil van Dijk,Netherlands,Netherlands,37.1,20.8,,1.904329,From Kick Off,Nathan Aké,19.428844,Ground Pass,,-1.2132305,43.9,2.6,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,3,1,1,9,5,0,0,Carry,Virgil van Dijk,Netherlands,45.0,7.0,Ball Receipt*,Nathan Aké,Netherlands,True,82.9,False,False,False
1714,3942819,2,45,13,00:00:13.007,Ball Receipt*,Nathan Aké,Netherlands,Netherlands,43.9,2.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,1,0,3,1,1,9,5,0,0,Pass,Virgil van Dijk,Netherlands,45.0,11.0,Carry,Nathan Aké,Netherlands,True,76.1,False,False,False
1715,3942819,2,45,13,00:00:13.007,Carry,Nathan Aké,Netherlands,Netherlands,43.9,2.6,,1.544578,From Kick Off,,,,,,,,,,,,False,34.1,4.3,9.946356116689165,,False,,"{'id': 6, 'name': 'Left Back'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Nathan Aké,Netherlands,45.0,13.0,Pass,Nathan Aké,Netherlands,True,76.1,False,False,False
1716,3942819,2,45,14,00:00:14.552,Pass,Nathan Aké,Netherlands,Netherlands,34.1,4.3,,1.006672,From Kick Off,Virgil van Dijk,15.786703,Ground Pass,,2.0372767,27.0,18.4,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,1,0,3,1,1,9,5,0,0,Carry,Nathan Aké,Netherlands,45.0,13.0,Ball Receipt*,Virgil van Dijk,Netherlands,True,85.9,False,False,False
1717,3942819,2,45,15,00:00:15.558,Ball Receipt*,Virgil van Dijk,Netherlands,Netherlands,27.0,18.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,3,1,1,9,5,0,0,Pass,Nathan Aké,Netherlands,45.0,14.0,Carry,Virgil van Dijk,Netherlands,True,93.0,False,False,False
1718,3942819,2,45,15,00:00:15.558,Carry,Virgil van Dijk,Netherlands,Netherlands,27.0,18.4,,1.056605,From Kick Off,,,,,,,,,,,,False,23.3,18.4,3.6999999999999993,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Virgil van Dijk,Netherlands,45.0,15.0,Pass,Virgil van Dijk,Netherlands,True,93.0,False,False,False
1719,3942819,2,45,16,00:00:16.615,Pass,Virgil van Dijk,Netherlands,Netherlands,23.3,18.4,,1.727794,From Kick Off,Bart Verbruggen,19.103142,Ground Pass,,2.2635238,11.1,33.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,3,1,1,9,5,0,0,Carry,Virgil van Dijk,Netherlands,45.0,15.0,Ball Receipt*,Bart Verbruggen,Netherlands,True,96.7,False,False,False
1720,3942819,2,45,18,00:00:18.343,Ball Receipt*,Bart Verbruggen,Netherlands,Netherlands,11.1,33.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,1,0,3,1,1,9,5,0,0,Pass,Virgil van Dijk,Netherlands,45.0,16.0,Carry,Bart Verbruggen,Netherlands,True,108.9,False,False,False
1721,3942819,2,45,18,00:00:18.343,Carry,Bart Verbruggen,Netherlands,Netherlands,11.1,33.1,,2.112259,From Kick Off,,,,,,,,,,,,False,10.3,34.8,1.8788294228055893,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Bart Verbruggen,Netherlands,45.0,18.0,Pass,Bart Verbruggen,Netherlands,True,108.9,False,False,False
1722,3942819,2,45,20,00:00:20.455,Pass,Bart Verbruggen,Netherlands,Netherlands,10.3,34.8,,1.667517,From Kick Off,Stefan de Vrij,30.237228,Ground Pass,,1.1263771,23.3,62.1,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,1,0,3,1,1,9,5,0,0,Carry,Bart Verbruggen,Netherlands,45.0,18.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,109.7,False,False,False
1723,3942819,2,45,22,00:00:22.123,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,23.3,62.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,3,1,1,9,5,1,0,Pass,Bart Verbruggen,Netherlands,45.0,20.0,Carry,Stefan de Vrij,Netherlands,True,96.7,False,False,False
1724,3942819,2,45,22,00:00:22.123,Carry,Stefan de Vrij,Netherlands,Netherlands,23.3,62.1,True,2.049388,From Kick Off,,,,,,,,,,,,False,35.6,61.2,12.332882874656681,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,3,1,1,9,5,1,0,Ball Receipt*,Stefan de Vrij,Netherlands,45.0,22.0,Pressure,Jude Bellingham,England,False,96.7,False,False,False
1725,3942819,2,45,23,00:00:23.979,Pressure,Jude Bellingham,England,Netherlands,84.5,21.1,,0.325179,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,1,0,2,3,0,5,3,3,0,Carry,Stefan de Vrij,Netherlands,45.0,22.0,Pass,Stefan de Vrij,Netherlands,False,35.5,False,False,False
1726,3942819,2,45,24,00:00:24.172,Pass,Stefan de Vrij,Netherlands,Netherlands,35.6,61.2,True,0.986857,From Kick Off,Joey Veerman,22.733675,Ground Pass,,-0.27165323,57.5,55.1,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,3,1,1,9,5,1,0,Pressure,Jude Bellingham,England,45.0,23.0,Pressure,Kobbie Mainoo,England,False,84.4,False,False,True
1727,3942819,2,45,25,00:00:25.091,Pressure,Kobbie Mainoo,England,Netherlands,63.2,28.1,,0.32369,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,2,3,0,5,3,0,0,Pass,Stefan de Vrij,Netherlands,45.0,24.0,Ball Receipt*,Joey Veerman,Netherlands,False,56.8,False,False,False
1728,3942819,2,45,25,00:00:25.159,Ball Receipt*,Joey Veerman,Netherlands,Netherlands,57.5,55.1,True,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,1,0,3,1,1,9,5,0,0,Pressure,Kobbie Mainoo,England,45.0,25.0,Carry,Joey Veerman,Netherlands,True,62.5,False,False,True
1729,3942819,2,45,25,00:00:25.159,Carry,Joey Veerman,Netherlands,Netherlands,57.5,55.1,True,0.04,From Kick Off,,,,,,,,,,,,False,56.9,54.4,0.9219544457292917,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Joey Veerman,Netherlands,45.0,25.0,Pass,Joey Veerman,Netherlands,True,62.5,False,False,False
1730,3942819,2,45,25,00:00:25.199,Pass,Joey Veerman,Netherlands,Netherlands,56.9,54.4,True,0.657421,From Kick Off,Xavi Simons,11.2605505,Low Pass,,0.9877198,63.1,63.8,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,1,0,3,1,1,9,5,0,0,Carry,Joey Veerman,Netherlands,45.0,25.0,Ball Receipt*,Xavi Simons,Netherlands,True,63.1,False,False,False
1731,3942819,2,45,25,00:00:25.856,Ball Receipt*,Xavi Simons,Netherlands,Netherlands,63.1,63.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,3,1,1,9,5,0,1,Pass,Joey Veerman,Netherlands,45.0,25.0,Carry,Xavi Simons,Netherlands,True,56.9,False,False,False
1732,3942819,2,45,25,00:00:25.856,Carry,Xavi Simons,Netherlands,Netherlands,63.1,63.8,,0.021474,From Kick Off,,,,,,,,,,,,False,63.1,63.8,0.0,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,3,1,1,9,5,0,1,Ball Receipt*,Xavi Simons,Netherlands,45.0,25.0,Miscontrol,Xavi Simons,Netherlands,True,56.9,False,False,False
1733,3942819,2,45,25,00:00:25.878,Miscontrol,Xavi Simons,Netherlands,Netherlands,63.1,63.8,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,3,1,1,9,5,0,1,Carry,Xavi Simons,Netherlands,45.0,25.0,Pass,Declan Rice,England,False,56.9,False,False,False
1734,3942819,2,45,26,00:00:26.591,Pass,Declan Rice,England,England,57.0,20.0,,0.96784,Regular Play,Marc Guehi,12.264175,Ground Pass,,2.9777844,44.9,22.0,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,2,3,0,5,3,0,0,Miscontrol,Xavi Simons,Netherlands,45.0,25.0,Ball Receipt*,Marc Guehi,England,True,63.0,False,False,False
1735,3942819,2,45,27,00:00:27.559,Ball Receipt*,Marc Guehi,England,England,44.9,22.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,2,3,0,5,3,0,0,Pass,Declan Rice,England,45.0,26.0,Carry,Marc Guehi,England,True,75.1,False,False,False
1736,3942819,2,45,27,00:00:27.559,Carry,Marc Guehi,England,England,44.9,22.0,,0.266932,Regular Play,,,,,,,,,,,,False,44.6,22.6,0.6708203932499369,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,2,3,0,5,3,0,0,Ball Receipt*,Marc Guehi,England,45.0,27.0,Pass,Marc Guehi,England,True,75.1,False,False,False
1737,3942819,2,45,27,00:00:27.826,Pass,Marc Guehi,England,England,44.6,22.6,,0.967521,Regular Play,Luke Shaw,10.737783,Ground Pass,,-1.654711,43.7,11.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,2,3,0,5,3,0,0,Carry,Marc Guehi,England,45.0,27.0,Ball Receipt*,Luke Shaw,England,True,75.4,False,False,False
1738,3942819,2,45,28,00:00:28.793,Ball Receipt*,Luke Shaw,England,England,43.7,11.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,2,3,0,5,3,0,0,Pass,Marc Guehi,England,45.0,27.0,Carry,Luke Shaw,England,True,76.3,False,False,False
1739,3942819,2,45,28,00:00:28.793,Carry,Luke Shaw,England,England,43.7,11.9,,1.75632,Regular Play,,,,,,,,,,,,False,43.4,14.8,2.9154759474226513,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,2,3,0,5,3,0,0,Ball Receipt*,Luke Shaw,England,45.0,28.0,Pass,Luke Shaw,England,True,76.3,False,False,False
1740,3942819,2,45,30,00:00:30.550,Pass,Luke Shaw,England,England,43.4,14.8,,1.835119,Regular Play,John Stones,29.161104,Ground Pass,,2.0482466,30.0,40.7,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,2,3,0,5,3,0,0,Carry,Luke Shaw,England,45.0,28.0,Ball Receipt*,John Stones,England,True,76.6,False,False,False
1741,3942819,2,45,32,00:00:32.385,Ball Receipt*,John Stones,England,England,30.0,40.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,2,3,0,5,3,0,0,Pass,Luke Shaw,England,45.0,30.0,Carry,John Stones,England,True,90.0,False,False,False
1742,3942819,2,45,32,00:00:32.385,Carry,John Stones,England,England,30.0,40.7,,1.13494,Regular Play,,,,,,,,,,,,False,33.6,45.4,5.920304046246271,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,2,3,0,5,3,0,0,Ball Receipt*,John Stones,England,45.0,32.0,Pass,John Stones,England,True,90.0,False,False,False
1743,3942819,2,45,33,00:00:33.520,Pass,John Stones,England,England,33.6,45.4,,1.142242,Regular Play,Declan Rice,16.811901,Ground Pass,,-1.0058919,42.6,31.2,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,2,3,0,5,3,0,0,Carry,John Stones,England,45.0,32.0,Ball Receipt*,Declan Rice,England,True,86.4,False,False,False
1744,3942819,2,45,34,00:00:34.662,Ball Receipt*,Declan Rice,England,England,42.6,31.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,2,3,0,5,3,0,0,Pass,John Stones,England,45.0,33.0,Carry,Declan Rice,England,True,77.4,False,False,False
1745,3942819,2,45,34,00:00:34.662,Carry,Declan Rice,England,England,42.6,31.2,,1.794866,Regular Play,,,,,,,,,,,,False,42.6,31.2,0.0,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,2,3,0,5,3,0,0,Ball Receipt*,Declan Rice,England,45.0,34.0,Pass,Declan Rice,England,True,77.4,False,False,False
1746,3942819,2,45,36,00:00:36.457,Pass,Declan Rice,England,England,42.6,31.2,,1.423068,Regular Play,John Stones,20.529247,Ground Pass,,1.4585253,44.9,51.6,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,2,3,0,5,3,0,0,Carry,Declan Rice,England,45.0,34.0,Ball Receipt*,John Stones,England,True,77.4,False,False,False
1747,3942819,2,45,37,00:00:37.880,Ball Receipt*,John Stones,England,England,44.9,51.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,2,3,0,5,3,0,0,Pass,Declan Rice,England,45.0,36.0,Carry,John Stones,England,True,75.1,False,False,False
1748,3942819,2,45,37,00:00:37.880,Carry,John Stones,England,England,44.9,51.6,True,2.146926,Regular Play,,,,,,,,,,,,False,47.2,65.4,13.99035381968591,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,2,3,0,5,3,0,0,Ball Receipt*,John Stones,England,45.0,37.0,Pressure,Wout Weghorst,Netherlands,False,75.1,False,False,False
1749,3942819,2,45,39,00:00:39.555,Pressure,Wout Weghorst,Netherlands,England,70.3,16.9,,0.652176,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,1,0,3,1,1,9,5,1,0,Carry,John Stones,England,45.0,37.0,Pass,John Stones,England,False,49.7,False,False,False
1750,3942819,2,45,40,00:00:40.027,Pass,John Stones,England,England,47.2,65.4,True,0.828171,Regular Play,,15.823085,Ground Pass,Unknown,-2.7458293,32.6,59.3,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,2,3,0,5,3,0,0,Pressure,Wout Weghorst,Netherlands,45.0,39.0,Foul Committed,Wout Weghorst,Netherlands,False,72.8,False,False,True
1751,3942819,2,45,40,00:00:40.966,Foul Committed,Wout Weghorst,Netherlands,England,71.4,13.5,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,1,0,3,1,1,9,5,1,0,Pass,John Stones,England,45.0,40.0,Foul Won,John Stones,England,False,48.599999999999994,False,False,False
1752,3942819,2,45,40,00:00:40.966,Foul Won,John Stones,England,England,48.7,66.6,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,2,3,0,5,3,0,0,Foul Committed,Wout Weghorst,Netherlands,45.0,40.0,Pass,John Stones,England,True,71.3,False,False,False
1753,3942819,2,46,5,00:01:05.674,Pass,John Stones,England,England,42.9,62.9,,2.232975,From Free Kick,Marc Guehi,43.90558,Ground Pass,,-1.5867403,42.2,19.0,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,2,3,0,5,3,0,0,Foul Won,John Stones,England,45.0,40.0,Ball Receipt*,Marc Guehi,England,True,77.1,False,False,False
1754,3942819,2,46,7,00:01:07.907,Ball Receipt*,Marc Guehi,England,England,42.2,19.0,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,2,3,0,5,3,0,0,Pass,John Stones,England,46.0,5.0,Carry,Marc Guehi,England,True,77.8,False,False,False
1755,3942819,2,46,7,00:01:07.907,Carry,Marc Guehi,England,England,42.2,19.0,,0.657308,From Free Kick,,,,,,,,,,,,False,41.8,18.9,0.41231056256177195,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,2,3,0,5,3,0,0,Ball Receipt*,Marc Guehi,England,46.0,7.0,Pass,Marc Guehi,England,True,77.8,False,False,False
1756,3942819,2,46,8,00:01:08.564,Pass,Marc Guehi,England,England,41.8,18.9,,1.129352,From Free Kick,Jude Bellingham,13.726617,Ground Pass,,-0.30331945,54.9,14.8,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,2,3,0,5,3,0,0,Carry,Marc Guehi,England,46.0,7.0,Ball Receipt*,Jude Bellingham,England,True,78.2,False,False,False
1757,3942819,2,46,9,00:01:09.694,Ball Receipt*,Jude Bellingham,England,England,54.9,14.8,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,1,0,2,3,0,5,3,3,0,Pass,Marc Guehi,England,46.0,8.0,Pass,Jude Bellingham,England,True,65.1,False,False,False
1758,3942819,2,46,9,00:01:09.694,Pass,Jude Bellingham,England,England,54.9,14.8,,1.535848,From Free Kick,Marc Guehi,14.013208,Ground Pass,,2.8446677,41.5,18.9,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,1,0,2,3,0,5,3,3,0,Ball Receipt*,Jude Bellingham,England,46.0,9.0,Ball Receipt*,Marc Guehi,England,True,65.1,False,False,False
1759,3942819,2,46,11,00:01:11.230,Ball Receipt*,Marc Guehi,England,England,41.5,18.9,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,2,3,0,5,3,0,0,Pass,Jude Bellingham,England,46.0,9.0,Carry,Marc Guehi,England,True,78.5,False,False,False
1760,3942819,2,46,11,00:01:11.230,Carry,Marc Guehi,England,England,41.5,18.9,,2.196449,From Free Kick,,,,,,,,,,,,False,43.4,22.4,3.9824615503479746,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,2,3,0,5,3,0,0,Ball Receipt*,Marc Guehi,England,46.0,11.0,Pass,Marc Guehi,England,True,78.5,False,False,False
