event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Denmark_score,England_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
23003,3930171,1,22,57,00:22:57.038,Block,Bukayo Saka,England,Denmark,11.1,49.3,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,1,1,0,0,1,0,0,0,Pass,Victor Bernth Kristansen,Denmark,22.0,56.0,Pass,Victor Bernth Kristansen,Denmark,False,108.9,False,False,False
23004,3930171,1,23,10,00:23:10.314,Pass,Victor Bernth Kristansen,Denmark,Denmark,112.0,0.1,,0.797285,From Throw In,Pierre-Emile Højbjerg,8.17435,Low Pass,,1.310982,114.1,8.0,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,1,-1,0,1,0,1,1,0,0,Block,Bukayo Saka,England,22.0,57.0,Pressure,Bukayo Saka,England,False,8.0,False,True,False
23005,3930171,1,23,10,00:23:10.813,Pressure,Bukayo Saka,England,Denmark,8.1,70.7,,0.322364,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,1,1,0,0,1,0,0,0,Pass,Victor Bernth Kristansen,Denmark,23.0,10.0,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,False,111.9,False,False,False
23006,3930171,1,23,11,00:23:11.111,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,Denmark,114.1,8.0,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,-1,0,1,0,1,1,0,0,Pressure,Bukayo Saka,England,23.0,10.0,Pass,Pierre-Emile Højbjerg,Denmark,True,5.900000000000006,False,True,True
23007,3930171,1,23,11,00:23:11.111,Pass,Pierre-Emile Højbjerg,Denmark,Denmark,114.4,8.0,True,1.43588,From Throw In,Victor Bernth Kristansen,22.171377,Ground Pass,Out,-2.8012993,93.5,0.6,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,-1,0,1,0,1,1,0,0,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,23.0,11.0,Ball Receipt*,Victor Bernth Kristansen,Denmark,True,5.599999999999994,False,True,False
23008,3930171,1,23,12,00:23:12.547,Ball Receipt*,Victor Bernth Kristansen,Denmark,Denmark,95.9,0.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,1,-1,0,1,0,1,1,0,0,Pass,Pierre-Emile Højbjerg,Denmark,23.0,11.0,Pass,Kyle Walker,England,False,24.099999999999994,False,True,False
23009,3930171,1,23,38,00:23:38.125,Pass,Kyle Walker,England,England,26.6,80.0,,3.999862,From Throw In,,25.351332,Low Pass,Incomplete,-1.2078706,35.6,56.3,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,1,1,1,0,0,1,0,0,0,Ball Receipt*,Victor Bernth Kristansen,Denmark,23.0,12.0,Ball Recovery,Pierre-Emile Højbjerg,Denmark,False,93.4,False,False,False
23010,3930171,1,23,42,00:23:42.125,Ball Recovery,Pierre-Emile Højbjerg,Denmark,Denmark,84.5,23.8,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,-1,0,1,0,1,1,0,0,Pass,Kyle Walker,England,23.0,38.0,Pass,Pierre-Emile Højbjerg,Denmark,True,35.5,False,False,False
23011,3930171,1,23,46,00:23:46.021,Pass,Pierre-Emile Højbjerg,Denmark,Denmark,80.8,35.5,,0.609191,Regular Play,Joachim Andersen,8.676981,Ground Pass,,2.6624823,73.1,39.5,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,-1,0,1,0,1,1,0,0,Ball Recovery,Pierre-Emile Højbjerg,Denmark,23.0,42.0,Ball Receipt*,Joachim Andersen,Denmark,True,39.2,False,False,False
23012,3930171,1,23,46,00:23:46.631,Ball Receipt*,Joachim Andersen,Denmark,Denmark,73.1,39.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,1,0,1,1,0,0,Pass,Pierre-Emile Højbjerg,Denmark,23.0,46.0,Carry,Joachim Andersen,Denmark,True,46.900000000000006,False,False,False
23013,3930171,1,23,46,00:23:46.631,Carry,Joachim Andersen,Denmark,Denmark,73.1,39.5,,0.068465,Regular Play,,,,,,,,,,,,False,72.8,39.5,0.29999999999999716,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,1,0,1,1,0,0,Ball Receipt*,Joachim Andersen,Denmark,23.0,46.0,Pass,Joachim Andersen,Denmark,True,46.900000000000006,False,False,False
23014,3930171,1,23,46,00:23:46.699,Pass,Joachim Andersen,Denmark,Denmark,72.8,39.5,,0.935275,Regular Play,Morten Hjulmand,11.90126,Ground Pass,,-1.1372149,77.8,28.7,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,1,0,1,1,0,0,Carry,Joachim Andersen,Denmark,23.0,46.0,Ball Receipt*,Morten Hjulmand,Denmark,True,47.2,False,False,False
23015,3930171,1,23,47,00:23:47.634,Ball Receipt*,Morten Hjulmand,Denmark,Denmark,77.8,28.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,-1,0,1,0,1,1,0,0,Pass,Joachim Andersen,Denmark,23.0,46.0,Carry,Morten Hjulmand,Denmark,True,42.2,False,False,False
23016,3930171,1,23,47,00:23:47.634,Carry,Morten Hjulmand,Denmark,Denmark,77.8,28.7,,1.714675,Regular Play,,,,,,,,,,,,False,80.1,26.8,2.9832867780352563,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,-1,0,1,0,1,1,0,0,Ball Receipt*,Morten Hjulmand,Denmark,23.0,47.0,Pass,Morten Hjulmand,Denmark,True,42.2,False,False,False
23017,3930171,1,23,49,00:23:49.349,Pass,Morten Hjulmand,Denmark,Denmark,80.1,26.8,,1.870647,Regular Play,Victor Bernth Kristansen,26.208776,Ground Pass,,-1.0473909,93.2,4.1,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,-1,0,1,0,1,1,0,0,Carry,Morten Hjulmand,Denmark,23.0,47.0,Ball Receipt*,Victor Bernth Kristansen,Denmark,True,39.900000000000006,False,False,False
23018,3930171,1,23,51,00:23:51.220,Ball Receipt*,Victor Bernth Kristansen,Denmark,Denmark,93.2,4.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,1,-1,0,1,0,1,1,0,0,Pass,Morten Hjulmand,Denmark,23.0,49.0,Carry,Victor Bernth Kristansen,Denmark,True,26.799999999999997,False,False,False
23019,3930171,1,23,51,00:23:51.220,Carry,Victor Bernth Kristansen,Denmark,Denmark,93.2,4.1,,0.96648,Regular Play,,,,,,,,,,,,False,93.8,3.3,0.9999999999999964,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,1,-1,0,1,0,1,1,0,0,Ball Receipt*,Victor Bernth Kristansen,Denmark,23.0,51.0,Pass,Victor Bernth Kristansen,Denmark,True,26.799999999999997,False,False,False
23020,3930171,1,23,52,00:23:52.186,Pass,Victor Bernth Kristansen,Denmark,Denmark,93.8,3.3,,1.136645,Regular Play,Morten Hjulmand,16.00781,Ground Pass,,2.2455373,83.8,15.8,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,1,-1,0,1,0,1,1,0,0,Carry,Victor Bernth Kristansen,Denmark,23.0,51.0,Ball Receipt*,Morten Hjulmand,Denmark,True,26.200000000000003,False,False,False
23021,3930171,1,23,53,00:23:53.323,Ball Receipt*,Morten Hjulmand,Denmark,Denmark,83.8,15.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,-1,0,1,0,1,1,0,0,Pass,Victor Bernth Kristansen,Denmark,23.0,52.0,Carry,Morten Hjulmand,Denmark,True,36.2,False,False,False
23022,3930171,1,23,53,00:23:53.323,Carry,Morten Hjulmand,Denmark,Denmark,83.8,15.8,,2.0673,Regular Play,,,,,,,,,,,,False,84.2,14.8,1.077032961426903,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,-1,0,1,0,1,1,0,0,Ball Receipt*,Morten Hjulmand,Denmark,23.0,53.0,Pass,Morten Hjulmand,Denmark,True,36.2,False,False,False
23023,3930171,1,23,55,00:23:55.390,Pass,Morten Hjulmand,Denmark,Denmark,84.2,14.8,,1.152154,Regular Play,Jannik Vestergaard,25.156311,Ground Pass,,2.0771227,72.0,36.8,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,-1,0,1,0,1,1,0,0,Carry,Morten Hjulmand,Denmark,23.0,53.0,Ball Receipt*,Jannik Vestergaard,Denmark,True,35.8,False,False,False
23024,3930171,1,23,56,00:23:56.542,Ball Receipt*,Jannik Vestergaard,Denmark,Denmark,72.0,36.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,1,-1,0,1,0,1,1,0,0,Pass,Morten Hjulmand,Denmark,23.0,55.0,Carry,Jannik Vestergaard,Denmark,True,48.0,False,False,False
23025,3930171,1,23,56,00:23:56.542,Carry,Jannik Vestergaard,Denmark,Denmark,72.0,36.8,,0.117643,Regular Play,,,,,,,,,,,,False,72.0,36.8,0.0,,False,,"{'id': 4, 'name': 'Center Back'}",,0,1,-1,0,1,0,1,1,0,0,Ball Receipt*,Jannik Vestergaard,Denmark,23.0,56.0,Pass,Jannik Vestergaard,Denmark,True,48.0,False,False,False
23026,3930171,1,23,56,00:23:56.660,Pass,Jannik Vestergaard,Denmark,Denmark,72.0,36.8,,1.723225,Regular Play,Joachim Andersen,19.378597,Ground Pass,,1.3258177,76.7,55.6,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,1,-1,0,1,0,1,1,0,0,Carry,Jannik Vestergaard,Denmark,23.0,56.0,Ball Receipt*,Joachim Andersen,Denmark,True,48.0,False,False,False
23027,3930171,1,23,58,00:23:58.383,Ball Receipt*,Joachim Andersen,Denmark,Denmark,76.7,55.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,1,0,1,1,0,0,Pass,Jannik Vestergaard,Denmark,23.0,56.0,Carry,Joachim Andersen,Denmark,True,43.3,False,False,False
23028,3930171,1,23,58,00:23:58.383,Carry,Joachim Andersen,Denmark,Denmark,76.7,55.6,,0.998772,Regular Play,,,,,,,,,,,,False,77.0,57.0,1.4317821063276333,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,1,0,1,1,0,0,Ball Receipt*,Joachim Andersen,Denmark,23.0,58.0,Pass,Joachim Andersen,Denmark,True,43.3,False,False,False
23029,3930171,1,23,59,00:23:59.382,Pass,Joachim Andersen,Denmark,Denmark,77.0,57.0,,1.575469,Regular Play,Joakim Mæhle,24.298147,Ground Pass,,0.9964915,90.2,77.4,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,1,0,1,1,0,0,Carry,Joachim Andersen,Denmark,23.0,58.0,Ball Receipt*,Joakim Mæhle,Denmark,True,43.0,False,False,False
23030,3930171,1,24,0,00:24:00.957,Ball Receipt*,Joakim Mæhle,Denmark,Denmark,90.2,77.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,1,-1,0,1,0,1,1,0,0,Pass,Joachim Andersen,Denmark,23.0,59.0,Carry,Joakim Mæhle,Denmark,True,29.799999999999997,False,False,False
23031,3930171,1,24,0,00:24:00.957,Carry,Joakim Mæhle,Denmark,Denmark,90.2,77.4,,1.984831,Regular Play,,,,,,,,,,,,False,85.7,67.0,11.331813623599716,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,1,-1,0,1,0,1,1,0,0,Ball Receipt*,Joakim Mæhle,Denmark,24.0,0.0,Pass,Joakim Mæhle,Denmark,True,29.799999999999997,False,False,False
23032,3930171,1,24,2,00:24:02.942,Pass,Joakim Mæhle,Denmark,Denmark,85.7,67.0,,0.946892,Regular Play,Christian Dannemann Eriksen,11.727319,Ground Pass,,-1.5025265,86.5,55.3,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,1,-1,0,1,0,1,1,0,0,Carry,Joakim Mæhle,Denmark,24.0,0.0,Ball Receipt*,Christian Dannemann Eriksen,Denmark,True,34.3,False,False,False
23033,3930171,1,24,3,00:24:03.889,Ball Receipt*,Christian Dannemann Eriksen,Denmark,Denmark,86.5,55.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,1,-1,0,1,0,1,1,1,0,Pass,Joakim Mæhle,Denmark,24.0,2.0,Carry,Christian Dannemann Eriksen,Denmark,True,33.5,False,False,False
23034,3930171,1,24,3,00:24:03.889,Carry,Christian Dannemann Eriksen,Denmark,Denmark,86.5,55.3,,3.343142,Regular Play,,,,,,,,,,,,False,86.2,60.4,5.108815909777922,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,1,-1,0,1,0,1,1,1,0,Ball Receipt*,Christian Dannemann Eriksen,Denmark,24.0,3.0,Pass,Christian Dannemann Eriksen,Denmark,True,33.5,False,False,False
23035,3930171,1,24,7,00:24:07.232,Pass,Christian Dannemann Eriksen,Denmark,Denmark,86.2,60.4,,1.369101,Regular Play,Joakim Mæhle,21.61134,Ground Pass,,0.9596913,98.6,78.1,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,1,-1,0,1,0,1,1,1,0,Carry,Christian Dannemann Eriksen,Denmark,24.0,3.0,Ball Receipt*,Joakim Mæhle,Denmark,True,33.8,False,False,False
23036,3930171,1,24,8,00:24:08.601,Ball Receipt*,Joakim Mæhle,Denmark,Denmark,98.6,78.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,1,-1,0,1,0,1,1,0,0,Pass,Christian Dannemann Eriksen,Denmark,24.0,7.0,Carry,Joakim Mæhle,Denmark,True,21.400000000000006,False,True,False
23037,3930171,1,24,8,00:24:08.601,Carry,Joakim Mæhle,Denmark,Denmark,98.6,78.1,,1.197017,Regular Play,,,,,,,,,,,,False,97.1,77.7,1.552417469626,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,1,-1,0,1,0,1,1,0,0,Ball Receipt*,Joakim Mæhle,Denmark,24.0,8.0,Pass,Joakim Mæhle,Denmark,True,21.400000000000006,False,True,False
23038,3930171,1,24,9,00:24:09.798,Pass,Joakim Mæhle,Denmark,Denmark,97.1,77.7,,0.99987,Regular Play,Joachim Andersen,13.063308,Ground Pass,,-2.7980537,84.8,73.3,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,1,-1,0,1,0,1,1,0,0,Carry,Joakim Mæhle,Denmark,24.0,8.0,Ball Receipt*,Joachim Andersen,Denmark,True,22.900000000000006,False,True,False
23039,3930171,1,24,10,00:24:10.798,Ball Receipt*,Joachim Andersen,Denmark,Denmark,84.8,73.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,1,0,1,1,0,0,Pass,Joakim Mæhle,Denmark,24.0,9.0,Carry,Joachim Andersen,Denmark,True,35.2,False,False,False
23040,3930171,1,24,10,00:24:10.798,Carry,Joachim Andersen,Denmark,Denmark,84.8,73.3,,0.980031,Regular Play,,,,,,,,,,,,False,84.5,71.7,1.6278820596099646,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,1,0,1,1,0,0,Ball Receipt*,Joachim Andersen,Denmark,24.0,10.0,Pass,Joachim Andersen,Denmark,True,35.2,False,False,False
23041,3930171,1,24,11,00:24:11.778,Pass,Joachim Andersen,Denmark,Denmark,84.5,71.7,,0.717759,Regular Play,Pierre-Emile Højbjerg,11.412712,Ground Pass,,-1.1463443,89.2,61.3,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,1,0,1,1,0,0,Carry,Joachim Andersen,Denmark,24.0,10.0,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,True,35.5,False,False,False
23042,3930171,1,24,12,00:24:12.496,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,Denmark,89.2,61.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,-1,0,1,0,1,1,0,0,Pass,Joachim Andersen,Denmark,24.0,11.0,Carry,Pierre-Emile Højbjerg,Denmark,True,30.799999999999997,False,False,False
23043,3930171,1,24,12,00:24:12.496,Carry,Pierre-Emile Højbjerg,Denmark,Denmark,89.2,61.3,,0.210424,Regular Play,,,,,,,,,,,,False,89.2,61.9,0.6000000000000014,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,-1,0,1,0,1,1,0,0,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,24.0,12.0,Pass,Pierre-Emile Højbjerg,Denmark,True,30.799999999999997,False,False,False
23044,3930171,1,24,12,00:24:12.706,Pass,Pierre-Emile Højbjerg,Denmark,Denmark,89.2,61.9,,1.296267,Regular Play,Joakim Mæhle,18.760864,Ground Pass,,0.91770065,100.6,76.8,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,-1,0,1,0,1,1,0,0,Carry,Pierre-Emile Højbjerg,Denmark,24.0,12.0,Ball Receipt*,Joakim Mæhle,Denmark,True,30.799999999999997,False,False,False
23045,3930171,1,24,14,00:24:14.003,Ball Receipt*,Joakim Mæhle,Denmark,Denmark,100.6,76.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,1,-1,0,1,0,1,1,0,0,Pass,Pierre-Emile Højbjerg,Denmark,24.0,12.0,Carry,Joakim Mæhle,Denmark,True,19.400000000000006,False,True,False
23046,3930171,1,24,14,00:24:14.003,Carry,Joakim Mæhle,Denmark,Denmark,100.6,76.8,,1.519779,Regular Play,,,,,,,,,,,,False,101.2,73.8,3.0594117081556726,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,1,-1,0,1,0,1,1,0,0,Ball Receipt*,Joakim Mæhle,Denmark,24.0,14.0,Pass,Joakim Mæhle,Denmark,True,19.400000000000006,False,True,False
23047,3930171,1,24,15,00:24:15.522,Pass,Joakim Mæhle,Denmark,Denmark,101.2,73.8,,0.917821,Regular Play,Joachim Andersen,9.304837,Ground Pass,,3.1093457,91.9,74.1,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,1,-1,0,1,0,1,1,0,0,Carry,Joakim Mæhle,Denmark,24.0,14.0,Ball Receipt*,Joachim Andersen,Denmark,True,18.799999999999997,False,True,False
23048,3930171,1,24,16,00:24:16.440,Ball Receipt*,Joachim Andersen,Denmark,Denmark,91.9,74.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,1,0,1,1,0,0,Pass,Joakim Mæhle,Denmark,24.0,15.0,Carry,Joachim Andersen,Denmark,True,28.099999999999994,False,False,False
23049,3930171,1,24,16,00:24:16.440,Carry,Joachim Andersen,Denmark,Denmark,91.9,74.1,,0.08,Regular Play,,,,,,,,,,,,False,91.6,74.1,0.30000000000001137,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,1,0,1,1,0,0,Ball Receipt*,Joachim Andersen,Denmark,24.0,16.0,Pass,Joachim Andersen,Denmark,True,28.099999999999994,False,False,False
23050,3930171,1,24,16,00:24:16.520,Pass,Joachim Andersen,Denmark,Denmark,91.6,74.1,,2.16732,Regular Play,Jonas Older Wind,44.68389,High Pass,,-1.0891327,112.3,34.5,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,1,0,1,1,0,0,Carry,Joachim Andersen,Denmark,24.0,16.0,Ball Receipt*,Jonas Older Wind,Denmark,True,28.400000000000006,False,False,False
23051,3930171,1,24,18,00:24:18.688,Ball Receipt*,Jonas Older Wind,Denmark,Denmark,112.3,34.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,-1,0,1,0,1,1,0,0,Pass,Joachim Andersen,Denmark,24.0,16.0,Duel,John Stones,England,False,7.700000000000003,False,True,False
23052,3930171,1,24,18,00:24:18.768,Duel,John Stones,England,Denmark,7.8,45.6,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,1,1,0,0,1,0,0,0,Ball Receipt*,Jonas Older Wind,Denmark,24.0,18.0,Shot,Jonas Older Wind,Denmark,False,112.2,False,False,False
23053,3930171,1,24,18,00:24:18.768,Shot,Jonas Older Wind,Denmark,Denmark,112.3,34.5,True,1.35879,Regular Play,,,,,,,,Saved,0.06100823,Head,Normal,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,-1,0,1,0,1,1,0,0,Duel,John Stones,England,24.0,18.0,Goal Keeper,Jordan Pickford,England,False,7.700000000000003,False,True,False
23054,3930171,1,24,20,00:24:20.126,Goal Keeper,Jordan Pickford,England,England,1.2,42.4,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,1,1,1,0,0,1,0,0,0,Shot,Jonas Older Wind,Denmark,24.0,18.0,Pass,Jordan Pickford,England,True,118.8,False,False,False
23055,3930171,1,24,34,00:24:34.279,Pass,Jordan Pickford,England,England,10.5,41.3,,1.376802,From Keeper,Marc Guehi,18.558556,Ground Pass,,-1.3480362,14.6,23.2,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,1,1,1,0,0,1,0,0,0,Goal Keeper,Jordan Pickford,England,24.0,20.0,Ball Receipt*,Marc Guehi,England,True,109.5,False,False,False
23056,3930171,1,24,35,00:24:35.656,Ball Receipt*,Marc Guehi,England,England,14.6,23.2,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,1,1,0,0,1,0,0,0,Pass,Jordan Pickford,England,24.0,34.0,Carry,Marc Guehi,England,True,105.4,False,False,False
23057,3930171,1,24,35,00:24:35.656,Carry,Marc Guehi,England,England,14.6,23.2,,0.910517,From Keeper,,,,,,,,,,,,False,15.5,21.5,1.923538406167134,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,1,1,0,0,1,0,0,0,Ball Receipt*,Marc Guehi,England,24.0,35.0,Pass,Marc Guehi,England,True,105.4,False,False,False
23058,3930171,1,24,36,00:24:36.566,Pass,Marc Guehi,England,England,15.5,21.5,,0.797984,From Keeper,Declan Rice,11.194641,Ground Pass,,0.72219133,23.9,28.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,1,1,0,0,1,0,0,0,Carry,Marc Guehi,England,24.0,35.0,Ball Receipt*,Declan Rice,England,True,104.5,False,False,False
23059,3930171,1,24,37,00:24:37.364,Ball Receipt*,Declan Rice,England,England,23.9,28.9,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,0,0,1,0,0,0,Pass,Marc Guehi,England,24.0,36.0,Carry,Declan Rice,England,True,96.1,False,False,False
23060,3930171,1,24,37,00:24:37.364,Carry,Declan Rice,England,England,23.9,28.9,,5.096402,From Keeper,,,,,,,,,,,,False,29.3,53.0,24.697570730741923,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,0,0,1,0,0,0,Ball Receipt*,Declan Rice,England,24.0,37.0,Pass,Declan Rice,England,True,96.1,False,False,False
23061,3930171,1,24,42,00:24:42.460,Pass,Declan Rice,England,England,29.3,53.0,,1.240124,From Keeper,Bukayo Saka,20.322647,Ground Pass,,0.14816003,49.4,56.0,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,0,0,1,0,0,0,Carry,Declan Rice,England,24.0,37.0,Pressure,Victor Bernth Kristansen,Denmark,False,90.7,False,False,False
23062,3930171,1,24,43,00:24:43.500,Pressure,Victor Bernth Kristansen,Denmark,England,68.7,22.1,,1.656052,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,1,-1,0,1,0,1,1,0,0,Pass,Declan Rice,England,24.0,42.0,Ball Receipt*,Bukayo Saka,England,False,51.3,False,False,False
23063,3930171,1,24,43,00:24:43.701,Ball Receipt*,Bukayo Saka,England,England,49.4,56.0,True,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,1,1,0,0,1,0,0,0,Pressure,Victor Bernth Kristansen,Denmark,24.0,43.0,Carry,Bukayo Saka,England,True,70.6,False,False,True
23064,3930171,1,24,43,00:24:43.701,Carry,Bukayo Saka,England,England,49.4,56.0,True,1.75397,From Keeper,,,,,,,,,,,,False,45.3,54.4,4.40113621693308,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,1,1,0,0,1,0,0,0,Ball Receipt*,Bukayo Saka,England,24.0,43.0,Pass,Bukayo Saka,England,True,70.6,False,False,False
23065,3930171,1,24,45,00:24:45.455,Pass,Bukayo Saka,England,England,45.3,54.4,,1.161011,From Keeper,Declan Rice,10.104454,Ground Pass,,2.4683974,37.4,60.7,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,1,1,0,0,1,0,0,0,Carry,Bukayo Saka,England,24.0,43.0,Ball Receipt*,Declan Rice,England,True,74.7,False,False,False
23066,3930171,1,24,46,00:24:46.616,Ball Receipt*,Declan Rice,England,England,37.4,60.7,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,0,0,1,0,0,0,Pass,Bukayo Saka,England,24.0,45.0,Carry,Declan Rice,England,True,82.6,False,False,False
23067,3930171,1,24,46,00:24:46.616,Carry,Declan Rice,England,England,37.4,60.7,,1.336801,From Keeper,,,,,,,,,,,,False,40.4,61.7,3.1622776601683795,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,0,0,1,0,0,0,Ball Receipt*,Declan Rice,England,24.0,46.0,Pass,Declan Rice,England,True,82.6,False,False,False
23068,3930171,1,24,47,00:24:47.952,Pass,Declan Rice,England,England,40.4,61.7,,3.663989,From Keeper,Jude Bellingham,65.22392,High Pass,Incomplete,-0.082886584,105.4,56.3,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,0,0,1,0,0,0,Carry,Declan Rice,England,24.0,46.0,Ball Receipt*,Jude Bellingham,England,True,79.6,False,False,False
