event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Georgia_score,Portugal_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
129450,3938644,1,38,53,00:38:53.663,Carry,Gonçalo Bernardo Inácio,Portugal,Portugal,78.7,28.6,,0.733532,From Throw In,,,,,,,,,,,,False,76.1,28.9,2.6172504656604882,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,-1,2,0,0,5,1,0,0,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,38.0,53.0,Pass,Gonçalo Bernardo Inácio,Portugal,True,41.3,False,False,False
129451,3938644,1,38,54,00:38:54.397,Pass,Gonçalo Bernardo Inácio,Portugal,Portugal,76.1,28.9,,0.910904,From Throw In,João Félix Sequeira,10.165136,Ground Pass,,-0.2688405,85.9,26.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,-1,2,0,0,5,1,0,0,Carry,Gonçalo Bernardo Inácio,Portugal,38.0,53.0,Ball Receipt*,João Félix Sequeira,Portugal,True,43.900000000000006,False,False,False
129452,3938644,1,38,55,00:38:55.307,Ball Receipt*,João Félix Sequeira,Portugal,Portugal,85.9,26.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Pass,Gonçalo Bernardo Inácio,Portugal,38.0,54.0,Carry,João Félix Sequeira,Portugal,True,34.099999999999994,False,False,False
129453,3938644,1,38,55,00:38:55.307,Carry,João Félix Sequeira,Portugal,Portugal,85.9,26.2,,2.474508,From Throw In,,,,,,,,,,,,False,84.7,32.6,6.511528238439885,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Ball Receipt*,João Félix Sequeira,Portugal,38.0,55.0,Pass,João Félix Sequeira,Portugal,True,34.099999999999994,False,False,False
129454,3938644,1,38,57,00:38:57.782,Pass,João Félix Sequeira,Portugal,Portugal,84.7,32.6,,1.40462,From Throw In,Gonçalo Bernardo Inácio,10.026465,Ground Pass,,-0.8913825,91.0,24.8,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Carry,João Félix Sequeira,Portugal,38.0,55.0,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,True,35.3,False,False,False
129455,3938644,1,38,59,00:38:59.187,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,Portugal,91.0,24.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,-1,2,0,0,5,1,0,0,Pass,João Félix Sequeira,Portugal,38.0,57.0,Carry,Gonçalo Bernardo Inácio,Portugal,True,29.0,False,False,False
129456,3938644,1,38,59,00:38:59.187,Carry,Gonçalo Bernardo Inácio,Portugal,Portugal,91.0,24.8,,0.739632,From Throw In,,,,,,,,,,,,False,89.8,22.7,2.4186773244895674,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,-1,2,0,0,5,1,0,0,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,38.0,59.0,Pass,Gonçalo Bernardo Inácio,Portugal,True,29.0,False,False,False
129457,3938644,1,38,59,00:38:59.926,Pass,Gonçalo Bernardo Inácio,Portugal,Portugal,89.8,22.7,,0.985833,From Throw In,Pedro Lomba Neto,17.448496,Ground Pass,,-1.0018693,99.2,8.0,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,-1,2,0,0,5,1,0,0,Carry,Gonçalo Bernardo Inácio,Portugal,38.0,59.0,Ball Receipt*,Pedro Lomba Neto,Portugal,True,30.200000000000003,False,False,False
129458,3938644,1,39,0,00:39:00.912,Ball Receipt*,Pedro Lomba Neto,Portugal,Portugal,99.2,8.0,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,0,-1,2,0,0,5,1,0,0,Pass,Gonçalo Bernardo Inácio,Portugal,38.0,59.0,Carry,Pedro Lomba Neto,Portugal,True,20.799999999999997,False,True,False
129459,3938644,1,39,0,00:39:00.912,Carry,Pedro Lomba Neto,Portugal,Portugal,99.2,8.0,,1.090709,From Throw In,,,,,,,,,,,,False,99.4,8.0,0.20000000000000284,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,0,-1,2,0,0,5,1,0,0,Ball Receipt*,Pedro Lomba Neto,Portugal,39.0,0.0,Pass,Pedro Lomba Neto,Portugal,True,20.799999999999997,False,True,False
129460,3938644,1,39,2,00:39:02.003,Pass,Pedro Lomba Neto,Portugal,Portugal,99.4,8.0,,1.23721,From Throw In,Gonçalo Bernardo Inácio,10.5948105,Ground Pass,,2.5509722,90.6,13.9,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,0,-1,2,0,0,5,1,0,0,Carry,Pedro Lomba Neto,Portugal,39.0,0.0,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,True,20.599999999999994,False,True,False
129461,3938644,1,39,3,00:39:03.240,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,Portugal,90.6,13.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,-1,2,0,0,5,1,0,0,Pass,Pedro Lomba Neto,Portugal,39.0,2.0,Carry,Gonçalo Bernardo Inácio,Portugal,True,29.400000000000006,False,False,False
129462,3938644,1,39,3,00:39:03.240,Carry,Gonçalo Bernardo Inácio,Portugal,Portugal,90.6,13.9,,0.788524,From Throw In,,,,,,,,,,,,False,90.6,13.9,0.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,-1,2,0,0,5,1,0,0,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,39.0,3.0,Pass,Gonçalo Bernardo Inácio,Portugal,True,29.400000000000006,False,False,False
129463,3938644,1,39,4,00:39:04.028,Pass,Gonçalo Bernardo Inácio,Portugal,Portugal,90.6,13.9,,1.10698,From Throw In,João Maria Lobo Alves Palhinha Gonçalves,24.090246,Ground Pass,,1.792617,85.3,37.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,-1,2,0,0,5,1,0,0,Carry,Gonçalo Bernardo Inácio,Portugal,39.0,3.0,Ball Receipt*,João Maria Lobo Alves Palhinha Gonçalves,Portugal,True,29.400000000000006,False,False,False
129464,3938644,1,39,5,00:39:05.135,Ball Receipt*,João Maria Lobo Alves Palhinha Gonçalves,Portugal,Portugal,85.3,37.4,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Pass,Gonçalo Bernardo Inácio,Portugal,39.0,4.0,Carry,João Maria Lobo Alves Palhinha Gonçalves,Portugal,True,34.7,False,False,False
129465,3938644,1,39,5,00:39:05.135,Carry,João Maria Lobo Alves Palhinha Gonçalves,Portugal,Portugal,85.3,37.4,,1.117209,From Throw In,,,,,,,,,,,,False,85.2,37.4,0.09999999999999432,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Ball Receipt*,João Maria Lobo Alves Palhinha Gonçalves,Portugal,39.0,5.0,Pass,João Maria Lobo Alves Palhinha Gonçalves,Portugal,True,34.7,False,False,False
129466,3938644,1,39,6,00:39:06.253,Pass,João Maria Lobo Alves Palhinha Gonçalves,Portugal,Portugal,85.2,37.4,,1.804069,From Throw In,António João Pereira Albuquerque Tavares Silva,21.900229,Ground Pass,,1.5662302,85.3,59.3,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Carry,João Maria Lobo Alves Palhinha Gonçalves,Portugal,39.0,5.0,Ball Receipt*,António João Pereira Albuquerque Tavares Silva,Portugal,True,34.8,False,False,False
129467,3938644,1,39,8,00:39:08.057,Ball Receipt*,António João Pereira Albuquerque Tavares Silva,Portugal,Portugal,85.3,59.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,2,0,0,5,1,0,0,Pass,João Maria Lobo Alves Palhinha Gonçalves,Portugal,39.0,6.0,Carry,António João Pereira Albuquerque Tavares Silva,Portugal,True,34.7,False,False,False
129468,3938644,1,39,8,00:39:08.057,Carry,António João Pereira Albuquerque Tavares Silva,Portugal,Portugal,85.3,59.3,,1.139287,From Throw In,,,,,,,,,,,,False,85.2,59.0,0.31622776601683344,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,2,0,0,5,1,0,0,Ball Receipt*,António João Pereira Albuquerque Tavares Silva,Portugal,39.0,8.0,Pass,António João Pereira Albuquerque Tavares Silva,Portugal,True,34.7,False,False,False
129469,3938644,1,39,9,00:39:09.196,Pass,António João Pereira Albuquerque Tavares Silva,Portugal,Portugal,85.2,59.0,,2.209325,From Throw In,João Neves,22.051304,Ground Pass,Incomplete,-0.44539407,105.1,49.5,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,2,0,0,5,1,0,0,Carry,António João Pereira Albuquerque Tavares Silva,Portugal,39.0,8.0,Ball Receipt*,João Neves,Portugal,True,34.8,False,False,False
129470,3938644,1,39,11,00:39:11.405,Ball Receipt*,João Neves,Portugal,Portugal,95.8,51.4,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Pass,António João Pereira Albuquerque Tavares Silva,Portugal,39.0,9.0,Pass,Guram Kashia,Georgia,False,24.200000000000003,False,True,False
129471,3938644,1,39,11,00:39:11.405,Pass,Guram Kashia,Georgia,Georgia,15.0,30.6,,0.674246,Regular Play,Khvicha Kvaratskhelia,17.853851,Low Pass,,-0.1688319,32.6,27.6,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,1,0,1,1,2,4,0,0,Ball Receipt*,João Neves,Portugal,39.0,11.0,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,True,105.0,False,False,False
129472,3938644,1,39,11,00:39:11.644,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,Georgia,32.6,27.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,1,0,1,0,1,1,2,4,0,1,Pass,Guram Kashia,Georgia,39.0,11.0,Carry,Khvicha Kvaratskhelia,Georgia,True,87.4,False,False,False
129473,3938644,1,39,11,00:39:11.644,Carry,Khvicha Kvaratskhelia,Georgia,Georgia,32.6,27.6,True,0.612062,Regular Play,,,,,,,,,,,,False,30.6,31.9,4.742362280551748,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,1,0,1,0,1,1,2,4,0,1,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,39.0,11.0,Block,João Neves,Portugal,False,87.4,False,False,False
129474,3938644,1,39,11,00:39:11.644,Block,João Neves,Portugal,Georgia,98.8,51.4,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Carry,Khvicha Kvaratskhelia,Georgia,39.0,11.0,Pressure,João Maria Lobo Alves Palhinha Gonçalves,Portugal,True,21.200000000000003,False,True,False
129475,3938644,1,39,12,00:39:12.049,Pressure,João Maria Lobo Alves Palhinha Gonçalves,Portugal,Georgia,88.9,47.7,,0.341804,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Block,João Neves,Portugal,39.0,11.0,Pass,Khvicha Kvaratskhelia,Georgia,False,31.099999999999994,False,False,False
129476,3938644,1,39,12,00:39:12.256,Pass,Khvicha Kvaratskhelia,Georgia,Georgia,30.6,31.9,True,0.554138,Regular Play,Giorgi Chakvetadze,8.028076,Low Pass,,-1.3318598,32.5,24.1,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,1,0,1,0,1,1,2,4,0,1,Pressure,João Maria Lobo Alves Palhinha Gonçalves,Portugal,39.0,12.0,Ball Receipt*,Giorgi Chakvetadze,Georgia,True,89.4,False,False,True
129477,3938644,1,39,12,00:39:12.810,Ball Receipt*,Giorgi Chakvetadze,Georgia,Georgia,32.5,24.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,1,0,1,0,1,1,2,4,0,0,Pass,Khvicha Kvaratskhelia,Georgia,39.0,12.0,Carry,Giorgi Chakvetadze,Georgia,True,87.5,False,False,False
129478,3938644,1,39,12,00:39:12.810,Carry,Giorgi Chakvetadze,Georgia,Georgia,32.5,24.1,,0.059174,Regular Play,,,,,,,,,,,,False,34.2,26.1,2.6248809496813394,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,1,0,1,0,1,1,2,4,0,0,Ball Receipt*,Giorgi Chakvetadze,Georgia,39.0,12.0,Pass,Giorgi Chakvetadze,Georgia,True,87.5,False,False,False
129479,3938644,1,39,12,00:39:12.870,Pass,Giorgi Chakvetadze,Georgia,Georgia,34.2,26.1,,2.236591,Regular Play,Khvicha Kvaratskhelia,21.355093,Low Pass,Incomplete,0.77877575,49.4,41.1,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,1,0,1,0,1,1,2,4,0,0,Carry,Giorgi Chakvetadze,Georgia,39.0,12.0,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,True,85.8,False,False,False
129480,3938644,1,39,15,00:39:15.106,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,Georgia,43.6,36.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,1,0,1,0,1,1,2,4,0,1,Pass,Giorgi Chakvetadze,Georgia,39.0,12.0,Ball Recovery,Danilo Luís Hélio Pereira,Portugal,False,76.4,False,False,False
129481,3938644,1,39,15,00:39:15.106,Ball Recovery,Danilo Luís Hélio Pereira,Portugal,Georgia,70.7,39.0,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,-1,2,0,0,5,1,0,0,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,39.0,15.0,Carry,Danilo Luís Hélio Pereira,Portugal,True,49.3,False,False,False
129482,3938644,1,39,15,00:39:15.106,Carry,Danilo Luís Hélio Pereira,Portugal,Georgia,70.7,39.0,True,5.45914,Regular Play,,,,,,,,,,,,False,82.9,36.1,12.539936203984455,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,-1,2,0,0,5,1,0,0,Ball Recovery,Danilo Luís Hélio Pereira,Portugal,39.0,15.0,Pressure,Khvicha Kvaratskhelia,Georgia,False,49.3,False,False,False
129483,3938644,1,39,15,00:39:15.570,Pressure,Khvicha Kvaratskhelia,Georgia,Georgia,48.8,37.2,,0.981607,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,1,0,1,0,1,1,2,4,0,1,Carry,Danilo Luís Hélio Pereira,Portugal,39.0,15.0,Pass,Danilo Luís Hélio Pereira,Portugal,False,71.2,False,False,False
129484,3938644,1,39,20,00:39:20.565,Pass,Danilo Luís Hélio Pereira,Portugal,Georgia,82.9,36.1,,1.264728,Regular Play,João Félix Sequeira,15.164762,Ground Pass,,-1.4783454,84.3,21.0,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,-1,2,0,0,5,1,0,0,Pressure,Khvicha Kvaratskhelia,Georgia,39.0,15.0,Ball Receipt*,João Félix Sequeira,Portugal,True,37.099999999999994,False,False,False
129485,3938644,1,39,21,00:39:21.830,Ball Receipt*,João Félix Sequeira,Portugal,Georgia,84.3,21.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Pass,Danilo Luís Hélio Pereira,Portugal,39.0,20.0,Carry,João Félix Sequeira,Portugal,True,35.7,False,False,False
129486,3938644,1,39,21,00:39:21.830,Carry,João Félix Sequeira,Portugal,Georgia,84.3,21.0,,3.169927,Regular Play,,,,,,,,,,,,False,91.0,24.4,7.513321502504736,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Ball Receipt*,João Félix Sequeira,Portugal,39.0,21.0,Pass,João Félix Sequeira,Portugal,True,35.7,False,False,False
129487,3938644,1,39,25,00:39:25.000,Pass,João Félix Sequeira,Portugal,Georgia,91.0,24.4,,2.147574,Regular Play,João Neves,28.76265,Ground Pass,Incomplete,0.4418781,117.0,36.7,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Carry,João Félix Sequeira,Portugal,39.0,21.0,Ball Receipt*,João Neves,Portugal,True,29.0,False,False,False
129488,3938644,1,39,27,00:39:27.147,Ball Receipt*,João Neves,Portugal,Georgia,104.5,33.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Pass,João Félix Sequeira,Portugal,39.0,25.0,Ball Recovery,Giorgi Mamardashvili,Georgia,False,15.5,False,True,False
129489,3938644,1,39,27,00:39:27.147,Ball Recovery,Giorgi Mamardashvili,Georgia,Georgia,3.1,43.4,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,1,0,1,1,2,4,0,0,Ball Receipt*,João Neves,Portugal,39.0,27.0,Injury Stoppage,Danilo Luís Hélio Pereira,Portugal,False,116.9,False,False,False
129490,3938644,1,39,48,00:39:48.444,Injury Stoppage,Danilo Luís Hélio Pereira,Portugal,Georgia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,-1,2,0,0,5,1,0,0,Ball Recovery,Giorgi Mamardashvili,Georgia,39.0,27.0,Injury Stoppage,Khvicha Kvaratskhelia,Georgia,False,,False,,False
129491,3938644,1,39,56,00:39:56.255,Injury Stoppage,Khvicha Kvaratskhelia,Georgia,Georgia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,1,0,1,0,1,1,2,4,0,1,Injury Stoppage,Danilo Luís Hélio Pereira,Portugal,39.0,48.0,Player Off,Khvicha Kvaratskhelia,Georgia,True,,False,,False
129492,3938644,1,40,45,00:40:45.415,Player Off,Khvicha Kvaratskhelia,Georgia,Georgia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,1,0,1,0,1,1,2,4,0,1,Injury Stoppage,Khvicha Kvaratskhelia,Georgia,39.0,56.0,Referee Ball-Drop,,Georgia,True,,False,,False
129493,3938644,1,40,47,00:40:47.868,Referee Ball-Drop,,Georgia,Georgia,9.3,43.4,,0.0,Other,,,,,,,,,,,,False,,,,,False,,,,1,0,1,0,1,1,2,4,0,0,Player Off,Khvicha Kvaratskhelia,Georgia,40.0,45.0,Referee Ball-Drop,,Portugal,False,110.7,False,False,False
129494,3938644,1,40,48,00:40:48.160,Referee Ball-Drop,,Portugal,Portugal,110.8,36.7,,0.0,Other,,,,,,,,,,,,False,,,,,False,,,,1,0,-1,2,0,0,5,1,0,0,Referee Ball-Drop,,Georgia,40.0,47.0,Ball Recovery,Giorgi Mamardashvili,Georgia,False,9.200000000000003,False,True,False
129495,3938644,1,40,50,00:40:50.990,Ball Recovery,Giorgi Mamardashvili,Georgia,Georgia,9.0,42.7,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,1,0,1,1,2,4,0,0,Referee Ball-Drop,,Portugal,40.0,48.0,Player On,Khvicha Kvaratskhelia,Georgia,True,111.0,False,False,False
129496,3938644,1,41,1,00:41:01.874,Player On,Khvicha Kvaratskhelia,Georgia,Georgia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,1,0,1,0,1,1,2,4,0,1,Ball Recovery,Giorgi Mamardashvili,Georgia,40.0,50.0,Pass,Giorgi Mamardashvili,Georgia,True,,False,,False
129497,3938644,1,41,3,00:41:03.534,Pass,Giorgi Mamardashvili,Georgia,Georgia,12.2,47.5,,4.202556,Regular Play,,64.51519,High Pass,Incomplete,0.21715583,75.2,61.4,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,1,0,1,1,2,4,0,0,Player On,Khvicha Kvaratskhelia,Georgia,41.0,1.0,Pass,João Maria Lobo Alves Palhinha Gonçalves,Portugal,False,107.8,False,False,False
129498,3938644,1,41,7,00:41:07.736,Pass,João Maria Lobo Alves Palhinha Gonçalves,Portugal,Georgia,44.9,18.7,,0.89095,Regular Play,João Félix Sequeira,12.571794,Low Pass,Incomplete,-0.20831557,57.2,16.1,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Pass,Giorgi Mamardashvili,Georgia,41.0,3.0,Pressure,João Félix Sequeira,Portugal,True,75.1,False,False,False
129499,3938644,1,41,8,00:41:08.611,Pressure,João Félix Sequeira,Portugal,Georgia,54.3,21.0,,0.7552,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Pass,João Maria Lobo Alves Palhinha Gonçalves,Portugal,41.0,7.0,Ball Receipt*,João Félix Sequeira,Portugal,True,65.7,False,False,False
129500,3938644,1,41,8,00:41:08.627,Ball Receipt*,João Félix Sequeira,Portugal,Georgia,56.2,23.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Pressure,João Félix Sequeira,Portugal,41.0,8.0,Ball Recovery,Giorgi Kochorashvili,Georgia,False,63.8,False,False,True
129501,3938644,1,41,8,00:41:08.627,Ball Recovery,Giorgi Kochorashvili,Georgia,Georgia,62.9,64.0,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,1,0,1,1,2,4,0,0,Ball Receipt*,João Félix Sequeira,Portugal,41.0,8.0,Carry,Giorgi Kochorashvili,Georgia,True,57.1,False,False,False
129502,3938644,1,41,8,00:41:08.627,Carry,Giorgi Kochorashvili,Georgia,Georgia,62.9,64.0,True,0.839963,Regular Play,,,,,,,,,,,,False,68.3,61.7,5.869412236331673,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,1,0,1,1,2,4,0,0,Ball Recovery,Giorgi Kochorashvili,Georgia,41.0,8.0,Miscontrol,Giorgi Kochorashvili,Georgia,True,57.1,False,False,False
129503,3938644,1,41,9,00:41:09.467,Miscontrol,Giorgi Kochorashvili,Georgia,Georgia,68.3,61.7,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,1,0,1,1,2,4,0,0,Carry,Giorgi Kochorashvili,Georgia,41.0,8.0,Ball Recovery,João Maria Lobo Alves Palhinha Gonçalves,Portugal,False,51.7,False,False,False
129504,3938644,1,41,10,00:41:10.030,Ball Recovery,João Maria Lobo Alves Palhinha Gonçalves,Portugal,Portugal,46.0,18.7,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Miscontrol,Giorgi Kochorashvili,Georgia,41.0,9.0,Carry,João Maria Lobo Alves Palhinha Gonçalves,Portugal,True,74.0,False,False,False
129505,3938644,1,41,10,00:41:10.030,Carry,João Maria Lobo Alves Palhinha Gonçalves,Portugal,Portugal,46.0,18.7,,0.152721,Regular Play,,,,,,,,,,,,False,49.7,18.4,3.71214223865412,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Ball Recovery,João Maria Lobo Alves Palhinha Gonçalves,Portugal,41.0,10.0,Dispossessed,João Maria Lobo Alves Palhinha Gonçalves,Portugal,True,74.0,False,False,False
129506,3938644,1,41,10,00:41:10.183,Dispossessed,João Maria Lobo Alves Palhinha Gonçalves,Portugal,Portugal,49.7,18.4,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Carry,João Maria Lobo Alves Palhinha Gonçalves,Portugal,41.0,10.0,Duel,Giorgi Kochorashvili,Georgia,False,70.3,False,False,False
129507,3938644,1,41,10,00:41:10.183,Duel,Giorgi Kochorashvili,Georgia,Portugal,70.4,61.7,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,1,0,1,1,2,4,0,0,Dispossessed,João Maria Lobo Alves Palhinha Gonçalves,Portugal,41.0,10.0,Pass,João Félix Sequeira,Portugal,False,49.599999999999994,False,False,False
129508,3938644,1,41,11,00:41:11.187,Pass,João Félix Sequeira,Portugal,Portugal,51.5,12.8,,0.453785,Regular Play,Pedro Lomba Neto,7.752419,Ground Pass,,3.0252376,43.8,13.7,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,2,0,0,5,1,0,0,Duel,Giorgi Kochorashvili,Georgia,41.0,10.0,Ball Receipt*,Pedro Lomba Neto,Portugal,True,68.5,False,False,False
129509,3938644,1,41,11,00:41:11.641,Ball Receipt*,Pedro Lomba Neto,Portugal,Portugal,43.8,13.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,0,-1,2,0,0,5,1,0,0,Pass,João Félix Sequeira,Portugal,41.0,11.0,Pass,Pedro Lomba Neto,Portugal,True,76.2,False,False,False
129510,3938644,1,41,11,00:41:11.641,Pass,Pedro Lomba Neto,Portugal,Portugal,43.8,13.7,,0.747999,Regular Play,João Neves,7.543209,Ground Pass,,1.3161716,45.7,21.0,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,0,-1,2,0,0,5,1,0,0,Ball Receipt*,Pedro Lomba Neto,Portugal,41.0,11.0,Pressure,Giorgi Kochorashvili,Georgia,False,76.2,False,False,False
129511,3938644,1,41,11,00:41:11.676,Pressure,Giorgi Kochorashvili,Georgia,Portugal,72.7,65.6,,0.181062,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,1,0,1,1,2,4,0,0,Pass,Pedro Lomba Neto,Portugal,41.0,11.0,Ball Receipt*,João Neves,Portugal,False,47.3,False,False,False
