event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Switzerland_score,Germany_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
150445,3930176,1,35,48,00:35:48.338,Ball Receipt*,İlkay Gündoğan,Germany,Switzerland,100.4,31.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,0,-1,2,0,0,7,1,1,0,Pass,Jonathan Tah,Germany,35.0,44.0,Pass,Manuel Obafemi Akanji,Switzerland,False,19.599999999999994,False,True,False
150446,3930176,1,35,48,00:35:48.338,Pass,Manuel Obafemi Akanji,Switzerland,Switzerland,15.1,43.1,,1.876916,Regular Play,Granit Xhaka,3.9623225,High Pass,,0.82109725,17.8,46.0,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,1,1,1,0,4,2,0,0,Ball Receipt*,İlkay Gündoğan,Germany,35.0,48.0,Ball Receipt*,Granit Xhaka,Switzerland,True,104.9,False,False,False
150447,3930176,1,35,50,00:35:50.215,Ball Receipt*,Granit Xhaka,Switzerland,Switzerland,17.8,46.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,1,1,1,0,4,2,0,0,Pass,Manuel Obafemi Akanji,Switzerland,35.0,48.0,Pass,Granit Xhaka,Switzerland,True,102.2,False,False,False
150448,3930176,1,35,50,00:35:50.215,Pass,Granit Xhaka,Switzerland,Switzerland,17.8,45.6,,1.940117,Regular Play,Yann Sommer,16.03278,High Pass,,-2.8178697,2.6,40.5,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,1,1,1,0,4,2,0,0,Ball Receipt*,Granit Xhaka,Switzerland,35.0,50.0,Ball Receipt*,Yann Sommer,Switzerland,True,102.2,False,False,False
150449,3930176,1,35,52,00:35:52.155,Ball Receipt*,Yann Sommer,Switzerland,Switzerland,2.6,40.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,1,1,1,0,4,2,0,0,Pass,Granit Xhaka,Switzerland,35.0,50.0,Pass,Yann Sommer,Switzerland,True,117.4,False,False,False
150450,3930176,1,35,58,00:35:58.732,Pass,Yann Sommer,Switzerland,Switzerland,9.8,40.2,,1.042729,Regular Play,Manuel Obafemi Akanji,10.589146,Ground Pass,,-0.8857313,16.5,32.0,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,1,1,1,0,4,2,0,0,Ball Receipt*,Yann Sommer,Switzerland,35.0,52.0,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,True,110.2,False,False,False
150451,3930176,1,35,59,00:35:59.775,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,Switzerland,16.5,32.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,1,1,1,0,4,2,0,0,Pass,Yann Sommer,Switzerland,35.0,58.0,Pass,Manuel Obafemi Akanji,Switzerland,True,103.5,False,False,False
150452,3930176,1,36,7,00:36:07.557,Pass,Manuel Obafemi Akanji,Switzerland,Switzerland,18.4,33.6,,1.911357,Regular Play,Fabian Lukas Schär,20.00025,Ground Pass,,1.6709625,16.4,53.5,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,1,1,1,0,4,2,0,0,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,35.0,59.0,Ball Receipt*,Fabian Lukas Schär,Switzerland,True,101.6,False,False,False
150453,3930176,1,36,9,00:36:09.469,Ball Receipt*,Fabian Lukas Schär,Switzerland,Switzerland,16.4,53.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,1,1,1,0,4,2,0,0,Pass,Manuel Obafemi Akanji,Switzerland,36.0,7.0,Carry,Fabian Lukas Schär,Switzerland,True,103.6,False,False,False
150454,3930176,1,36,9,00:36:09.469,Carry,Fabian Lukas Schär,Switzerland,Switzerland,16.4,53.5,,2.144735,Regular Play,,,,,,,,,,,,False,16.4,54.2,0.7000000000000028,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,1,1,1,0,4,2,0,0,Ball Receipt*,Fabian Lukas Schär,Switzerland,36.0,9.0,Pass,Fabian Lukas Schär,Switzerland,True,103.6,False,False,False
150455,3930176,1,36,11,00:36:11.613,Pass,Fabian Lukas Schär,Switzerland,Switzerland,16.4,54.2,,1.407389,Regular Play,Silvan Widmer,22.466196,Ground Pass,,0.99143547,28.7,73.0,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,1,1,1,0,4,2,0,0,Carry,Fabian Lukas Schär,Switzerland,36.0,9.0,Ball Receipt*,Silvan Widmer,Switzerland,True,103.6,False,False,False
150456,3930176,1,36,13,00:36:13.021,Ball Receipt*,Silvan Widmer,Switzerland,Switzerland,28.7,73.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,1,1,1,0,4,2,0,0,Pass,Fabian Lukas Schär,Switzerland,36.0,11.0,Carry,Silvan Widmer,Switzerland,True,91.3,False,False,False
150457,3930176,1,36,13,00:36:13.021,Carry,Silvan Widmer,Switzerland,Switzerland,28.7,73.0,,0.610771,Regular Play,,,,,,,,,,,,False,28.7,73.0,0.0,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,1,1,1,0,4,2,0,0,Ball Receipt*,Silvan Widmer,Switzerland,36.0,13.0,Pass,Silvan Widmer,Switzerland,True,91.3,False,False,False
150458,3930176,1,36,13,00:36:13.632,Pass,Silvan Widmer,Switzerland,Switzerland,28.7,73.0,,1.184502,Regular Play,Fabian Rieder,14.508618,Ground Pass,,-0.0344691,43.2,72.5,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,1,1,1,0,4,2,0,0,Carry,Silvan Widmer,Switzerland,36.0,13.0,Pressure,Jonathan Tah,Germany,False,91.3,False,False,False
150459,3930176,1,36,14,00:36:14.736,Pressure,Jonathan Tah,Germany,Switzerland,75.6,7.7,,0.87608,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,-1,2,0,0,7,1,0,0,Pass,Silvan Widmer,Switzerland,36.0,13.0,Ball Receipt*,Fabian Rieder,Switzerland,False,44.400000000000006,False,False,False
150460,3930176,1,36,14,00:36:14.816,Ball Receipt*,Fabian Rieder,Switzerland,Switzerland,43.2,72.5,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,1,0,1,1,1,0,4,2,0,0,Pressure,Jonathan Tah,Germany,36.0,14.0,Carry,Fabian Rieder,Switzerland,True,76.8,False,False,True
150461,3930176,1,36,14,00:36:14.816,Carry,Fabian Rieder,Switzerland,Switzerland,43.2,72.5,True,0.97504,Regular Play,,,,,,,,,,,,False,41.4,71.4,2.1095023109728994,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,1,0,1,1,1,0,4,2,0,0,Ball Receipt*,Fabian Rieder,Switzerland,36.0,14.0,Pressure,Maximilian Mittelstädt,Germany,False,76.8,False,False,False
150462,3930176,1,36,15,00:36:15.416,Pressure,Maximilian Mittelstädt,Germany,Switzerland,79.7,10.4,,0.706431,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,0,-1,2,0,0,7,1,0,0,Carry,Fabian Rieder,Switzerland,36.0,14.0,Pass,Fabian Rieder,Switzerland,False,40.3,False,False,False
150463,3930176,1,36,15,00:36:15.791,Pass,Fabian Rieder,Switzerland,Switzerland,41.4,71.4,True,0.862418,Regular Play,Silvan Widmer,7.6896033,Ground Pass,,2.782822,34.2,74.1,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,1,0,1,1,1,0,4,2,0,0,Pressure,Maximilian Mittelstädt,Germany,36.0,15.0,Ball Receipt*,Silvan Widmer,Switzerland,True,78.6,False,False,True
150464,3930176,1,36,16,00:36:16.654,Ball Receipt*,Silvan Widmer,Switzerland,Switzerland,34.2,74.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,1,1,1,0,4,2,0,0,Pass,Fabian Rieder,Switzerland,36.0,15.0,Carry,Silvan Widmer,Switzerland,True,85.8,False,False,False
150465,3930176,1,36,16,00:36:16.654,Carry,Silvan Widmer,Switzerland,Switzerland,34.2,74.1,,0.038747,Regular Play,,,,,,,,,,,,False,34.2,74.1,0.0,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,1,1,1,0,4,2,0,0,Ball Receipt*,Silvan Widmer,Switzerland,36.0,16.0,Pass,Silvan Widmer,Switzerland,True,85.8,False,False,False
150466,3930176,1,36,16,00:36:16.692,Pass,Silvan Widmer,Switzerland,Switzerland,34.2,74.1,,1.534519,Regular Play,Breel-Donald Embolo,20.024984,Ground Pass,,-0.049958397,54.2,73.1,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,1,1,1,0,4,2,0,0,Carry,Silvan Widmer,Switzerland,36.0,16.0,Pressure,Robert Andrich,Germany,False,85.8,False,False,False
150467,3930176,1,36,17,00:36:17.876,Pressure,Robert Andrich,Germany,Switzerland,62.5,8.1,,0.580031,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,2,0,0,7,1,0,0,Pass,Silvan Widmer,Switzerland,36.0,16.0,Ball Receipt*,Breel-Donald Embolo,Switzerland,False,57.5,False,False,False
150468,3930176,1,36,18,00:36:18.227,Ball Receipt*,Breel-Donald Embolo,Switzerland,Switzerland,54.2,73.1,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,1,1,1,0,4,2,1,0,Pressure,Robert Andrich,Germany,36.0,17.0,Carry,Breel-Donald Embolo,Switzerland,True,65.8,False,False,True
150469,3930176,1,36,18,00:36:18.227,Carry,Breel-Donald Embolo,Switzerland,Switzerland,54.2,73.1,True,1.105194,Regular Play,,,,,,,,,,,,False,55.7,73.8,1.655294535724686,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,1,1,1,0,4,2,1,0,Ball Receipt*,Breel-Donald Embolo,Switzerland,36.0,18.0,Pressure,Maximilian Mittelstädt,Germany,False,65.8,False,False,False
150470,3930176,1,36,18,00:36:18.625,Pressure,Maximilian Mittelstädt,Germany,Switzerland,66.5,7.1,,0.523544,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,0,-1,2,0,0,7,1,0,0,Carry,Breel-Donald Embolo,Switzerland,36.0,18.0,Dispossessed,Breel-Donald Embolo,Switzerland,False,53.5,False,False,False
150471,3930176,1,36,19,00:36:19.332,Dispossessed,Breel-Donald Embolo,Switzerland,Switzerland,55.7,73.8,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,1,1,1,0,4,2,1,0,Pressure,Maximilian Mittelstädt,Germany,36.0,18.0,Duel,Robert Andrich,Germany,False,64.3,False,False,True
150472,3930176,1,36,19,00:36:19.332,Duel,Robert Andrich,Germany,Switzerland,64.4,6.3,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,2,0,0,7,1,0,0,Dispossessed,Breel-Donald Embolo,Switzerland,36.0,19.0,Ball Recovery,Breel-Donald Embolo,Switzerland,False,55.599999999999994,False,False,False
150473,3930176,1,36,19,00:36:19.993,Ball Recovery,Breel-Donald Embolo,Switzerland,Switzerland,55.0,74.4,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,1,1,1,0,4,2,1,0,Duel,Robert Andrich,Germany,36.0,19.0,Carry,Breel-Donald Embolo,Switzerland,True,65.0,False,False,False
150474,3930176,1,36,19,00:36:19.993,Carry,Breel-Donald Embolo,Switzerland,Switzerland,55.0,74.4,,0.295303,Regular Play,,,,,,,,,,,,False,56.8,74.7,1.8248287590894625,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,1,1,1,0,4,2,1,0,Ball Recovery,Breel-Donald Embolo,Switzerland,36.0,19.0,Dispossessed,Breel-Donald Embolo,Switzerland,True,65.0,False,False,False
150475,3930176,1,36,20,00:36:20.288,Dispossessed,Breel-Donald Embolo,Switzerland,Switzerland,56.8,74.7,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,1,1,1,0,4,2,1,0,Carry,Breel-Donald Embolo,Switzerland,36.0,19.0,Duel,Robert Andrich,Germany,False,63.2,False,False,False
150476,3930176,1,36,20,00:36:20.288,Duel,Robert Andrich,Germany,Switzerland,63.3,5.4,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,2,0,0,7,1,0,0,Dispossessed,Breel-Donald Embolo,Switzerland,36.0,20.0,Ball Recovery,Silvan Widmer,Switzerland,False,56.7,False,False,False
150477,3930176,1,36,21,00:36:21.184,Ball Recovery,Silvan Widmer,Switzerland,Switzerland,48.4,73.5,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,1,1,1,0,4,2,0,0,Duel,Robert Andrich,Germany,36.0,20.0,Carry,Silvan Widmer,Switzerland,True,71.6,False,False,False
150478,3930176,1,36,21,00:36:21.184,Carry,Silvan Widmer,Switzerland,Switzerland,48.4,73.5,,0.327424,Regular Play,,,,,,,,,,,,False,47.6,72.8,1.0630145812734646,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,1,1,1,0,4,2,0,0,Ball Recovery,Silvan Widmer,Switzerland,36.0,21.0,Pass,Silvan Widmer,Switzerland,True,71.6,False,False,False
150479,3930176,1,36,21,00:36:21.512,Pass,Silvan Widmer,Switzerland,Switzerland,47.6,72.8,,1.013281,Regular Play,Fabian Rieder,19.102356,Ground Pass,,-1.1329042,55.7,55.5,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,1,1,1,0,4,2,0,0,Carry,Silvan Widmer,Switzerland,36.0,21.0,Ball Receipt*,Fabian Rieder,Switzerland,True,72.4,False,False,False
150480,3930176,1,36,22,00:36:22.525,Ball Receipt*,Fabian Rieder,Switzerland,Switzerland,55.7,55.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,1,0,1,1,1,0,4,2,0,0,Pass,Silvan Widmer,Switzerland,36.0,21.0,Carry,Fabian Rieder,Switzerland,True,64.3,False,False,False
150481,3930176,1,36,22,00:36:22.525,Carry,Fabian Rieder,Switzerland,Switzerland,55.7,55.5,,0.707869,Regular Play,,,,,,,,,,,,False,55.9,55.3,0.282842712474618,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,1,0,1,1,1,0,4,2,0,0,Ball Receipt*,Fabian Rieder,Switzerland,36.0,22.0,Pass,Fabian Rieder,Switzerland,True,64.3,False,False,False
150482,3930176,1,36,23,00:36:23.233,Pass,Fabian Rieder,Switzerland,Switzerland,55.9,55.3,,0.678118,Regular Play,Dan Ndoye,12.033287,Ground Pass,Incomplete,0.26916748,67.5,58.5,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,1,0,1,1,1,0,4,2,0,0,Carry,Fabian Rieder,Switzerland,36.0,22.0,Ball Receipt*,Dan Ndoye,Switzerland,True,64.1,False,False,False
150483,3930176,1,36,23,00:36:23.911,Ball Receipt*,Dan Ndoye,Switzerland,Switzerland,72.8,55.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,1,1,1,0,4,2,0,1,Pass,Fabian Rieder,Switzerland,36.0,23.0,Interception,Jonathan Tah,Germany,False,47.2,False,False,False
150484,3930176,1,36,23,00:36:23.911,Interception,Jonathan Tah,Germany,Switzerland,52.6,21.6,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,-1,2,0,0,7,1,0,0,Ball Receipt*,Dan Ndoye,Switzerland,36.0,23.0,Pressure,Fabian Rieder,Switzerland,False,67.4,False,False,False
150485,3930176,1,36,25,00:36:25.322,Pressure,Fabian Rieder,Switzerland,Switzerland,58.9,53.8,,0.44932,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,1,0,1,1,1,0,4,2,0,0,Interception,Jonathan Tah,Germany,36.0,23.0,Pass,Jamal Musiala,Germany,False,61.1,False,False,False
150486,3930176,1,36,25,00:36:25.427,Pass,Jamal Musiala,Germany,Germany,58.7,26.8,True,0.841018,Regular Play,Toni Kroos,4.382921,Ground Pass,,-2.6677413,54.8,24.8,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,0,-1,2,0,0,7,1,2,0,Pressure,Fabian Rieder,Switzerland,36.0,25.0,Ball Receipt*,Toni Kroos,Germany,True,61.3,False,False,True
150487,3930176,1,36,26,00:36:26.268,Ball Receipt*,Toni Kroos,Germany,Germany,54.8,24.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,2,0,0,7,1,0,0,Pass,Jamal Musiala,Germany,36.0,25.0,Carry,Toni Kroos,Germany,True,65.2,False,False,False
150488,3930176,1,36,26,00:36:26.268,Carry,Toni Kroos,Germany,Germany,54.8,24.8,True,0.586517,Regular Play,,,,,,,,,,,,False,54.7,27.3,2.5019992006393603,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,2,0,0,7,1,0,0,Ball Receipt*,Toni Kroos,Germany,36.0,26.0,Pressure,Fabian Rieder,Switzerland,False,65.2,False,False,False
150489,3930176,1,36,26,00:36:26.535,Pressure,Fabian Rieder,Switzerland,Germany,62.9,54.1,,0.331963,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,1,0,1,1,1,0,4,2,0,0,Carry,Toni Kroos,Germany,36.0,26.0,Pass,Toni Kroos,Germany,False,57.1,False,False,False
150490,3930176,1,36,26,00:36:26.855,Pass,Toni Kroos,Germany,Germany,54.7,27.3,True,1.428034,Regular Play,Antonio Rüdiger,13.483323,Ground Pass,,2.1341126,47.5,38.7,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,2,0,0,7,1,0,0,Pressure,Fabian Rieder,Switzerland,36.0,26.0,Ball Receipt*,Antonio Rüdiger,Germany,True,65.3,False,False,True
150491,3930176,1,36,28,00:36:28.283,Ball Receipt*,Antonio Rüdiger,Germany,Germany,47.5,38.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,2,0,0,7,1,0,0,Pass,Toni Kroos,Germany,36.0,26.0,Carry,Antonio Rüdiger,Germany,True,72.5,False,False,False
150492,3930176,1,36,28,00:36:28.283,Carry,Antonio Rüdiger,Germany,Germany,47.5,38.7,,0.04419,Regular Play,,,,,,,,,,,,False,47.6,40.4,1.702938636592636,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,2,0,0,7,1,0,0,Ball Receipt*,Antonio Rüdiger,Germany,36.0,28.0,Pass,Antonio Rüdiger,Germany,True,72.5,False,False,False
150493,3930176,1,36,28,00:36:28.327,Pass,Antonio Rüdiger,Germany,Germany,47.6,40.4,,0.95427,Regular Play,Joshua Kimmich,8.100617,Ground Pass,,1.5831413,47.5,48.5,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,2,0,0,7,1,0,0,Carry,Antonio Rüdiger,Germany,36.0,28.0,Ball Receipt*,Joshua Kimmich,Germany,True,72.4,False,False,False
150494,3930176,1,36,29,00:36:29.281,Ball Receipt*,Joshua Kimmich,Germany,Germany,47.5,48.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,0,-1,2,0,0,7,1,0,0,Pass,Antonio Rüdiger,Germany,36.0,28.0,Carry,Joshua Kimmich,Germany,True,72.5,False,False,False
150495,3930176,1,36,29,00:36:29.281,Carry,Joshua Kimmich,Germany,Germany,47.5,48.5,,6.503852,Regular Play,,,,,,,,,,,,False,95.8,57.4,49.11313469938566,,False,,"{'id': 2, 'name': 'Right Back'}",,1,0,-1,2,0,0,7,1,0,0,Ball Receipt*,Joshua Kimmich,Germany,36.0,29.0,Pass,Joshua Kimmich,Germany,True,72.5,False,False,False
150496,3930176,1,36,35,00:36:35.785,Pass,Joshua Kimmich,Germany,Germany,95.8,57.4,,1.909647,Regular Play,Maximilian Mittelstädt,31.551386,High Pass,,-1.5137155,97.6,25.9,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,0,-1,2,0,0,7,1,0,0,Carry,Joshua Kimmich,Germany,36.0,29.0,Ball Receipt*,Maximilian Mittelstädt,Germany,True,24.200000000000003,False,True,False
150497,3930176,1,36,37,00:36:37.695,Ball Receipt*,Maximilian Mittelstädt,Germany,Germany,97.6,25.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,0,-1,2,0,0,7,1,0,0,Pass,Joshua Kimmich,Germany,36.0,35.0,Carry,Maximilian Mittelstädt,Germany,True,22.400000000000006,False,True,False
150498,3930176,1,36,37,00:36:37.695,Carry,Maximilian Mittelstädt,Germany,Germany,97.6,25.9,True,2.963585,Regular Play,,,,,,,,,,,,False,95.0,26.8,2.751363298439516,,False,,"{'id': 6, 'name': 'Left Back'}",,1,0,-1,2,0,0,7,1,0,0,Ball Receipt*,Maximilian Mittelstädt,Germany,36.0,37.0,Pressure,Silvan Widmer,Switzerland,False,22.400000000000006,False,True,False
150499,3930176,1,36,40,00:36:40.102,Pressure,Silvan Widmer,Switzerland,Germany,21.1,53.8,,0.70922,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,1,1,1,0,4,2,0,0,Carry,Maximilian Mittelstädt,Germany,36.0,37.0,Pass,Maximilian Mittelstädt,Germany,False,98.9,False,False,False
150500,3930176,1,36,40,00:36:40.659,Pass,Maximilian Mittelstädt,Germany,Germany,95.0,26.8,True,1.017057,Regular Play,Toni Kroos,13.509256,Ground Pass,,2.1772773,87.3,37.9,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,0,-1,2,0,0,7,1,0,0,Pressure,Silvan Widmer,Switzerland,36.0,40.0,Ball Receipt*,Toni Kroos,Germany,True,25.0,False,True,True
150501,3930176,1,36,41,00:36:41.676,Ball Receipt*,Toni Kroos,Germany,Germany,87.3,37.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,2,0,0,7,1,0,0,Pass,Maximilian Mittelstädt,Germany,36.0,40.0,Carry,Toni Kroos,Germany,True,32.7,False,False,False
150502,3930176,1,36,41,00:36:41.676,Carry,Toni Kroos,Germany,Germany,87.3,37.9,,0.679645,Regular Play,,,,,,,,,,,,False,87.3,37.9,0.0,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,2,0,0,7,1,0,0,Ball Receipt*,Toni Kroos,Germany,36.0,41.0,Pass,Toni Kroos,Germany,True,32.7,False,False,False
150503,3930176,1,36,42,00:36:42.355,Pass,Toni Kroos,Germany,Germany,87.3,37.9,,0.953893,Regular Play,Joshua Kimmich,12.203688,Ground Pass,,0.9896118,94.0,48.1,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,2,0,0,7,1,0,0,Carry,Toni Kroos,Germany,36.0,41.0,Ball Receipt*,Joshua Kimmich,Germany,True,32.7,False,False,False
150504,3930176,1,36,43,00:36:43.309,Ball Receipt*,Joshua Kimmich,Germany,Germany,94.0,48.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,0,-1,2,0,0,7,1,0,0,Pass,Toni Kroos,Germany,36.0,42.0,Carry,Joshua Kimmich,Germany,True,26.0,False,False,False
150505,3930176,1,36,43,00:36:43.309,Carry,Joshua Kimmich,Germany,Germany,94.0,48.1,,0.028776,Regular Play,,,,,,,,,,,,False,94.0,48.1,0.0,,False,,"{'id': 2, 'name': 'Right Back'}",,1,0,-1,2,0,0,7,1,0,0,Ball Receipt*,Joshua Kimmich,Germany,36.0,43.0,Pass,Joshua Kimmich,Germany,True,26.0,False,False,False
150506,3930176,1,36,43,00:36:43.338,Pass,Joshua Kimmich,Germany,Germany,94.0,48.1,,2.572608,Regular Play,Jamal Musiala,28.960836,High Pass,Incomplete,-0.63590455,117.3,30.9,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,0,-1,2,0,0,7,1,0,0,Carry,Joshua Kimmich,Germany,36.0,43.0,Ball Receipt*,Jamal Musiala,Germany,True,26.0,False,False,False
150507,3930176,1,36,45,00:36:45.910,Ball Receipt*,Jamal Musiala,Germany,Germany,104.0,36.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,0,-1,2,0,0,7,1,2,0,Pass,Joshua Kimmich,Germany,36.0,43.0,Ball Recovery,Yann Sommer,Switzerland,False,16.0,False,True,False
150508,3930176,1,36,45,00:36:45.910,Ball Recovery,Yann Sommer,Switzerland,Switzerland,2.8,49.2,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,1,1,1,0,4,2,0,0,Ball Receipt*,Jamal Musiala,Germany,36.0,45.0,Pass,Yann Sommer,Switzerland,True,117.2,False,False,False
150509,3930176,1,36,57,00:36:57.004,Pass,Yann Sommer,Switzerland,Switzerland,6.7,46.0,,0.839824,Regular Play,Manuel Obafemi Akanji,11.806778,Ground Pass,,-1.3833672,8.9,34.4,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,1,1,1,0,4,2,0,0,Ball Recovery,Yann Sommer,Switzerland,36.0,45.0,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,True,113.3,False,False,False
150510,3930176,1,36,57,00:36:57.844,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,Switzerland,8.9,34.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,1,1,1,0,4,2,0,0,Pass,Yann Sommer,Switzerland,36.0,57.0,Pressure,Kai Havertz,Germany,False,111.1,False,False,False
