event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Belgium_score,Romania_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
152936,3930175,1,7,47,00:07:47.909,Duel,Marius Mihai Marin,Romania,Romania,3.6,4.3,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,0,3,0,0,0,Dribble,Dodi Lukebakio,Belgium,7.0,47.0,Carry,Marius Mihai Marin,Romania,True,116.4,False,False,False
152937,3930175,1,7,47,00:07:47.909,Carry,Marius Mihai Marin,Romania,Romania,3.6,4.3,,1.713905,Regular Play,,,,,,,,,,,,False,7.9,6.8,4.973932046178356,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,0,3,0,0,0,Duel,Marius Mihai Marin,Romania,7.0,47.0,Pass,Marius Mihai Marin,Romania,True,116.4,False,False,False
152938,3930175,1,7,49,00:07:49.623,Pass,Marius Mihai Marin,Romania,Romania,7.9,6.8,,0.879851,Regular Play,Valentin Mihai Mihăilă,6.8264194,Ground Pass,,-0.088007376,14.7,6.2,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,0,3,0,0,0,Carry,Marius Mihai Marin,Romania,7.0,47.0,Ball Receipt*,Valentin Mihai Mihăilă,Romania,True,112.1,False,False,False
152939,3930175,1,7,50,00:07:50.503,Ball Receipt*,Valentin Mihai Mihăilă,Romania,Romania,14.7,6.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,1,0,-1,1,0,0,3,0,0,0,Pass,Marius Mihai Marin,Romania,7.0,49.0,Pass,Valentin Mihai Mihăilă,Romania,True,105.3,False,False,False
152940,3930175,1,7,50,00:07:50.503,Pass,Valentin Mihai Mihăilă,Romania,Romania,14.7,6.2,,1.016972,Regular Play,Marius Mihai Marin,6.8883963,Ground Pass,,2.263676,10.3,11.5,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,1,0,-1,1,0,0,3,0,0,0,Ball Receipt*,Valentin Mihai Mihăilă,Romania,7.0,50.0,Ball Receipt*,Marius Mihai Marin,Romania,True,105.3,False,False,False
152941,3930175,1,7,51,00:07:51.520,Ball Receipt*,Marius Mihai Marin,Romania,Romania,10.3,11.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,0,3,0,0,0,Pass,Valentin Mihai Mihăilă,Romania,7.0,50.0,Carry,Marius Mihai Marin,Romania,True,109.7,False,False,False
152942,3930175,1,7,51,00:07:51.520,Carry,Marius Mihai Marin,Romania,Romania,10.3,11.5,,0.274391,Regular Play,,,,,,,,,,,,False,13.2,12.3,3.0083217912982634,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,0,3,0,0,0,Ball Receipt*,Marius Mihai Marin,Romania,7.0,51.0,Pass,Marius Mihai Marin,Romania,True,109.7,False,False,False
152943,3930175,1,7,51,00:07:51.794,Pass,Marius Mihai Marin,Romania,Romania,13.2,12.3,,0.747054,Regular Play,Nicolae Claudiu Stanciu,5.700877,Ground Pass,,0.90975314,16.7,16.8,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,0,3,0,0,0,Carry,Marius Mihai Marin,Romania,7.0,51.0,Ball Receipt*,Nicolae Claudiu Stanciu,Romania,True,106.8,False,False,False
152944,3930175,1,7,52,00:07:52.541,Ball Receipt*,Nicolae Claudiu Stanciu,Romania,Romania,16.7,16.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,-1,1,0,0,3,0,1,0,Pass,Marius Mihai Marin,Romania,7.0,51.0,Carry,Nicolae Claudiu Stanciu,Romania,True,103.3,False,False,False
152945,3930175,1,7,52,00:07:52.541,Carry,Nicolae Claudiu Stanciu,Romania,Romania,16.7,16.8,True,1.67444,Regular Play,,,,,,,,,,,,False,20.0,12.3,5.580322571321482,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,-1,1,0,0,3,0,1,0,Ball Receipt*,Nicolae Claudiu Stanciu,Romania,7.0,52.0,Pressure,Kevin De Bruyne,Belgium,False,103.3,False,False,False
152946,3930175,1,7,53,00:07:53.451,Pressure,Kevin De Bruyne,Belgium,Romania,98.9,63.3,,0.564761,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,0,1,0,0,1,0,1,0,0,Carry,Nicolae Claudiu Stanciu,Romania,7.0,52.0,Dispossessed,Nicolae Claudiu Stanciu,Romania,False,21.099999999999994,False,True,False
152947,3930175,1,7,54,00:07:54.216,Dispossessed,Nicolae Claudiu Stanciu,Romania,Romania,20.0,12.3,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,-1,1,0,0,3,0,1,0,Pressure,Kevin De Bruyne,Belgium,7.0,53.0,Duel,Kevin De Bruyne,Belgium,False,100.0,False,False,True
152948,3930175,1,7,54,00:07:54.216,Duel,Kevin De Bruyne,Belgium,Romania,100.1,67.8,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,0,1,0,0,1,0,1,0,0,Dispossessed,Nicolae Claudiu Stanciu,Romania,7.0,54.0,Pass,Nicușor Silviu Bancu,Romania,False,19.900000000000006,False,True,False
152949,3930175,1,7,55,00:07:55.009,Pass,Nicușor Silviu Bancu,Romania,Romania,23.0,7.6,,0.932038,Regular Play,Marius Mihai Marin,10.467569,Ground Pass,,1.9016101,19.6,17.5,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,0,-1,1,0,0,3,0,0,0,Duel,Kevin De Bruyne,Belgium,7.0,54.0,Ball Receipt*,Marius Mihai Marin,Romania,True,97.0,False,False,False
152950,3930175,1,7,55,00:07:55.941,Ball Receipt*,Marius Mihai Marin,Romania,Romania,19.6,17.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,0,3,0,0,0,Pass,Nicușor Silviu Bancu,Romania,7.0,55.0,Carry,Marius Mihai Marin,Romania,True,100.4,False,False,False
152951,3930175,1,7,55,00:07:55.941,Carry,Marius Mihai Marin,Romania,Romania,19.6,17.5,,3.228436,Regular Play,,,,,,,,,,,,False,21.3,26.9,9.552486587271398,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,0,3,0,0,0,Ball Receipt*,Marius Mihai Marin,Romania,7.0,55.0,Pass,Marius Mihai Marin,Romania,True,100.4,False,False,False
152952,3930175,1,7,59,00:07:59.169,Pass,Marius Mihai Marin,Romania,Romania,21.3,26.9,,2.008932,Regular Play,Florin Constantin Niţă,22.022715,Ground Pass,,2.2597208,7.3,43.9,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,0,3,0,0,0,Carry,Marius Mihai Marin,Romania,7.0,55.0,Ball Receipt*,Florin Constantin Niţă,Romania,True,98.7,False,False,False
152953,3930175,1,8,1,00:08:01.178,Ball Receipt*,Florin Constantin Niţă,Romania,Romania,7.3,43.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,-1,1,0,0,3,0,0,0,Pass,Marius Mihai Marin,Romania,7.0,59.0,Carry,Florin Constantin Niţă,Romania,True,112.7,False,False,False
152954,3930175,1,8,1,00:08:01.178,Carry,Florin Constantin Niţă,Romania,Romania,7.3,43.9,,2.368796,Regular Play,,,,,,,,,,,,False,8.5,44.5,1.3416407864998745,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,-1,1,0,0,3,0,0,0,Ball Receipt*,Florin Constantin Niţă,Romania,8.0,1.0,Pass,Florin Constantin Niţă,Romania,True,112.7,False,False,False
152955,3930175,1,8,3,00:08:03.547,Pass,Florin Constantin Niţă,Romania,Romania,8.5,44.5,,3.003468,Regular Play,,55.540436,High Pass,Injury Clearance,-0.9233341,42.0,0.2,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,-1,1,0,0,3,0,0,0,Carry,Florin Constantin Niţă,Romania,8.0,1.0,Pass,Timothy Castagne,Belgium,False,111.5,False,False,False
152956,3930175,1,8,34,00:08:34.220,Pass,Timothy Castagne,Belgium,Belgium,72.4,80.0,,0.828635,From Throw In,Youri Tielemans,11.813974,Low Pass,,-1.836306,69.3,68.6,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,0,1,0,0,1,0,1,0,0,Pass,Florin Constantin Niţă,Romania,8.0,3.0,Ball Receipt*,Youri Tielemans,Belgium,True,47.599999999999994,False,False,False
152957,3930175,1,8,35,00:08:35.049,Ball Receipt*,Youri Tielemans,Belgium,Belgium,69.3,68.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,1,0,0,1,0,1,0,1,Pass,Timothy Castagne,Belgium,8.0,34.0,Carry,Youri Tielemans,Belgium,True,50.7,False,False,False
152958,3930175,1,8,35,00:08:35.049,Carry,Youri Tielemans,Belgium,Belgium,69.3,68.6,,1.908208,From Throw In,,,,,,,,,,,,False,71.0,66.3,2.8600699292150176,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,1,0,0,1,0,1,0,1,Ball Receipt*,Youri Tielemans,Belgium,8.0,35.0,Pass,Youri Tielemans,Belgium,True,50.7,False,False,False
152959,3930175,1,8,36,00:08:36.957,Pass,Youri Tielemans,Belgium,Belgium,71.0,66.3,,2.488991,From Throw In,,31.039492,Ground Pass,Injury Clearance,-0.35537702,100.1,55.5,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,1,0,0,1,0,1,0,1,Carry,Youri Tielemans,Belgium,8.0,35.0,Ball Recovery,Andrei Burcă Andonie,Romania,False,49.0,False,False,False
152960,3930175,1,8,39,00:08:39.457,Ball Recovery,Andrei Burcă Andonie,Romania,Romania,20.0,24.6,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,-1,1,0,0,3,0,0,0,Pass,Youri Tielemans,Belgium,8.0,36.0,Carry,Andrei Burcă Andonie,Romania,True,100.0,False,False,False
152961,3930175,1,8,39,00:08:39.457,Carry,Andrei Burcă Andonie,Romania,Romania,20.0,24.6,,0.554967,Regular Play,,,,,,,,,,,,False,20.0,24.6,0.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,-1,1,0,0,3,0,0,0,Ball Recovery,Andrei Burcă Andonie,Romania,8.0,39.0,Pass,Andrei Burcă Andonie,Romania,True,100.0,False,False,False
152962,3930175,1,8,40,00:08:40.012,Pass,Andrei Burcă Andonie,Romania,Romania,20.0,24.6,,1.803151,Regular Play,Florin Constantin Niţă,13.200378,Ground Pass,,2.221873,12.0,35.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,-1,1,0,0,3,0,0,0,Carry,Andrei Burcă Andonie,Romania,8.0,39.0,Ball Receipt*,Florin Constantin Niţă,Romania,True,100.0,False,False,False
152963,3930175,1,8,41,00:08:41.815,Ball Receipt*,Florin Constantin Niţă,Romania,Romania,12.0,35.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,-1,1,0,0,3,0,0,0,Pass,Andrei Burcă Andonie,Romania,8.0,40.0,Carry,Florin Constantin Niţă,Romania,True,108.0,False,False,False
152964,3930175,1,8,41,00:08:41.815,Carry,Florin Constantin Niţă,Romania,Romania,12.0,35.1,,5.086179,Regular Play,,,,,,,,,,,,False,15.3,41.3,7.023531875061147,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,-1,1,0,0,3,0,0,0,Ball Receipt*,Florin Constantin Niţă,Romania,8.0,41.0,Pass,Florin Constantin Niţă,Romania,True,108.0,False,False,False
152965,3930175,1,8,46,00:08:46.902,Pass,Florin Constantin Niţă,Romania,Romania,15.3,41.3,,2.640147,Regular Play,Dennis Man,57.200348,High Pass,,0.5686064,63.5,72.1,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,-1,1,0,0,3,0,0,0,Carry,Florin Constantin Niţă,Romania,8.0,41.0,Ball Receipt*,Dennis Man,Romania,True,104.7,False,False,False
152966,3930175,1,8,49,00:08:49.542,Ball Receipt*,Dennis Man,Romania,Romania,63.5,72.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,1,0,-1,1,0,0,3,0,0,0,Pass,Florin Constantin Niţă,Romania,8.0,46.0,Pass,Dennis Man,Romania,True,56.5,False,False,False
152967,3930175,1,8,49,00:08:49.582,Pass,Dennis Man,Romania,Romania,63.5,72.1,,3.038286,Regular Play,Denis Mihai Drăguş,22.343231,Low Pass,Out,0.36138985,84.4,80.0,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,1,0,-1,1,0,0,3,0,0,0,Ball Receipt*,Dennis Man,Romania,8.0,49.0,Ball Receipt*,Denis Mihai Drăguş,Romania,True,56.5,False,False,False
152968,3930175,1,8,52,00:08:52.620,Ball Receipt*,Denis Mihai Drăguş,Romania,Romania,70.5,62.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,-1,1,0,0,3,0,1,0,Pass,Dennis Man,Romania,8.0,49.0,Pass,Arthur Theate,Belgium,False,49.5,False,False,False
152969,3930175,1,9,2,00:09:02.816,Pass,Arthur Theate,Belgium,Belgium,48.6,0.1,,1.807552,From Throw In,Jeremy Doku,23.09567,High Pass,,0.13026255,71.5,3.1,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,0,1,0,0,1,0,1,0,0,Ball Receipt*,Denis Mihai Drăguş,Romania,8.0,52.0,Pressure,Andrei Florin Ratiu,Romania,False,71.4,False,False,False
152970,3930175,1,9,4,00:09:04.468,Pressure,Andrei Florin Ratiu,Romania,Belgium,45.2,75.7,,2.02407,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,0,-1,1,0,0,3,0,0,0,Pass,Arthur Theate,Belgium,9.0,2.0,Ball Receipt*,Jeremy Doku,Belgium,False,74.8,False,False,False
152971,3930175,1,9,4,00:09:04.624,Ball Receipt*,Jeremy Doku,Belgium,Belgium,71.5,3.1,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,1,0,0,1,0,1,0,0,Pressure,Andrei Florin Ratiu,Romania,9.0,4.0,Carry,Jeremy Doku,Belgium,True,48.5,False,False,True
152972,3930175,1,9,4,00:09:04.624,Carry,Jeremy Doku,Belgium,Belgium,71.5,3.1,True,1.883856,From Throw In,,,,,,,,,,,,False,78.2,1.7,6.844705983459044,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,1,0,0,1,0,1,0,0,Ball Receipt*,Jeremy Doku,Belgium,9.0,4.0,Pressure,Dennis Man,Romania,False,48.5,False,False,False
152973,3930175,1,9,6,00:09:06.071,Pressure,Dennis Man,Romania,Belgium,48.5,78.0,,0.433675,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,1,0,-1,1,0,0,3,0,0,0,Carry,Jeremy Doku,Belgium,9.0,4.0,Pass,Jeremy Doku,Belgium,False,71.5,False,False,False
152974,3930175,1,9,6,00:09:06.507,Pass,Jeremy Doku,Belgium,Belgium,78.2,1.7,,0.157291,From Throw In,Arthur Theate,2.5079873,Low Pass,Incomplete,-3.0617626,75.7,1.5,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,1,0,0,1,0,1,0,0,Pressure,Dennis Man,Romania,9.0,6.0,Ball Receipt*,Arthur Theate,Belgium,True,41.8,False,False,True
152975,3930175,1,9,6,00:09:06.665,Ball Receipt*,Arthur Theate,Belgium,Belgium,56.6,1.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,0,1,0,0,1,0,1,0,0,Pass,Jeremy Doku,Belgium,9.0,6.0,Block,Dennis Man,Romania,False,63.4,False,False,False
152976,3930175,1,9,6,00:09:06.665,Block,Dennis Man,Romania,Belgium,44.4,78.6,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,1,0,-1,1,0,0,3,0,0,0,Ball Receipt*,Arthur Theate,Belgium,9.0,6.0,Block,Jeremy Doku,Belgium,False,75.6,False,False,False
152977,3930175,1,9,6,00:09:06.792,Block,Jeremy Doku,Belgium,Belgium,78.1,1.5,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,1,0,0,1,0,1,0,0,Block,Dennis Man,Romania,9.0,6.0,Ball Recovery,Jeremy Doku,Belgium,True,41.900000000000006,False,False,False
152978,3930175,1,9,7,00:09:07.764,Ball Recovery,Jeremy Doku,Belgium,Belgium,75.3,1.9,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,1,0,0,1,0,1,0,0,Block,Jeremy Doku,Belgium,9.0,6.0,Carry,Jeremy Doku,Belgium,True,44.7,False,False,False
152979,3930175,1,9,7,00:09:07.764,Carry,Jeremy Doku,Belgium,Belgium,75.3,1.9,True,0.650717,From Throw In,,,,,,,,,,,,False,71.8,2.6,3.5693136595149495,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,1,0,0,1,0,1,0,0,Ball Recovery,Jeremy Doku,Belgium,9.0,7.0,Pressure,Răzvan Gabriel Marin,Romania,False,44.7,False,False,False
152980,3930175,1,9,7,00:09:07.950,Pressure,Răzvan Gabriel Marin,Romania,Belgium,52.8,75.7,,0.450327,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,1,0,-1,1,0,0,3,0,1,0,Carry,Jeremy Doku,Belgium,9.0,7.0,Pressure,Dennis Man,Romania,True,67.2,False,False,False
152981,3930175,1,9,8,00:09:08.280,Pressure,Dennis Man,Romania,Belgium,43.1,78.2,,0.330038,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,1,0,-1,1,0,0,3,0,0,0,Pressure,Răzvan Gabriel Marin,Romania,9.0,7.0,Pass,Jeremy Doku,Belgium,False,76.9,False,False,True
152982,3930175,1,9,8,00:09:08.415,Pass,Jeremy Doku,Belgium,Belgium,71.8,2.6,True,0.534877,From Throw In,Kevin De Bruyne,10.756393,Ground Pass,,1.8631436,68.7,12.9,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,1,0,0,1,0,1,0,0,Pressure,Dennis Man,Romania,9.0,8.0,Ball Receipt*,Kevin De Bruyne,Belgium,True,48.2,False,False,True
152983,3930175,1,9,8,00:09:08.950,Ball Receipt*,Kevin De Bruyne,Belgium,Belgium,68.7,12.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,0,1,0,0,1,0,1,0,0,Pass,Jeremy Doku,Belgium,9.0,8.0,Carry,Kevin De Bruyne,Belgium,True,51.3,False,False,False
152984,3930175,1,9,8,00:09:08.950,Carry,Kevin De Bruyne,Belgium,Belgium,68.7,12.9,,0.079999,From Throw In,,,,,,,,,,,,False,68.7,12.9,0.0,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,0,1,0,0,1,0,1,0,0,Ball Receipt*,Kevin De Bruyne,Belgium,9.0,8.0,Pass,Kevin De Bruyne,Belgium,True,51.3,False,False,False
152985,3930175,1,9,9,00:09:09.030,Pass,Kevin De Bruyne,Belgium,Belgium,68.7,12.9,,1.374655,From Throw In,Arthur Theate,10.431683,Ground Pass,,-2.0816193,63.6,3.8,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,0,1,0,0,1,0,1,0,0,Carry,Kevin De Bruyne,Belgium,9.0,8.0,Pressure,Dennis Man,Romania,False,51.3,False,False,False
152986,3930175,1,9,10,00:09:10.232,Pressure,Dennis Man,Romania,Belgium,51.4,75.1,,0.313755,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,1,0,-1,1,0,0,3,0,0,0,Pass,Kevin De Bruyne,Belgium,9.0,9.0,Ball Receipt*,Arthur Theate,Belgium,False,68.6,False,False,False
152987,3930175,1,9,10,00:09:10.405,Ball Receipt*,Arthur Theate,Belgium,Belgium,63.6,3.8,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,0,1,0,0,1,0,1,0,0,Pressure,Dennis Man,Romania,9.0,10.0,Carry,Arthur Theate,Belgium,True,56.4,False,False,True
152988,3930175,1,9,10,00:09:10.405,Carry,Arthur Theate,Belgium,Belgium,63.6,3.8,True,0.030979,From Throw In,,,,,,,,,,,,False,63.8,3.4,0.44721359549995593,,False,,"{'id': 6, 'name': 'Left Back'}",,1,0,1,0,0,1,0,1,0,0,Ball Receipt*,Arthur Theate,Belgium,9.0,10.0,Pass,Arthur Theate,Belgium,True,56.4,False,False,False
152989,3930175,1,9,10,00:09:10.436,Pass,Arthur Theate,Belgium,Belgium,63.8,3.4,True,4.547579,From Throw In,Timothy Castagne,74.73286,High Pass,,1.3550302,79.8,76.4,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,0,1,0,0,1,0,1,0,0,Carry,Arthur Theate,Belgium,9.0,10.0,Ball Receipt*,Timothy Castagne,Belgium,True,56.2,False,False,False
152990,3930175,1,9,14,00:09:14.983,Ball Receipt*,Timothy Castagne,Belgium,Belgium,79.8,76.4,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,0,1,0,0,1,0,1,0,0,Pass,Arthur Theate,Belgium,9.0,10.0,Carry,Timothy Castagne,Belgium,True,40.2,False,False,False
152991,3930175,1,9,14,00:09:14.983,Carry,Timothy Castagne,Belgium,Belgium,79.8,76.4,,2.583664,From Throw In,,,,,,,,,,,,False,78.8,73.3,3.257299494980474,,False,,"{'id': 2, 'name': 'Right Back'}",,1,0,1,0,0,1,0,1,0,0,Ball Receipt*,Timothy Castagne,Belgium,9.0,14.0,Pass,Timothy Castagne,Belgium,True,40.2,False,False,False
152992,3930175,1,9,17,00:09:17.567,Pass,Timothy Castagne,Belgium,Belgium,78.8,73.3,,0.753628,From Throw In,Youri Tielemans,10.245975,Ground Pass,,-2.7085032,69.5,69.0,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,0,1,0,0,1,0,1,0,0,Carry,Timothy Castagne,Belgium,9.0,14.0,Ball Receipt*,Youri Tielemans,Belgium,True,41.2,False,False,False
152993,3930175,1,9,18,00:09:18.320,Ball Receipt*,Youri Tielemans,Belgium,Belgium,69.5,69.0,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,1,0,0,1,0,1,0,1,Pass,Timothy Castagne,Belgium,9.0,17.0,Carry,Youri Tielemans,Belgium,True,50.5,False,False,False
152994,3930175,1,9,18,00:09:18.320,Carry,Youri Tielemans,Belgium,Belgium,69.5,69.0,True,2.022506,From Throw In,,,,,,,,,,,,False,69.7,74.2,5.203844732503078,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,1,0,0,1,0,1,0,1,Ball Receipt*,Youri Tielemans,Belgium,9.0,18.0,Pressure,Nicolae Claudiu Stanciu,Romania,False,50.5,False,False,False
152995,3930175,1,9,19,00:09:19.889,Pressure,Nicolae Claudiu Stanciu,Romania,Belgium,48.3,11.3,,0.580082,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,-1,1,0,0,3,0,1,0,Carry,Youri Tielemans,Belgium,9.0,18.0,Pass,Youri Tielemans,Belgium,False,71.7,False,False,False
152996,3930175,1,9,20,00:09:20.343,Pass,Youri Tielemans,Belgium,Belgium,69.7,74.2,True,1.708675,From Throw In,Wout Faes,17.404884,Ground Pass,,-2.7087836,53.9,66.9,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,1,0,0,1,0,1,0,1,Pressure,Nicolae Claudiu Stanciu,Romania,9.0,19.0,Ball Receipt*,Wout Faes,Belgium,True,50.3,False,False,True
152997,3930175,1,9,22,00:09:22.052,Ball Receipt*,Wout Faes,Belgium,Belgium,53.9,66.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,1,0,0,1,0,1,0,0,Pass,Youri Tielemans,Belgium,9.0,20.0,Carry,Wout Faes,Belgium,True,66.1,False,False,False
152998,3930175,1,9,22,00:09:22.052,Carry,Wout Faes,Belgium,Belgium,53.9,66.9,,0.54579,From Throw In,,,,,,,,,,,,False,53.9,66.9,0.0,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,1,0,0,1,0,1,0,0,Ball Receipt*,Wout Faes,Belgium,9.0,22.0,Pass,Wout Faes,Belgium,True,66.1,False,False,False
152999,3930175,1,9,22,00:09:22.597,Pass,Wout Faes,Belgium,Belgium,53.9,66.9,,0.932497,From Throw In,Kevin De Bruyne,8.045496,Ground Pass,,-0.56386936,60.7,62.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,1,0,0,1,0,1,0,0,Carry,Wout Faes,Belgium,9.0,22.0,Ball Receipt*,Kevin De Bruyne,Belgium,True,66.1,False,False,False
153000,3930175,1,9,23,00:09:23.530,Ball Receipt*,Kevin De Bruyne,Belgium,Belgium,60.7,62.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,0,1,0,0,1,0,1,0,0,Pass,Wout Faes,Belgium,9.0,22.0,Carry,Kevin De Bruyne,Belgium,True,59.3,False,False,False
153001,3930175,1,9,23,00:09:23.530,Carry,Kevin De Bruyne,Belgium,Belgium,60.7,62.6,,1.640108,From Throw In,,,,,,,,,,,,False,63.4,61.4,2.954657340538829,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,0,1,0,0,1,0,1,0,0,Ball Receipt*,Kevin De Bruyne,Belgium,9.0,23.0,Pass,Kevin De Bruyne,Belgium,True,59.3,False,False,False
