event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Poland_score,Austria_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
127488,3938641,2,88,24,00:43:24.226,Pass,Michael Gregoritsch,Austria,Austria,89.8,22.4,True,1.095436,Regular Play,Romano Schmid,11.738825,Ground Pass,,-1.1681417,94.4,11.6,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,1,3,2,0,0,1,0,1,0,0,Pressure,Jakub Moder,Poland,88.0,23.0,Ball Receipt*,Romano Schmid,Austria,True,30.200000000000003,False,False,True
127489,3938641,2,88,25,00:43:25.321,Ball Receipt*,Romano Schmid,Austria,Austria,94.4,11.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,1,3,2,0,0,1,0,1,0,0,Pass,Michael Gregoritsch,Austria,88.0,24.0,Carry,Romano Schmid,Austria,True,25.599999999999994,False,False,False
127490,3938641,2,88,25,00:43:25.321,Carry,Romano Schmid,Austria,Austria,94.4,11.6,,2.046991,Regular Play,,,,,,,,,,,,False,94.4,11.6,0.0,,False,,"{'id': 16, 'name': 'Left Midfield'}",,1,3,2,0,0,1,0,1,0,0,Ball Receipt*,Romano Schmid,Austria,88.0,25.0,Pass,Romano Schmid,Austria,True,25.599999999999994,False,False,False
127491,3938641,2,88,27,00:43:27.368,Pass,Romano Schmid,Austria,Austria,94.4,11.6,,1.534805,Regular Play,Michael Gregoritsch,11.410959,Ground Pass,,-0.8536151,101.9,3.0,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,1,3,2,0,0,1,0,1,0,0,Carry,Romano Schmid,Austria,88.0,25.0,Ball Receipt*,Michael Gregoritsch,Austria,True,25.599999999999994,False,False,False
127492,3938641,2,88,28,00:43:28.903,Ball Receipt*,Michael Gregoritsch,Austria,Austria,101.9,3.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,1,3,2,0,0,1,0,1,0,0,Pass,Romano Schmid,Austria,88.0,27.0,Carry,Michael Gregoritsch,Austria,True,18.099999999999994,False,True,False
127493,3938641,2,88,28,00:43:28.903,Carry,Michael Gregoritsch,Austria,Austria,101.9,3.0,,1.479668,Regular Play,,,,,,,,,,,,False,104.8,2.3,2.9832867780352514,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,1,3,2,0,0,1,0,1,0,0,Ball Receipt*,Michael Gregoritsch,Austria,88.0,28.0,Pass,Michael Gregoritsch,Austria,True,18.099999999999994,False,True,False
127494,3938641,2,88,30,00:43:30.383,Pass,Michael Gregoritsch,Austria,Austria,104.8,2.3,,1.633344,Regular Play,Alexander Prass,23.01065,High Pass,,-3.1111672,81.8,1.6,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,1,3,2,0,0,1,0,1,0,0,Carry,Michael Gregoritsch,Austria,88.0,28.0,Ball Receipt*,Alexander Prass,Austria,True,15.200000000000003,False,True,False
127495,3938641,2,88,32,00:43:32.016,Ball Receipt*,Alexander Prass,Austria,Austria,81.8,1.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,3,2,0,0,1,0,1,0,0,Pass,Michael Gregoritsch,Austria,88.0,30.0,Carry,Alexander Prass,Austria,True,38.2,False,False,False
127496,3938641,2,88,32,00:43:32.016,Carry,Alexander Prass,Austria,Austria,81.8,1.6,,1.569493,Regular Play,,,,,,,,,,,,False,81.8,1.6,0.0,,False,,"{'id': 6, 'name': 'Left Back'}",,1,3,2,0,0,1,0,1,0,0,Ball Receipt*,Alexander Prass,Austria,88.0,32.0,Pass,Alexander Prass,Austria,True,38.2,False,False,False
127497,3938641,2,88,33,00:43:33.586,Pass,Alexander Prass,Austria,Austria,81.8,1.6,,0.717719,Regular Play,Konrad Laimer,10.526158,Ground Pass,,1.3212094,84.4,11.8,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,3,2,0,0,1,0,1,0,0,Carry,Alexander Prass,Austria,88.0,32.0,Ball Receipt*,Konrad Laimer,Austria,True,38.2,False,False,False
127498,3938641,2,88,34,00:43:34.303,Ball Receipt*,Konrad Laimer,Austria,Austria,84.4,11.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,3,2,0,0,1,0,1,0,0,Pass,Alexander Prass,Austria,88.0,33.0,Pass,Konrad Laimer,Austria,True,35.599999999999994,False,False,False
127499,3938641,2,88,34,00:43:34.303,Pass,Konrad Laimer,Austria,Austria,84.4,11.8,,1.120342,Regular Play,Alexander Prass,10.02846,Ground Pass,,-2.9813619,74.5,10.2,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,3,2,0,0,1,0,1,0,0,Ball Receipt*,Konrad Laimer,Austria,88.0,34.0,Ball Receipt*,Alexander Prass,Austria,True,35.599999999999994,False,False,False
127500,3938641,2,88,35,00:43:35.424,Ball Receipt*,Alexander Prass,Austria,Austria,74.5,10.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,3,2,0,0,1,0,1,0,0,Pass,Konrad Laimer,Austria,88.0,34.0,Carry,Alexander Prass,Austria,True,45.5,False,False,False
127501,3938641,2,88,35,00:43:35.424,Carry,Alexander Prass,Austria,Austria,74.5,10.2,,0.390531,Regular Play,,,,,,,,,,,,False,74.5,10.2,0.0,,False,,"{'id': 6, 'name': 'Left Back'}",,1,3,2,0,0,1,0,1,0,0,Ball Receipt*,Alexander Prass,Austria,88.0,35.0,Pass,Alexander Prass,Austria,True,45.5,False,False,False
127502,3938641,2,88,35,00:43:35.814,Pass,Alexander Prass,Austria,Austria,74.5,10.2,,0.496291,Regular Play,Nicolas Seiwald,6.4031243,Ground Pass,,1.5395565,74.7,16.6,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,3,2,0,0,1,0,1,0,0,Carry,Alexander Prass,Austria,88.0,35.0,Ball Receipt*,Nicolas Seiwald,Austria,True,45.5,False,False,False
127503,3938641,2,88,36,00:43:36.311,Ball Receipt*,Nicolas Seiwald,Austria,Austria,74.7,16.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,3,2,0,0,1,0,1,0,0,Pass,Alexander Prass,Austria,88.0,35.0,Pass,Nicolas Seiwald,Austria,True,45.3,False,False,False
127504,3938641,2,88,36,00:43:36.311,Pass,Nicolas Seiwald,Austria,Austria,74.7,16.6,,0.752234,Regular Play,Alexander Prass,6.2625875,Ground Pass,,-1.9127462,72.6,10.7,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,3,2,0,0,1,0,1,0,0,Ball Receipt*,Nicolas Seiwald,Austria,88.0,36.0,Ball Receipt*,Alexander Prass,Austria,True,45.3,False,False,False
127505,3938641,2,88,37,00:43:37.063,Ball Receipt*,Alexander Prass,Austria,Austria,72.6,10.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,3,2,0,0,1,0,1,0,0,Pass,Nicolas Seiwald,Austria,88.0,36.0,Carry,Alexander Prass,Austria,True,47.400000000000006,False,False,False
127506,3938641,2,88,37,00:43:37.063,Carry,Alexander Prass,Austria,Austria,72.6,10.7,,0.204934,Regular Play,,,,,,,,,,,,False,72.4,10.6,0.22360679774996864,,False,,"{'id': 6, 'name': 'Left Back'}",,1,3,2,0,0,1,0,1,0,0,Ball Receipt*,Alexander Prass,Austria,88.0,37.0,Pass,Alexander Prass,Austria,True,47.400000000000006,False,False,False
127507,3938641,2,88,37,00:43:37.268,Pass,Alexander Prass,Austria,Austria,72.4,10.6,,1.135048,Regular Play,Philipp Lienhart,15.605127,Ground Pass,,-3.1159573,56.8,10.2,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,3,2,0,0,1,0,1,0,0,Carry,Alexander Prass,Austria,88.0,37.0,Ball Receipt*,Philipp Lienhart,Austria,True,47.599999999999994,False,False,False
127508,3938641,2,88,38,00:43:38.403,Ball Receipt*,Philipp Lienhart,Austria,Austria,56.8,10.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,3,2,0,0,1,0,1,0,0,Pass,Alexander Prass,Austria,88.0,37.0,Pass,Philipp Lienhart,Austria,True,63.2,False,False,False
127509,3938641,2,88,38,00:43:38.403,Pass,Philipp Lienhart,Austria,Austria,56.8,10.2,,0.966372,Regular Play,Konrad Laimer,22.104525,Low Pass,,-0.31745875,77.8,3.3,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,3,2,0,0,1,0,1,0,0,Ball Receipt*,Philipp Lienhart,Austria,88.0,38.0,Ball Receipt*,Konrad Laimer,Austria,True,63.2,False,False,False
127510,3938641,2,88,39,00:43:39.369,Ball Receipt*,Konrad Laimer,Austria,Austria,77.8,3.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,3,2,0,0,1,0,1,0,0,Pass,Philipp Lienhart,Austria,88.0,38.0,Carry,Konrad Laimer,Austria,True,42.2,False,False,False
127511,3938641,2,88,39,00:43:39.369,Carry,Konrad Laimer,Austria,Austria,77.8,3.3,,2.533244,Regular Play,,,,,,,,,,,,False,82.3,4.0,4.5541190146942805,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,3,2,0,0,1,0,1,0,0,Ball Receipt*,Konrad Laimer,Austria,88.0,39.0,Pass,Konrad Laimer,Austria,True,42.2,False,False,False
127512,3938641,2,88,41,00:43:41.902,Pass,Konrad Laimer,Austria,Austria,82.3,4.0,,0.999404,Regular Play,Nicolas Seiwald,10.089599,Ground Pass,,2.2579205,75.9,11.8,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,3,2,0,0,1,0,1,0,0,Carry,Konrad Laimer,Austria,88.0,39.0,Ball Receipt*,Nicolas Seiwald,Austria,True,37.7,False,False,False
127513,3938641,2,88,42,00:43:42.902,Ball Receipt*,Nicolas Seiwald,Austria,Austria,75.9,11.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,3,2,0,0,1,0,1,0,0,Pass,Konrad Laimer,Austria,88.0,41.0,Carry,Nicolas Seiwald,Austria,True,44.099999999999994,False,False,False
127514,3938641,2,88,42,00:43:42.902,Carry,Nicolas Seiwald,Austria,Austria,75.9,11.8,,1.6,Regular Play,,,,,,,,,,,,False,78.8,14.9,4.244997055358218,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,3,2,0,0,1,0,1,0,0,Ball Receipt*,Nicolas Seiwald,Austria,88.0,42.0,Pass,Nicolas Seiwald,Austria,True,44.099999999999994,False,False,False
127515,3938641,2,88,44,00:43:44.502,Pass,Nicolas Seiwald,Austria,Austria,78.8,14.9,,1.389927,Regular Play,Kevin Danso,26.951994,Ground Pass,,1.8373737,71.7,40.9,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,3,2,0,0,1,0,1,0,0,Carry,Nicolas Seiwald,Austria,88.0,42.0,Ball Receipt*,Kevin Danso,Austria,True,41.2,False,False,False
127516,3938641,2,88,45,00:43:45.892,Ball Receipt*,Kevin Danso,Austria,Austria,71.7,40.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,3,2,0,0,1,0,1,0,0,Pass,Nicolas Seiwald,Austria,88.0,44.0,Carry,Kevin Danso,Austria,True,48.3,False,False,False
127517,3938641,2,88,45,00:43:45.892,Carry,Kevin Danso,Austria,Austria,71.7,40.9,,1.627449,Regular Play,,,,,,,,,,,,False,78.1,48.2,9.708243919473798,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,3,2,0,0,1,0,1,0,0,Ball Receipt*,Kevin Danso,Austria,88.0,45.0,Pass,Kevin Danso,Austria,True,48.3,False,False,False
127518,3938641,2,88,47,00:43:47.519,Pass,Kevin Danso,Austria,Austria,78.1,48.2,,1.528557,Regular Play,Stefan Posch,24.981594,Ground Pass,,1.0605874,90.3,70.0,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,3,2,0,0,1,0,1,0,0,Carry,Kevin Danso,Austria,88.0,45.0,Ball Receipt*,Stefan Posch,Austria,True,41.900000000000006,False,False,False
127519,3938641,2,88,49,00:43:49.048,Ball Receipt*,Stefan Posch,Austria,Austria,90.3,70.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,3,2,0,0,1,0,1,0,0,Pass,Kevin Danso,Austria,88.0,47.0,Carry,Stefan Posch,Austria,True,29.700000000000003,False,False,False
127520,3938641,2,88,49,00:43:49.048,Carry,Stefan Posch,Austria,Austria,90.3,70.0,True,5.801764,Regular Play,,,,,,,,,,,,False,99.1,67.4,9.176055797563565,,False,,"{'id': 2, 'name': 'Right Back'}",,1,3,2,0,0,1,0,1,0,0,Ball Receipt*,Stefan Posch,Austria,88.0,49.0,Pressure,Kamil Grosicki,Poland,False,29.700000000000003,False,False,False
127521,3938641,2,88,50,00:43:50.595,Pressure,Kamil Grosicki,Poland,Austria,12.2,12.5,,0.421773,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,1,3,-2,0,0,1,1,2,0,0,Carry,Stefan Posch,Austria,88.0,49.0,Pass,Stefan Posch,Austria,False,107.8,False,False,False
127522,3938641,2,88,54,00:43:54.849,Pass,Stefan Posch,Austria,Austria,99.1,67.4,,0.978313,Regular Play,Patrick Wimmer,21.29601,Low Pass,,-1.827164,93.7,46.8,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,3,2,0,0,1,0,1,0,0,Pressure,Kamil Grosicki,Poland,88.0,50.0,Ball Receipt*,Patrick Wimmer,Austria,True,20.900000000000006,False,True,False
127523,3938641,2,88,55,00:43:55.828,Ball Receipt*,Patrick Wimmer,Austria,Austria,93.7,46.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,1,3,2,0,0,1,0,1,0,0,Pass,Stefan Posch,Austria,88.0,54.0,Carry,Patrick Wimmer,Austria,True,26.299999999999997,False,False,False
127524,3938641,2,88,55,00:43:55.828,Carry,Patrick Wimmer,Austria,Austria,93.7,46.8,True,1.360179,Regular Play,,,,,,,,,,,,False,95.5,49.0,2.8425340807103794,,False,,"{'id': 12, 'name': 'Right Midfield'}",,1,3,2,0,0,1,0,1,0,0,Ball Receipt*,Patrick Wimmer,Austria,88.0,55.0,Pressure,Paweł Dawidowicz,Poland,False,26.299999999999997,False,False,False
127525,3938641,2,88,56,00:43:56.311,Pressure,Paweł Dawidowicz,Poland,Austria,21.3,34.0,,0.909036,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,3,-2,0,0,1,1,2,0,0,Carry,Patrick Wimmer,Austria,88.0,55.0,Pass,Patrick Wimmer,Austria,False,98.7,False,False,False
127526,3938641,2,88,57,00:43:57.188,Pass,Patrick Wimmer,Austria,Austria,95.5,49.0,True,0.546495,Regular Play,Marcel Sabitzer,9.774457,Ground Pass,Incomplete,0.23753463,105.0,51.3,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,1,3,2,0,0,1,0,1,0,0,Pressure,Paweł Dawidowicz,Poland,88.0,56.0,Ball Receipt*,Marcel Sabitzer,Austria,True,24.5,False,True,True
127527,3938641,2,88,57,00:43:57.734,Ball Receipt*,Marcel Sabitzer,Austria,Austria,103.1,53.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,1,3,2,0,0,1,0,1,0,0,Pass,Patrick Wimmer,Austria,88.0,57.0,Interception,Jakub Piotr Kiwior,Poland,False,16.900000000000006,False,True,False
127528,3938641,2,88,57,00:43:57.734,Interception,Jakub Piotr Kiwior,Poland,Austria,15.1,28.8,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,3,-2,0,0,1,1,2,0,0,Ball Receipt*,Marcel Sabitzer,Austria,88.0,57.0,Ball Recovery,Kacper Urbanski,Poland,True,104.9,False,False,False
127529,3938641,2,88,59,00:43:59.134,Ball Recovery,Kacper Urbanski,Poland,Poland,23.8,20.5,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,3,-2,0,0,1,1,2,0,0,Interception,Jakub Piotr Kiwior,Poland,88.0,57.0,Carry,Kacper Urbanski,Poland,True,96.2,False,False,False
127530,3938641,2,88,59,00:43:59.134,Carry,Kacper Urbanski,Poland,Poland,23.8,20.5,True,2.909925,Regular Play,,,,,,,,,,,,False,28.3,10.1,11.331813623599711,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,3,-2,0,0,1,1,2,0,0,Ball Recovery,Kacper Urbanski,Poland,88.0,59.0,Pressure,Stefan Posch,Austria,False,96.2,False,False,False
127531,3938641,2,89,1,00:44:01.047,Pressure,Stefan Posch,Austria,Poland,91.8,67.7,,0.997543,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,3,2,0,0,1,0,1,0,0,Carry,Kacper Urbanski,Poland,88.0,59.0,Dispossessed,Kacper Urbanski,Poland,False,28.200000000000003,False,False,False
127532,3938641,2,89,2,00:44:02.044,Dispossessed,Kacper Urbanski,Poland,Poland,28.3,10.1,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,3,-2,0,0,1,1,2,0,0,Pressure,Stefan Posch,Austria,89.0,1.0,Duel,Stefan Posch,Austria,False,91.7,False,False,True
127533,3938641,2,89,2,00:44:02.044,Duel,Stefan Posch,Austria,Poland,91.8,70.0,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,3,2,0,0,1,0,1,0,0,Dispossessed,Kacper Urbanski,Poland,89.0,2.0,Pass,Jakub Piotr Kiwior,Poland,False,28.200000000000003,False,False,False
127534,3938641,2,89,16,00:44:16.060,Pass,Jakub Piotr Kiwior,Poland,Poland,30.0,0.1,,2.588903,From Throw In,Paweł Dawidowicz,21.557365,Low Pass,,2.0219965,20.6,19.5,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,3,-2,0,0,1,1,2,0,0,Duel,Stefan Posch,Austria,89.0,2.0,Ball Receipt*,Paweł Dawidowicz,Poland,True,90.0,False,False,False
127535,3938641,2,89,18,00:44:18.649,Ball Receipt*,Paweł Dawidowicz,Poland,Poland,20.6,19.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,3,-2,0,0,1,1,2,0,0,Pass,Jakub Piotr Kiwior,Poland,89.0,16.0,Pass,Paweł Dawidowicz,Poland,True,99.4,False,False,False
127536,3938641,2,89,19,00:44:19.215,Pass,Paweł Dawidowicz,Poland,Poland,21.5,21.9,,1.795089,From Throw In,Jan Bednarek,33.129593,Ground Pass,,1.6130672,20.1,55.0,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,3,-2,0,0,1,1,2,0,0,Ball Receipt*,Paweł Dawidowicz,Poland,89.0,18.0,Ball Receipt*,Jan Bednarek,Poland,True,98.5,False,False,False
127537,3938641,2,89,21,00:44:21.010,Ball Receipt*,Jan Bednarek,Poland,Poland,20.1,55.0,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,3,-2,0,0,1,1,2,0,0,Pass,Paweł Dawidowicz,Poland,89.0,19.0,Carry,Jan Bednarek,Poland,True,99.9,False,False,False
127538,3938641,2,89,21,00:44:21.010,Carry,Jan Bednarek,Poland,Poland,20.1,55.0,,3.594324,From Throw In,,,,,,,,,,,,False,42.1,69.4,26.293725487271676,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,3,-2,0,0,1,1,2,0,0,Ball Receipt*,Jan Bednarek,Poland,89.0,21.0,Pass,Jan Bednarek,Poland,True,99.9,False,False,False
127539,3938641,2,89,24,00:44:24.605,Pass,Jan Bednarek,Poland,Poland,42.1,69.4,,1.331821,From Throw In,Przemysław Frankowski,10.692988,Ground Pass,,1.1364291,46.6,79.1,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,3,-2,0,0,1,1,2,0,0,Carry,Jan Bednarek,Poland,89.0,21.0,Ball Receipt*,Przemysław Frankowski,Poland,True,77.9,False,False,False
127540,3938641,2,89,25,00:44:25.937,Ball Receipt*,Przemysław Frankowski,Poland,Poland,46.6,79.1,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,3,-2,0,0,1,1,2,0,0,Pass,Jan Bednarek,Poland,89.0,24.0,Carry,Przemysław Frankowski,Poland,True,73.4,False,False,False
127541,3938641,2,89,25,00:44:25.937,Carry,Przemysław Frankowski,Poland,Poland,46.6,79.1,,0.760153,From Throw In,,,,,,,,,,,,False,46.6,79.1,0.0,,False,,"{'id': 2, 'name': 'Right Back'}",,1,3,-2,0,0,1,1,2,0,0,Ball Receipt*,Przemysław Frankowski,Poland,89.0,25.0,Pass,Przemysław Frankowski,Poland,True,73.4,False,False,False
127542,3938641,2,89,26,00:44:26.697,Pass,Przemysław Frankowski,Poland,Poland,46.6,79.1,,2.037503,From Throw In,Jan Bednarek,16.037767,Ground Pass,,-2.1293957,38.1,65.5,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,3,-2,0,0,1,1,2,0,0,Carry,Przemysław Frankowski,Poland,89.0,25.0,Ball Receipt*,Jan Bednarek,Poland,True,73.4,False,False,False
127543,3938641,2,89,28,00:44:28.734,Ball Receipt*,Jan Bednarek,Poland,Poland,38.1,65.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,3,-2,0,0,1,1,2,0,0,Pass,Przemysław Frankowski,Poland,89.0,26.0,Carry,Jan Bednarek,Poland,True,81.9,False,False,False
127544,3938641,2,89,28,00:44:28.734,Carry,Jan Bednarek,Poland,Poland,38.1,65.5,,0.119999,From Throw In,,,,,,,,,,,,False,38.1,65.5,0.0,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,3,-2,0,0,1,1,2,0,0,Ball Receipt*,Jan Bednarek,Poland,89.0,28.0,Pass,Jan Bednarek,Poland,True,81.9,False,False,False
127545,3938641,2,89,28,00:44:28.854,Pass,Jan Bednarek,Poland,Poland,38.1,65.5,,1.755996,From Throw In,Paweł Dawidowicz,26.574612,Ground Pass,,-1.760074,33.1,39.4,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,3,-2,0,0,1,1,2,0,0,Carry,Jan Bednarek,Poland,89.0,28.0,Ball Receipt*,Paweł Dawidowicz,Poland,True,81.9,False,False,False
127546,3938641,2,89,30,00:44:30.610,Ball Receipt*,Paweł Dawidowicz,Poland,Poland,33.1,39.4,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,3,-2,0,0,1,1,2,0,0,Pass,Jan Bednarek,Poland,89.0,28.0,Carry,Paweł Dawidowicz,Poland,True,86.9,False,False,False
127547,3938641,2,89,30,00:44:30.610,Carry,Paweł Dawidowicz,Poland,Poland,33.1,39.4,,1.005767,From Throw In,,,,,,,,,,,,False,36.2,39.4,3.1000000000000014,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,3,-2,0,0,1,1,2,0,0,Ball Receipt*,Paweł Dawidowicz,Poland,89.0,30.0,Pass,Paweł Dawidowicz,Poland,True,86.9,False,False,False
127548,3938641,2,89,31,00:44:31.616,Pass,Paweł Dawidowicz,Poland,Poland,36.2,39.4,,1.346586,From Throw In,Jakub Piotr Kiwior,28.144272,Ground Pass,,-1.2490457,45.1,12.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,3,-2,0,0,1,1,2,0,0,Carry,Paweł Dawidowicz,Poland,89.0,30.0,Ball Receipt*,Jakub Piotr Kiwior,Poland,True,83.8,False,False,False
127549,3938641,2,89,32,00:44:32.963,Ball Receipt*,Jakub Piotr Kiwior,Poland,Poland,45.1,12.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,3,-2,0,0,1,1,2,0,0,Pass,Paweł Dawidowicz,Poland,89.0,31.0,Carry,Jakub Piotr Kiwior,Poland,True,74.9,False,False,False
127550,3938641,2,89,32,00:44:32.963,Carry,Jakub Piotr Kiwior,Poland,Poland,45.1,12.7,,1.245385,From Throw In,,,,,,,,,,,,False,50.6,9.9,6.171709649683789,,False,,"{'id': 6, 'name': 'Left Back'}",,1,3,-2,0,0,1,1,2,0,0,Ball Receipt*,Jakub Piotr Kiwior,Poland,89.0,32.0,Pass,Jakub Piotr Kiwior,Poland,True,74.9,False,False,False
127551,3938641,2,89,34,00:44:34.208,Pass,Jakub Piotr Kiwior,Poland,Poland,50.6,9.9,,1.242416,From Throw In,Kamil Grosicki,15.861904,Ground Pass,,-0.24192058,66.0,6.1,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,3,-2,0,0,1,1,2,0,0,Carry,Jakub Piotr Kiwior,Poland,89.0,32.0,Ball Receipt*,Kamil Grosicki,Poland,True,69.4,False,False,False
127552,3938641,2,89,35,00:44:35.450,Ball Receipt*,Kamil Grosicki,Poland,Poland,66.0,6.1,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,1,3,-2,0,0,1,1,2,0,0,Pass,Jakub Piotr Kiwior,Poland,89.0,34.0,Carry,Kamil Grosicki,Poland,True,54.0,False,False,False
127553,3938641,2,89,35,00:44:35.450,Carry,Kamil Grosicki,Poland,Poland,66.0,6.1,True,1.569155,From Throw In,,,,,,,,,,,,False,66.4,5.4,0.8062257748298571,,False,,"{'id': 16, 'name': 'Left Midfield'}",,1,3,-2,0,0,1,1,2,0,0,Ball Receipt*,Kamil Grosicki,Poland,89.0,35.0,Pressure,Patrick Wimmer,Austria,False,54.0,False,False,False
127554,3938641,2,89,36,00:44:36.756,Pressure,Patrick Wimmer,Austria,Poland,57.2,74.3,,0.440705,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,1,3,2,0,0,1,0,1,0,0,Carry,Kamil Grosicki,Poland,89.0,35.0,Pass,Kamil Grosicki,Poland,False,62.8,False,False,False
