event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Poland_score,Netherlands_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
111193,3938637,1,25,46,00:25:46.316,Pass,Denzel Dumfries,Netherlands,Netherlands,97.0,74.7,,1.438503,From Corner,Xavi Simons,6.8,Ground Pass,,-2.0607536,93.8,68.7,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,0,-1,0,0,0,0,0,0,0,Carry,Denzel Dumfries,Netherlands,25.0,45.0,Ball Receipt*,Xavi Simons,Netherlands,True,23.0,False,True,False
111194,3938637,1,25,47,00:25:47.755,Ball Receipt*,Xavi Simons,Netherlands,Netherlands,93.8,68.7,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,0,-1,0,0,0,0,0,0,0,Pass,Denzel Dumfries,Netherlands,25.0,46.0,Carry,Xavi Simons,Netherlands,True,26.200000000000003,False,False,False
111195,3938637,1,25,47,00:25:47.755,Carry,Xavi Simons,Netherlands,Netherlands,93.8,68.7,,1.945559,From Corner,,,,,,,,,,,,False,93.2,68.1,0.848528137423859,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,0,-1,0,0,0,0,0,0,0,Ball Receipt*,Xavi Simons,Netherlands,25.0,47.0,Pass,Xavi Simons,Netherlands,True,26.200000000000003,False,False,False
111196,3938637,1,25,49,00:25:49.700,Pass,Xavi Simons,Netherlands,Netherlands,93.2,68.1,,0.717268,From Corner,Jerdy Schouten,9.108238,Ground Pass,,-1.7251151,91.8,59.1,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,0,-1,0,0,0,0,0,0,0,Carry,Xavi Simons,Netherlands,25.0,47.0,Ball Receipt*,Jerdy Schouten,Netherlands,True,26.799999999999997,False,False,False
111197,3938637,1,25,50,00:25:50.417,Ball Receipt*,Jerdy Schouten,Netherlands,Netherlands,91.8,59.1,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Pass,Xavi Simons,Netherlands,25.0,49.0,Carry,Jerdy Schouten,Netherlands,True,28.200000000000003,False,False,False
111198,3938637,1,25,50,00:25:50.417,Carry,Jerdy Schouten,Netherlands,Netherlands,91.8,59.1,,0.039999,From Corner,,,,,,,,,,,,False,91.8,59.1,0.0,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Ball Receipt*,Jerdy Schouten,Netherlands,25.0,50.0,Pass,Jerdy Schouten,Netherlands,True,28.200000000000003,False,False,False
111199,3938637,1,25,50,00:25:50.457,Pass,Jerdy Schouten,Netherlands,Netherlands,91.8,59.1,,0.589303,From Corner,Xavi Simons,4.313931,Ground Pass,,2.3725865,88.7,62.1,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Carry,Jerdy Schouten,Netherlands,25.0,50.0,Ball Receipt*,Xavi Simons,Netherlands,True,28.200000000000003,False,False,False
111200,3938637,1,25,51,00:25:51.047,Ball Receipt*,Xavi Simons,Netherlands,Netherlands,88.7,62.1,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,0,-1,0,0,0,0,0,0,0,Pass,Jerdy Schouten,Netherlands,25.0,50.0,Carry,Xavi Simons,Netherlands,True,31.299999999999997,False,False,False
111201,3938637,1,25,51,00:25:51.047,Carry,Xavi Simons,Netherlands,Netherlands,88.7,62.1,,1.187612,From Corner,,,,,,,,,,,,False,88.6,62.1,0.10000000000000853,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,0,-1,0,0,0,0,0,0,0,Ball Receipt*,Xavi Simons,Netherlands,25.0,51.0,Pass,Xavi Simons,Netherlands,True,31.299999999999997,False,False,False
111202,3938637,1,25,52,00:25:52.234,Pass,Xavi Simons,Netherlands,Netherlands,88.6,62.1,,0.702388,From Corner,Joey Veerman,16.500303,Ground Pass,,-1.5647358,88.7,45.6,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,0,-1,0,0,0,0,0,0,0,Carry,Xavi Simons,Netherlands,25.0,51.0,Ball Receipt*,Joey Veerman,Netherlands,True,31.400000000000006,False,False,False
111203,3938637,1,25,52,00:25:52.937,Ball Receipt*,Joey Veerman,Netherlands,Netherlands,88.7,45.6,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Pass,Xavi Simons,Netherlands,25.0,52.0,Carry,Joey Veerman,Netherlands,True,31.299999999999997,False,False,False
111204,3938637,1,25,52,00:25:52.937,Carry,Joey Veerman,Netherlands,Netherlands,88.7,45.6,,2.729807,From Corner,,,,,,,,,,,,False,88.7,45.6,0.0,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Ball Receipt*,Joey Veerman,Netherlands,25.0,52.0,Pass,Joey Veerman,Netherlands,True,31.299999999999997,False,False,False
111205,3938637,1,25,55,00:25:55.666,Pass,Joey Veerman,Netherlands,Netherlands,88.7,45.6,,1.037998,From Corner,Tijjani Reijnders,21.602314,Ground Pass,,-1.4734308,90.8,24.1,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Carry,Joey Veerman,Netherlands,25.0,52.0,Ball Receipt*,Tijjani Reijnders,Netherlands,True,31.299999999999997,False,False,False
111206,3938637,1,25,56,00:25:56.704,Ball Receipt*,Tijjani Reijnders,Netherlands,Netherlands,90.8,24.1,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Pass,Joey Veerman,Netherlands,25.0,55.0,Carry,Tijjani Reijnders,Netherlands,True,29.200000000000003,False,False,False
111207,3938637,1,25,56,00:25:56.704,Carry,Tijjani Reijnders,Netherlands,Netherlands,90.8,24.1,,1.678631,From Corner,,,,,,,,,,,,False,94.4,24.8,3.667424164178458,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Ball Receipt*,Tijjani Reijnders,Netherlands,25.0,56.0,Dribble,Tijjani Reijnders,Netherlands,True,29.200000000000003,False,False,False
111208,3938637,1,25,58,00:25:58.383,Dribble,Tijjani Reijnders,Netherlands,Netherlands,94.4,24.8,True,0.0,From Corner,,,,,,,,,,,,False,,,,Incomplete,True,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Carry,Tijjani Reijnders,Netherlands,25.0,56.0,Duel,Sebastian Szymański,Poland,False,25.599999999999994,False,False,False
111209,3938637,1,25,58,00:25:58.383,Duel,Sebastian Szymański,Poland,Netherlands,25.7,55.3,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,1,0,1,0,0,0,0,0,0,0,Dribble,Tijjani Reijnders,Netherlands,25.0,58.0,Clearance,Taras Wiktorowicz Romanczuk,Poland,True,94.3,False,False,False
111210,3938637,1,25,59,00:25:59.281,Clearance,Taras Wiktorowicz Romanczuk,Poland,Netherlands,21.5,50.2,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,1,0,0,0,0,0,0,0,Duel,Sebastian Szymański,Poland,25.0,58.0,Ball Recovery,Bart Verbruggen,Netherlands,False,98.5,False,False,False
111211,3938637,1,26,6,00:26:06.905,Ball Recovery,Bart Verbruggen,Netherlands,Netherlands,23.8,11.3,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,-1,0,0,0,0,0,0,0,Clearance,Taras Wiktorowicz Romanczuk,Poland,25.0,59.0,Pass,Bart Verbruggen,Netherlands,True,96.2,False,False,False
111212,3938637,1,26,15,00:26:15.276,Pass,Bart Verbruggen,Netherlands,Netherlands,25.5,31.4,,1.508691,Regular Play,Virgil van Dijk,11.307077,Ground Pass,,0.035383455,36.8,31.8,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,-1,0,0,0,0,0,0,0,Ball Recovery,Bart Verbruggen,Netherlands,26.0,6.0,Ball Receipt*,Virgil van Dijk,Netherlands,True,94.5,False,False,False
111213,3938637,1,26,16,00:26:16.785,Ball Receipt*,Virgil van Dijk,Netherlands,Netherlands,36.8,31.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,-1,0,0,0,0,0,0,0,Pass,Bart Verbruggen,Netherlands,26.0,15.0,Pass,Virgil van Dijk,Netherlands,True,83.2,False,False,False
111214,3938637,1,26,18,00:26:18.552,Pass,Virgil van Dijk,Netherlands,Netherlands,36.8,32.1,,2.40411,Regular Play,Nathan Aké,25.205158,Ground Pass,,-0.83591694,53.7,13.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,-1,0,0,0,0,0,0,0,Ball Receipt*,Virgil van Dijk,Netherlands,26.0,16.0,Ball Receipt*,Nathan Aké,Netherlands,True,83.2,False,False,False
111215,3938637,1,26,20,00:26:20.956,Ball Receipt*,Nathan Aké,Netherlands,Netherlands,53.7,13.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,0,-1,0,0,0,0,0,0,0,Pass,Virgil van Dijk,Netherlands,26.0,18.0,Pass,Nathan Aké,Netherlands,True,66.3,False,False,False
111216,3938637,1,26,22,00:26:22.230,Pass,Nathan Aké,Netherlands,Netherlands,53.2,14.3,,1.220725,Regular Play,Xavi Simons,17.69209,Ground Pass,,1.4233038,55.8,31.8,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,0,-1,0,0,0,0,0,0,0,Ball Receipt*,Nathan Aké,Netherlands,26.0,20.0,Ball Receipt*,Xavi Simons,Netherlands,True,66.8,False,False,False
111217,3938637,1,26,23,00:26:23.451,Ball Receipt*,Xavi Simons,Netherlands,Netherlands,55.8,31.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,0,-1,0,0,0,0,0,0,0,Pass,Nathan Aké,Netherlands,26.0,22.0,Pass,Xavi Simons,Netherlands,True,64.2,False,False,False
111218,3938637,1,26,24,00:26:24.453,Pass,Xavi Simons,Netherlands,Netherlands,57.4,33.3,,1.399522,Regular Play,Stefan de Vrij,24.123432,Ground Pass,,1.9397559,48.7,55.8,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,0,-1,0,0,0,0,0,0,0,Ball Receipt*,Xavi Simons,Netherlands,26.0,23.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,62.6,False,False,False
111219,3938637,1,26,25,00:26:25.852,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,48.7,55.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,0,0,0,0,0,0,0,Pass,Xavi Simons,Netherlands,26.0,24.0,Carry,Stefan de Vrij,Netherlands,True,71.3,False,False,False
111220,3938637,1,26,25,00:26:25.852,Carry,Stefan de Vrij,Netherlands,Netherlands,48.7,55.8,,1.440452,Regular Play,,,,,,,,,,,,False,55.6,60.5,8.34865258589672,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,0,0,0,0,0,0,0,Ball Receipt*,Stefan de Vrij,Netherlands,26.0,25.0,Pass,Stefan de Vrij,Netherlands,True,71.3,False,False,False
111221,3938637,1,26,27,00:26:27.293,Pass,Stefan de Vrij,Netherlands,Netherlands,55.6,60.5,,1.046039,Regular Play,Jerdy Schouten,13.978912,Ground Pass,,1.0463264,62.6,72.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,0,0,0,0,0,0,0,Carry,Stefan de Vrij,Netherlands,26.0,25.0,Ball Receipt*,Jerdy Schouten,Netherlands,True,64.4,False,False,False
111222,3938637,1,26,28,00:26:28.339,Ball Receipt*,Jerdy Schouten,Netherlands,Netherlands,62.6,72.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Pass,Stefan de Vrij,Netherlands,26.0,27.0,Carry,Jerdy Schouten,Netherlands,True,57.4,False,False,False
111223,3938637,1,26,28,00:26:28.339,Carry,Jerdy Schouten,Netherlands,Netherlands,62.6,72.6,,1.372533,Regular Play,,,,,,,,,,,,False,65.2,73.9,2.906888370749733,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Ball Receipt*,Jerdy Schouten,Netherlands,26.0,28.0,Pass,Jerdy Schouten,Netherlands,True,57.4,False,False,False
111224,3938637,1,26,29,00:26:29.711,Pass,Jerdy Schouten,Netherlands,Netherlands,65.2,73.9,,1.661092,Regular Play,Joey Veerman,37.688858,Ground Pass,,-1.7145696,59.8,36.6,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Carry,Jerdy Schouten,Netherlands,26.0,28.0,Ball Receipt*,Joey Veerman,Netherlands,True,54.8,False,False,False
111225,3938637,1,26,31,00:26:31.372,Ball Receipt*,Joey Veerman,Netherlands,Netherlands,59.8,36.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Pass,Jerdy Schouten,Netherlands,26.0,29.0,Carry,Joey Veerman,Netherlands,True,60.2,False,False,False
111226,3938637,1,26,31,00:26:31.372,Carry,Joey Veerman,Netherlands,Netherlands,59.8,36.6,,1.000075,Regular Play,,,,,,,,,,,,False,61.2,36.3,1.4317821063276417,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Ball Receipt*,Joey Veerman,Netherlands,26.0,31.0,Pass,Joey Veerman,Netherlands,True,60.2,False,False,False
111227,3938637,1,26,32,00:26:32.372,Pass,Joey Veerman,Netherlands,Netherlands,61.2,36.3,,1.643841,Regular Play,Memphis Depay,22.400892,Ground Pass,,-1.0472206,72.4,16.9,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Carry,Joey Veerman,Netherlands,26.0,31.0,Ball Receipt*,Memphis Depay,Netherlands,True,58.8,False,False,False
111228,3938637,1,26,34,00:26:34.016,Ball Receipt*,Memphis Depay,Netherlands,Netherlands,72.4,16.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,-1,0,0,0,0,0,0,0,Pass,Joey Veerman,Netherlands,26.0,32.0,Carry,Memphis Depay,Netherlands,True,47.599999999999994,False,False,False
111229,3938637,1,26,34,00:26:34.016,Carry,Memphis Depay,Netherlands,Netherlands,72.4,16.9,,1.041659,Regular Play,,,,,,,,,,,,False,77.1,15.5,4.90407993409568,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,-1,0,0,0,0,0,0,0,Ball Receipt*,Memphis Depay,Netherlands,26.0,34.0,Pass,Memphis Depay,Netherlands,True,47.599999999999994,False,False,False
111230,3938637,1,26,35,00:26:35.058,Pass,Memphis Depay,Netherlands,Netherlands,77.1,15.5,,1.533035,Regular Play,Cody Mathès Gakpo,18.874321,Ground Pass,,-0.44943056,94.1,7.3,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,-1,0,0,0,0,0,0,0,Carry,Memphis Depay,Netherlands,26.0,34.0,Ball Receipt*,Cody Mathès Gakpo,Netherlands,True,42.900000000000006,False,False,False
111231,3938637,1,26,36,00:26:36.591,Ball Receipt*,Cody Mathès Gakpo,Netherlands,Netherlands,94.1,7.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,-1,0,0,0,0,0,0,0,Pass,Memphis Depay,Netherlands,26.0,35.0,Carry,Cody Mathès Gakpo,Netherlands,True,25.900000000000006,False,False,False
111232,3938637,1,26,36,00:26:36.591,Carry,Cody Mathès Gakpo,Netherlands,Netherlands,94.1,7.3,True,4.264228,Regular Play,,,,,,,,,,,,False,113.2,21.9,24.041006634498487,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,-1,0,0,0,0,0,0,0,Ball Receipt*,Cody Mathès Gakpo,Netherlands,26.0,36.0,Pressure,Przemysław Frankowski,Poland,False,25.900000000000006,False,False,False
111233,3938637,1,26,40,00:26:40.238,Pressure,Przemysław Frankowski,Poland,Netherlands,9.7,59.1,,0.718248,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,1,0,0,0,0,0,0,0,Carry,Cody Mathès Gakpo,Netherlands,26.0,36.0,Pass,Cody Mathès Gakpo,Netherlands,False,110.3,False,False,False
111234,3938637,1,26,40,00:26:40.855,Pass,Cody Mathès Gakpo,Netherlands,Netherlands,113.2,21.9,True,1.385311,Regular Play,Denzel Dumfries,21.425451,High Pass,,1.7159936,110.1,43.1,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,-1,0,0,0,0,0,0,0,Pressure,Przemysław Frankowski,Poland,26.0,40.0,Ball Receipt*,Denzel Dumfries,Netherlands,True,6.799999999999997,False,True,True
111235,3938637,1,26,42,00:26:42.241,Ball Receipt*,Denzel Dumfries,Netherlands,Netherlands,110.1,43.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,0,-1,0,0,0,0,0,0,0,Pass,Cody Mathès Gakpo,Netherlands,26.0,40.0,Shot,Denzel Dumfries,Netherlands,True,9.900000000000006,False,True,False
111236,3938637,1,26,42,00:26:42.281,Shot,Denzel Dumfries,Netherlands,Netherlands,110.1,43.1,,1.086894,Regular Play,,,,,,,,Wayward,0.110036224,Head,Normal,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,0,-1,0,0,0,0,0,0,0,Ball Receipt*,Denzel Dumfries,Netherlands,26.0,42.0,Goal Keeper,Wojciech Szczęsny,Poland,False,9.900000000000006,False,True,False
111237,3938637,1,26,43,00:26:43.367,Goal Keeper,Wojciech Szczęsny,Poland,Netherlands,1.2,39.2,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,1,0,0,0,0,0,0,0,Shot,Denzel Dumfries,Netherlands,26.0,42.0,Ball Recovery,Tijjani Reijnders,Netherlands,False,118.8,False,False,False
111238,3938637,1,26,43,00:26:43.650,Ball Recovery,Tijjani Reijnders,Netherlands,Netherlands,118.2,33.1,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Goal Keeper,Wojciech Szczęsny,Poland,26.0,43.0,Duel,Jan Bednarek,Poland,False,1.7999999999999972,False,True,False
111239,3938637,1,26,43,00:26:43.690,Duel,Jan Bednarek,Poland,Netherlands,1.6,46.4,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,1,0,0,0,0,0,0,0,Ball Recovery,Tijjani Reijnders,Netherlands,26.0,43.0,Shot,Tijjani Reijnders,Netherlands,False,118.4,False,False,False
111240,3938637,1,26,43,00:26:43.690,Shot,Tijjani Reijnders,Netherlands,Netherlands,118.5,33.7,True,0.088242,Regular Play,,,,,,,,Blocked,0.075011835,Head,Normal,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Duel,Jan Bednarek,Poland,26.0,43.0,Block,Jan Bednarek,Poland,False,1.5,False,True,False
111241,3938637,1,26,43,00:26:43.778,Block,Jan Bednarek,Poland,Netherlands,1.2,45.2,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,1,0,0,0,0,0,0,0,Shot,Tijjani Reijnders,Netherlands,26.0,43.0,Goal Keeper,Wojciech Szczęsny,Poland,True,118.8,False,False,False
111242,3938637,1,26,43,00:26:43.961,Goal Keeper,Wojciech Szczęsny,Poland,Netherlands,0.5,43.1,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,1,0,0,0,0,0,0,0,Block,Jan Bednarek,Poland,26.0,43.0,Tactical Shift,,Poland,True,119.5,False,False,False
111243,3938637,1,26,50,00:26:50.257,Tactical Shift,,Poland,Netherlands,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,1,0,1,0,0,0,0,0,0,0,Goal Keeper,Wojciech Szczęsny,Poland,26.0,43.0,Pass,Memphis Depay,Netherlands,False,,False,,False
111244,3938637,1,26,58,00:26:58.248,Pass,Memphis Depay,Netherlands,Netherlands,120.0,0.1,,1.070869,From Corner,Joey Veerman,8.940358,Ground Pass,,2.2053492,114.7,7.3,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,-1,0,0,0,0,0,0,0,Tactical Shift,,Poland,26.0,50.0,Ball Receipt*,Joey Veerman,Netherlands,True,0.0,False,True,False
111245,3938637,1,26,59,00:26:59.319,Ball Receipt*,Joey Veerman,Netherlands,Netherlands,114.7,7.3,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Pass,Memphis Depay,Netherlands,26.0,58.0,Pass,Joey Veerman,Netherlands,True,5.299999999999997,False,True,False
111246,3938637,1,27,0,00:27:00.345,Pass,Joey Veerman,Netherlands,Netherlands,114.7,7.3,,2.58172,From Corner,Memphis Depay,20.330273,Ground Pass,,2.8727522,95.1,12.7,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Ball Receipt*,Joey Veerman,Netherlands,26.0,59.0,Ball Receipt*,Memphis Depay,Netherlands,True,5.299999999999997,False,True,False
111247,3938637,1,27,2,00:27:02.927,Ball Receipt*,Memphis Depay,Netherlands,Netherlands,95.1,12.7,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,-1,0,0,0,0,0,0,0,Pass,Joey Veerman,Netherlands,27.0,0.0,Carry,Memphis Depay,Netherlands,True,24.900000000000006,False,True,False
111248,3938637,1,27,2,00:27:02.927,Carry,Memphis Depay,Netherlands,Netherlands,95.1,12.7,,1.563996,From Corner,,,,,,,,,,,,False,95.1,12.7,0.0,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,-1,0,0,0,0,0,0,0,Ball Receipt*,Memphis Depay,Netherlands,27.0,2.0,Pass,Memphis Depay,Netherlands,True,24.900000000000006,False,True,False
111249,3938637,1,27,4,00:27:04.491,Pass,Memphis Depay,Netherlands,Netherlands,95.1,12.7,,1.515554,From Corner,,33.73381,High Pass,Incomplete,1.0288516,112.5,41.6,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,-1,0,0,0,0,0,0,0,Carry,Memphis Depay,Netherlands,27.0,2.0,Clearance,Jan Bednarek,Poland,False,24.900000000000006,False,True,False
111250,3938637,1,27,6,00:27:06.006,Clearance,Jan Bednarek,Poland,Netherlands,7.6,38.5,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,1,0,0,0,0,0,0,0,Pass,Memphis Depay,Netherlands,27.0,4.0,Clearance,Piotr Zieliński,Poland,True,112.4,False,False,False
111251,3938637,1,27,7,00:27:07.812,Clearance,Piotr Zieliński,Poland,Netherlands,24.8,46.6,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,1,0,0,0,0,0,0,0,Clearance,Jan Bednarek,Poland,27.0,6.0,Pass,Xavi Simons,Netherlands,False,95.2,False,False,False
111252,3938637,1,27,9,00:27:09.647,Pass,Xavi Simons,Netherlands,Netherlands,87.5,33.0,,2.43731,From Corner,Jerdy Schouten,25.900772,High Pass,,2.4903698,66.9,48.7,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,0,-1,0,0,0,0,0,0,0,Clearance,Piotr Zieliński,Poland,27.0,7.0,Pressure,Piotr Zieliński,Poland,False,32.5,False,False,False
111253,3938637,1,27,11,00:27:11.767,Pressure,Piotr Zieliński,Poland,Netherlands,49.7,31.5,,0.45598,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,1,0,0,0,0,0,0,0,Pass,Xavi Simons,Netherlands,27.0,9.0,Ball Receipt*,Jerdy Schouten,Netherlands,False,70.3,False,False,False
111254,3938637,1,27,12,00:27:12.084,Ball Receipt*,Jerdy Schouten,Netherlands,Netherlands,66.9,48.7,True,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Pressure,Piotr Zieliński,Poland,27.0,11.0,Carry,Jerdy Schouten,Netherlands,True,53.099999999999994,False,False,True
111255,3938637,1,27,12,00:27:12.084,Carry,Jerdy Schouten,Netherlands,Netherlands,66.9,48.7,True,0.310296,From Corner,,,,,,,,,,,,False,65.3,48.6,1.6031219541881483,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Ball Receipt*,Jerdy Schouten,Netherlands,27.0,12.0,Pass,Jerdy Schouten,Netherlands,True,53.099999999999994,False,False,False
111256,3938637,1,27,12,00:27:12.394,Pass,Jerdy Schouten,Netherlands,Netherlands,65.3,48.6,,2.013601,From Corner,Bart Verbruggen,35.208096,Ground Pass,,-2.9269285,30.9,41.1,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,0,0,0,0,0,0,Carry,Jerdy Schouten,Netherlands,27.0,12.0,Ball Receipt*,Bart Verbruggen,Netherlands,True,54.7,False,False,False
111257,3938637,1,27,14,00:27:14.408,Ball Receipt*,Bart Verbruggen,Netherlands,Netherlands,30.9,41.1,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,-1,0,0,0,0,0,0,0,Pass,Jerdy Schouten,Netherlands,27.0,12.0,Carry,Bart Verbruggen,Netherlands,True,89.1,False,False,False
111258,3938637,1,27,14,00:27:14.408,Carry,Bart Verbruggen,Netherlands,Netherlands,30.9,41.1,,3.55171,From Corner,,,,,,,,,,,,False,30.9,41.1,0.0,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,-1,0,0,0,0,0,0,0,Ball Receipt*,Bart Verbruggen,Netherlands,27.0,14.0,Pass,Bart Verbruggen,Netherlands,True,89.1,False,False,False
