event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Croatia_score,Italy_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
148493,3930178,2,85,6,00:40:06.727,Carry,Nicolò Fagioli,Italy,Italy,52.8,61.8,,3.918842,From Keeper,,,,,,,,,,,,False,61.9,63.1,9.192388155425121,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,1,2,2,0,0,Ball Receipt*,Nicolò Fagioli,Italy,85.0,6.0,Pass,Nicolò Fagioli,Italy,True,67.2,False,False,False
148494,3930178,2,85,10,00:40:10.646,Pass,Nicolò Fagioli,Italy,Italy,61.9,63.1,,0.862721,From Keeper,Giovanni Di Lorenzo,5.491812,Ground Pass,,1.7539071,60.9,68.5,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,1,2,2,0,0,Carry,Nicolò Fagioli,Italy,85.0,6.0,Ball Receipt*,Giovanni Di Lorenzo,Italy,True,58.1,False,False,False
148495,3930178,2,85,11,00:40:11.509,Ball Receipt*,Giovanni Di Lorenzo,Italy,Italy,60.9,68.5,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,1,0,1,2,2,0,0,Pass,Nicolò Fagioli,Italy,85.0,10.0,Carry,Giovanni Di Lorenzo,Italy,True,59.1,False,False,False
148496,3930178,2,85,11,00:40:11.509,Carry,Giovanni Di Lorenzo,Italy,Italy,60.9,68.5,,0.691533,From Keeper,,,,,,,,,,,,False,61.2,70.7,2.220360331117455,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,1,0,1,2,2,0,0,Ball Receipt*,Giovanni Di Lorenzo,Italy,85.0,11.0,Pass,Giovanni Di Lorenzo,Italy,True,59.1,False,False,False
148497,3930178,2,85,12,00:40:12.201,Pass,Giovanni Di Lorenzo,Italy,Italy,61.2,70.7,,0.996095,From Keeper,Nicolò Barella,9.932271,Ground Pass,,0.56286824,69.6,76.0,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,1,0,1,2,2,0,0,Carry,Giovanni Di Lorenzo,Italy,85.0,11.0,Ball Receipt*,Nicolò Barella,Italy,True,58.8,False,False,False
148498,3930178,2,85,13,00:40:13.197,Ball Receipt*,Nicolò Barella,Italy,Italy,69.6,76.0,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,-1,1,0,1,2,2,1,0,Pass,Giovanni Di Lorenzo,Italy,85.0,12.0,Carry,Nicolò Barella,Italy,True,50.400000000000006,False,False,False
148499,3930178,2,85,13,00:40:13.197,Carry,Nicolò Barella,Italy,Italy,69.6,76.0,,0.840696,From Keeper,,,,,,,,,,,,False,69.6,76.0,0.0,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,-1,1,0,1,2,2,1,0,Ball Receipt*,Nicolò Barella,Italy,85.0,13.0,Pass,Nicolò Barella,Italy,True,50.400000000000006,False,False,False
148500,3930178,2,85,14,00:40:14.037,Pass,Nicolò Barella,Italy,Italy,69.6,76.0,,1.112186,From Keeper,Giovanni Di Lorenzo,7.343024,Ground Pass,,-2.629203,63.2,72.4,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,-1,1,0,1,2,2,1,0,Carry,Nicolò Barella,Italy,85.0,13.0,Ball Receipt*,Giovanni Di Lorenzo,Italy,True,50.400000000000006,False,False,False
148501,3930178,2,85,15,00:40:15.150,Ball Receipt*,Giovanni Di Lorenzo,Italy,Italy,63.2,72.4,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,1,0,1,2,2,0,0,Pass,Nicolò Barella,Italy,85.0,14.0,Carry,Giovanni Di Lorenzo,Italy,True,56.8,False,False,False
148502,3930178,2,85,15,00:40:15.150,Carry,Giovanni Di Lorenzo,Italy,Italy,63.2,72.4,,3.214975,From Keeper,,,,,,,,,,,,False,64.0,71.1,1.526433752247383,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,1,0,1,2,2,0,0,Ball Receipt*,Giovanni Di Lorenzo,Italy,85.0,15.0,Pass,Giovanni Di Lorenzo,Italy,True,56.8,False,False,False
148503,3930178,2,85,18,00:40:18.365,Pass,Giovanni Di Lorenzo,Italy,Italy,64.0,71.1,,1.4224,From Keeper,Alessandro Bastoni,25.583002,Ground Pass,,-1.8888386,56.0,46.8,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,1,0,1,2,2,0,0,Carry,Giovanni Di Lorenzo,Italy,85.0,15.0,Ball Receipt*,Alessandro Bastoni,Italy,True,56.0,False,False,False
148504,3930178,2,85,19,00:40:19.787,Ball Receipt*,Alessandro Bastoni,Italy,Italy,56.0,46.8,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,-1,1,0,1,2,2,1,0,Pass,Giovanni Di Lorenzo,Italy,85.0,18.0,Carry,Alessandro Bastoni,Italy,True,64.0,False,False,False
148505,3930178,2,85,19,00:40:19.787,Carry,Alessandro Bastoni,Italy,Italy,56.0,46.8,,3.0761,From Keeper,,,,,,,,,,,,False,61.9,40.4,8.704596486914253,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,-1,1,0,1,2,2,1,0,Ball Receipt*,Alessandro Bastoni,Italy,85.0,19.0,Pass,Alessandro Bastoni,Italy,True,64.0,False,False,False
148506,3930178,2,85,22,00:40:22.863,Pass,Alessandro Bastoni,Italy,Italy,61.9,40.4,,0.93462,From Keeper,Nicolò Fagioli,13.631214,Ground Pass,,0.30551067,74.9,44.5,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,-1,1,0,1,2,2,1,0,Carry,Alessandro Bastoni,Italy,85.0,19.0,Ball Receipt*,Nicolò Fagioli,Italy,True,58.1,False,False,False
148507,3930178,2,85,23,00:40:23.798,Ball Receipt*,Nicolò Fagioli,Italy,Italy,74.9,44.5,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,1,2,2,0,0,Pass,Alessandro Bastoni,Italy,85.0,22.0,Carry,Nicolò Fagioli,Italy,True,45.099999999999994,False,False,False
148508,3930178,2,85,23,00:40:23.798,Carry,Nicolò Fagioli,Italy,Italy,74.9,44.5,True,4.398992,From Keeper,,,,,,,,,,,,False,76.4,33.8,10.804628637764468,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,1,2,2,0,0,Ball Receipt*,Nicolò Fagioli,Italy,85.0,23.0,Pressure,Ante Budimir,Croatia,False,45.099999999999994,False,False,False
148509,3930178,2,85,24,00:40:24.510,Pressure,Ante Budimir,Croatia,Italy,46.2,30.5,,0.187067,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,1,0,1,1,2,5,0,0,Carry,Nicolò Fagioli,Italy,85.0,23.0,Pass,Nicolò Fagioli,Italy,False,73.8,False,False,False
148510,3930178,2,85,28,00:40:28.197,Pass,Nicolò Fagioli,Italy,Italy,76.4,33.8,,1.097664,From Keeper,Gianluca Scamacca,13.34054,Ground Pass,,0.5880026,87.5,41.2,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,1,2,2,0,0,Pressure,Ante Budimir,Croatia,85.0,24.0,Ball Receipt*,Gianluca Scamacca,Italy,True,43.599999999999994,False,False,False
148511,3930178,2,85,29,00:40:29.294,Ball Receipt*,Gianluca Scamacca,Italy,Italy,87.5,41.2,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,1,0,-1,1,0,1,2,2,0,0,Pass,Nicolò Fagioli,Italy,85.0,28.0,Carry,Gianluca Scamacca,Italy,True,32.5,False,False,False
148512,3930178,2,85,29,00:40:29.294,Carry,Gianluca Scamacca,Italy,Italy,87.5,41.2,,1.007582,From Keeper,,,,,,,,,,,,False,85.0,45.4,4.887739763939972,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,1,0,-1,1,0,1,2,2,0,0,Ball Receipt*,Gianluca Scamacca,Italy,85.0,29.0,Pass,Gianluca Scamacca,Italy,True,32.5,False,False,False
148513,3930178,2,85,30,00:40:30.302,Pass,Gianluca Scamacca,Italy,Italy,85.0,45.4,,1.508856,From Keeper,Federico Chiesa,27.724539,High Pass,,1.1862712,95.4,71.1,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,1,0,-1,1,0,1,2,2,0,0,Carry,Gianluca Scamacca,Italy,85.0,29.0,Ball Receipt*,Federico Chiesa,Italy,True,35.0,False,False,False
148514,3930178,2,85,31,00:40:31.811,Ball Receipt*,Federico Chiesa,Italy,Italy,95.4,71.1,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,1,0,1,2,2,0,0,Pass,Gianluca Scamacca,Italy,85.0,30.0,Carry,Federico Chiesa,Italy,True,24.599999999999994,False,True,False
148515,3930178,2,85,31,00:40:31.811,Carry,Federico Chiesa,Italy,Italy,95.4,71.1,,2.866068,From Keeper,,,,,,,,,,,,False,105.5,60.7,14.497241116847016,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,1,0,1,2,2,0,0,Ball Receipt*,Federico Chiesa,Italy,85.0,31.0,Pass,Federico Chiesa,Italy,True,24.599999999999994,False,True,False
148516,3930178,2,85,34,00:40:34.677,Pass,Federico Chiesa,Italy,Italy,105.5,60.7,,1.236398,From Keeper,Mateo Retegui,19.4,Ground Pass,Incomplete,-1.5707964,105.5,41.3,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,1,0,1,2,2,0,0,Carry,Federico Chiesa,Italy,85.0,31.0,Ball Receipt*,Mateo Retegui,Italy,True,14.5,False,True,False
148517,3930178,2,85,35,00:40:35.913,Ball Receipt*,Mateo Retegui,Italy,Italy,107.8,41.8,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,1,0,-1,1,0,1,2,2,0,0,Pass,Federico Chiesa,Italy,85.0,34.0,Clearance,Marcelo Brozović,Croatia,False,12.200000000000003,False,True,False
148518,3930178,2,85,35,00:40:35.913,Clearance,Marcelo Brozović,Croatia,Italy,14.6,38.8,True,0.0,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,1,0,1,1,2,5,0,0,Ball Receipt*,Mateo Retegui,Italy,85.0,35.0,Pass,Giovanni Di Lorenzo,Italy,False,105.4,False,False,False
148519,3930178,2,85,56,00:40:56.368,Pass,Giovanni Di Lorenzo,Italy,Italy,103.5,80.0,,1.749664,From Throw In,Nicolò Fagioli,24.283533,Low Pass,,-2.9886303,79.5,76.3,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,1,0,1,2,2,0,0,Clearance,Marcelo Brozović,Croatia,85.0,35.0,Ball Receipt*,Nicolò Fagioli,Italy,True,16.5,False,True,False
148520,3930178,2,85,58,00:40:58.118,Ball Receipt*,Nicolò Fagioli,Italy,Italy,79.5,76.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,1,2,2,0,0,Pass,Giovanni Di Lorenzo,Italy,85.0,56.0,Carry,Nicolò Fagioli,Italy,True,40.5,False,False,False
148521,3930178,2,85,58,00:40:58.118,Carry,Nicolò Fagioli,Italy,Italy,79.5,76.3,,1.770124,From Throw In,,,,,,,,,,,,False,67.6,75.0,11.97079780131634,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,1,2,2,0,0,Ball Receipt*,Nicolò Fagioli,Italy,85.0,58.0,Pass,Nicolò Fagioli,Italy,True,40.5,False,False,False
148522,3930178,2,85,59,00:40:59.888,Pass,Nicolò Fagioli,Italy,Italy,67.6,75.0,,0.914341,From Throw In,Alessandro Bastoni,13.009612,Ground Pass,,-2.175855,60.2,64.3,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,1,2,2,0,0,Carry,Nicolò Fagioli,Italy,85.0,58.0,Ball Receipt*,Alessandro Bastoni,Italy,True,52.400000000000006,False,False,False
148523,3930178,2,86,0,00:41:00.802,Ball Receipt*,Alessandro Bastoni,Italy,Italy,60.2,64.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,-1,1,0,1,2,2,1,0,Pass,Nicolò Fagioli,Italy,85.0,59.0,Carry,Alessandro Bastoni,Italy,True,59.8,False,False,False
148524,3930178,2,86,0,00:41:00.802,Carry,Alessandro Bastoni,Italy,Italy,60.2,64.3,,4.648378,From Throw In,,,,,,,,,,,,False,63.2,62.3,3.605551275463989,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,-1,1,0,1,2,2,1,0,Ball Receipt*,Alessandro Bastoni,Italy,86.0,0.0,Pass,Alessandro Bastoni,Italy,True,59.8,False,False,False
148525,3930178,2,86,5,00:41:05.451,Pass,Alessandro Bastoni,Italy,Italy,63.2,62.3,,1.739941,From Throw In,Federico Chiesa,29.388603,High Pass,,0.48495337,89.2,76.0,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,-1,1,0,1,2,2,1,0,Carry,Alessandro Bastoni,Italy,86.0,0.0,Ball Receipt*,Federico Chiesa,Italy,True,56.8,False,False,False
148526,3930178,2,86,7,00:41:07.191,Ball Receipt*,Federico Chiesa,Italy,Italy,89.2,76.0,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,1,0,1,2,2,0,0,Pass,Alessandro Bastoni,Italy,86.0,5.0,Carry,Federico Chiesa,Italy,True,30.799999999999997,False,False,False
148527,3930178,2,86,7,00:41:07.191,Carry,Federico Chiesa,Italy,Italy,89.2,76.0,,3.427979,From Throw In,,,,,,,,,,,,False,90.8,74.8,1.9999999999999971,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,1,0,1,2,2,0,0,Ball Receipt*,Federico Chiesa,Italy,86.0,7.0,Pass,Federico Chiesa,Italy,True,30.799999999999997,False,False,False
148528,3930178,2,86,10,00:41:10.619,Pass,Federico Chiesa,Italy,Italy,90.8,74.8,,0.909566,From Throw In,Nicolò Barella,7.975588,Ground Pass,,-2.6162257,83.9,70.8,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,1,0,1,2,2,0,0,Carry,Federico Chiesa,Italy,86.0,7.0,Ball Receipt*,Nicolò Barella,Italy,True,29.200000000000003,False,False,False
148529,3930178,2,86,11,00:41:11.528,Ball Receipt*,Nicolò Barella,Italy,Italy,83.9,70.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,-1,1,0,1,2,2,1,0,Pass,Federico Chiesa,Italy,86.0,10.0,Carry,Nicolò Barella,Italy,True,36.099999999999994,False,False,False
148530,3930178,2,86,11,00:41:11.528,Carry,Nicolò Barella,Italy,Italy,83.9,70.8,,1.119951,From Throw In,,,,,,,,,,,,False,83.6,70.2,0.6708203932499369,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,-1,1,0,1,2,2,1,0,Ball Receipt*,Nicolò Barella,Italy,86.0,11.0,Pass,Nicolò Barella,Italy,True,36.099999999999994,False,False,False
148531,3930178,2,86,12,00:41:12.648,Pass,Nicolò Barella,Italy,Italy,83.6,70.2,,0.99238,From Throw In,Nicolò Fagioli,10.113852,Ground Pass,,-1.8205711,81.1,60.4,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,-1,1,0,1,2,2,1,0,Carry,Nicolò Barella,Italy,86.0,11.0,Ball Receipt*,Nicolò Fagioli,Italy,True,36.400000000000006,False,False,False
148532,3930178,2,86,13,00:41:13.641,Ball Receipt*,Nicolò Fagioli,Italy,Italy,81.1,60.4,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,1,2,2,0,0,Pass,Nicolò Barella,Italy,86.0,12.0,Carry,Nicolò Fagioli,Italy,True,38.900000000000006,False,False,False
148533,3930178,2,86,13,00:41:13.641,Carry,Nicolò Fagioli,Italy,Italy,81.1,60.4,,1.529092,From Throw In,,,,,,,,,,,,False,82.7,53.2,7.375635565834307,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,1,2,2,0,0,Ball Receipt*,Nicolò Fagioli,Italy,86.0,13.0,Pass,Nicolò Fagioli,Italy,True,38.900000000000006,False,False,False
148534,3930178,2,86,15,00:41:15.170,Pass,Nicolò Fagioli,Italy,Italy,82.7,53.2,,1.027771,From Throw In,Gianluca Scamacca,13.373481,Ground Pass,,-0.74837804,92.5,44.1,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,-1,1,0,1,2,2,0,0,Carry,Nicolò Fagioli,Italy,86.0,13.0,Ball Receipt*,Gianluca Scamacca,Italy,True,37.3,False,False,False
148535,3930178,2,86,16,00:41:16.197,Ball Receipt*,Gianluca Scamacca,Italy,Italy,92.5,44.1,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,1,0,-1,1,0,1,2,2,0,0,Pass,Nicolò Fagioli,Italy,86.0,15.0,Carry,Gianluca Scamacca,Italy,True,27.5,False,False,False
148536,3930178,2,86,16,00:41:16.197,Carry,Gianluca Scamacca,Italy,Italy,92.5,44.1,,0.024438,From Throw In,,,,,,,,,,,,False,93.1,41.2,2.9614185789921668,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,1,0,-1,1,0,1,2,2,0,0,Ball Receipt*,Gianluca Scamacca,Italy,86.0,16.0,Pass,Gianluca Scamacca,Italy,True,27.5,False,False,False
148537,3930178,2,86,16,00:41:16.222,Pass,Gianluca Scamacca,Italy,Italy,93.1,41.2,,0.666006,From Throw In,Mateo Retegui,5.5362444,Ground Pass,,0.2931869,98.4,42.8,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,1,0,-1,1,0,1,2,2,0,0,Carry,Gianluca Scamacca,Italy,86.0,16.0,Pressure,Marin Pongracic,Croatia,False,26.900000000000006,False,False,False
148538,3930178,2,86,16,00:41:16.684,Pressure,Marin Pongracic,Croatia,Italy,19.6,37.9,,0.749967,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,1,0,1,1,2,5,0,0,Pass,Gianluca Scamacca,Italy,86.0,16.0,Ball Receipt*,Mateo Retegui,Italy,False,100.4,False,False,False
148539,3930178,2,86,16,00:41:16.888,Ball Receipt*,Mateo Retegui,Italy,Italy,98.4,42.8,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,1,0,-1,1,0,1,2,2,0,0,Pressure,Marin Pongracic,Croatia,86.0,16.0,Carry,Mateo Retegui,Italy,True,21.599999999999994,False,True,True
148540,3930178,2,86,16,00:41:16.888,Carry,Mateo Retegui,Italy,Italy,98.4,42.8,True,1.28376,From Throw In,,,,,,,,,,,,False,97.4,48.3,5.5901699437494745,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,1,0,-1,1,0,1,2,2,0,0,Ball Receipt*,Mateo Retegui,Italy,86.0,16.0,Pass,Mateo Retegui,Italy,True,21.599999999999994,False,True,False
148541,3930178,2,86,18,00:41:18.172,Pass,Mateo Retegui,Italy,Italy,97.4,48.3,,1.463884,From Throw In,Federico Chiesa,16.548716,Ground Pass,,0.76830584,109.3,59.8,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,1,0,-1,1,0,1,2,2,0,0,Carry,Mateo Retegui,Italy,86.0,16.0,Ball Receipt*,Federico Chiesa,Italy,True,22.599999999999994,False,True,False
148542,3930178,2,86,19,00:41:19.636,Ball Receipt*,Federico Chiesa,Italy,Italy,109.3,59.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,1,0,1,2,2,0,0,Pass,Mateo Retegui,Italy,86.0,18.0,Carry,Federico Chiesa,Italy,True,10.700000000000003,False,True,False
148543,3930178,2,86,19,00:41:19.636,Carry,Federico Chiesa,Italy,Italy,109.3,59.8,,0.034907002,From Throw In,,,,,,,,,,,,False,111.0,58.7,2.024845673131658,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,1,0,1,2,2,0,0,Ball Receipt*,Federico Chiesa,Italy,86.0,19.0,Pass,Federico Chiesa,Italy,True,10.700000000000003,False,True,False
148544,3930178,2,86,19,00:41:19.670,Pass,Federico Chiesa,Italy,Italy,111.0,58.7,,3.414787,From Throw In,Gianluca Scamacca,47.657528,Ground Pass,Out,-1.380808,120.0,11.9,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,1,0,1,2,2,0,0,Carry,Federico Chiesa,Italy,86.0,19.0,Ball Receipt*,Gianluca Scamacca,Italy,True,9.0,False,True,False
148545,3930178,2,86,23,00:41:23.085,Ball Receipt*,Gianluca Scamacca,Italy,Italy,113.4,39.1,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,1,0,-1,1,0,1,2,2,0,0,Pass,Federico Chiesa,Italy,86.0,19.0,Pass,Dominik Livaković,Croatia,False,6.599999999999994,False,True,False
148546,3930178,2,87,0,00:42:00.616,Pass,Dominik Livaković,Croatia,Croatia,5.2,40.6,,3.720249,From Goal Kick,,82.26062,High Pass,Out,-0.5147734,76.8,0.1,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,1,0,1,1,2,5,0,0,Ball Receipt*,Gianluca Scamacca,Italy,86.0,23.0,Injury Stoppage,Josip Stanišić,Croatia,True,114.8,False,False,False
148547,3930178,2,87,6,00:42:06.740,Injury Stoppage,Josip Stanišić,Croatia,Croatia,,,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,0,1,0,1,1,2,5,0,0,Pass,Dominik Livaković,Croatia,87.0,0.0,Injury Stoppage,Gianluigi Donnarumma,Italy,False,,False,,False
148548,3930178,2,87,23,00:42:23.166,Injury Stoppage,Gianluigi Donnarumma,Italy,Croatia,,,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,-1,1,0,1,2,2,0,0,Injury Stoppage,Josip Stanišić,Croatia,87.0,6.0,Pass,Giovanni Di Lorenzo,Italy,True,,False,,False
148549,3930178,2,87,50,00:42:50.007,Pass,Giovanni Di Lorenzo,Italy,Italy,43.5,80.0,,3.307212,From Throw In,Gianluigi Donnarumma,32.68333,Low Pass,,-2.3259008,21.1,56.2,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,1,0,1,2,2,0,0,Injury Stoppage,Gianluigi Donnarumma,Italy,87.0,23.0,Ball Receipt*,Gianluigi Donnarumma,Italy,True,76.5,False,False,False
148550,3930178,2,87,53,00:42:53.314,Ball Receipt*,Gianluigi Donnarumma,Italy,Italy,21.1,56.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,-1,1,0,1,2,2,0,0,Pass,Giovanni Di Lorenzo,Italy,87.0,50.0,Pass,Gianluigi Donnarumma,Italy,True,98.9,False,False,False
148551,3930178,2,88,0,00:43:00.565,Pass,Gianluigi Donnarumma,Italy,Italy,23.1,54.5,,3.074539,From Throw In,Federico Chiesa,57.30035,High Pass,Incomplete,-0.0034903872,80.4,54.3,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,-1,1,0,1,2,2,0,0,Ball Receipt*,Gianluigi Donnarumma,Italy,87.0,53.0,Ball Receipt*,Federico Chiesa,Italy,True,96.9,False,False,False
148552,3930178,2,88,3,00:43:03.639,Ball Receipt*,Federico Chiesa,Italy,Italy,79.8,53.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,1,0,1,2,2,0,0,Pass,Gianluigi Donnarumma,Italy,88.0,0.0,Duel,Federico Chiesa,Italy,True,40.2,False,False,False
148553,3930178,2,88,3,00:43:03.639,Duel,Federico Chiesa,Italy,Italy,80.4,54.3,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,1,0,1,2,2,0,0,Ball Receipt*,Federico Chiesa,Italy,88.0,3.0,Pass,Marin Pongracic,Croatia,False,39.599999999999994,False,False,False
148554,3930178,2,88,3,00:43:03.639,Pass,Marin Pongracic,Croatia,Croatia,39.7,25.8,True,2.178916,Regular Play,Luka Ivanušec,17.00647,High Pass,,-0.11195592,56.6,23.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,1,0,1,1,2,5,0,0,Duel,Federico Chiesa,Italy,88.0,3.0,Ball Receipt*,Luka Ivanušec,Croatia,True,80.3,False,False,False
148555,3930178,2,88,5,00:43:05.818,Ball Receipt*,Luka Ivanušec,Croatia,Croatia,56.6,23.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,1,0,1,1,2,5,0,0,Pass,Marin Pongracic,Croatia,88.0,3.0,Carry,Luka Ivanušec,Croatia,True,63.4,False,False,False
148556,3930178,2,88,5,00:43:05.818,Carry,Luka Ivanušec,Croatia,Croatia,56.6,23.9,,0.826969,Regular Play,,,,,,,,,,,,False,56.6,23.7,0.1999999999999993,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,1,0,1,1,2,5,0,0,Ball Receipt*,Luka Ivanušec,Croatia,88.0,5.0,Pass,Luka Ivanušec,Croatia,True,63.4,False,False,False
148557,3930178,2,88,6,00:43:06.645,Pass,Luka Ivanušec,Croatia,Croatia,56.6,23.7,,0.822113,Regular Play,Marcelo Brozović,4.7507896,Low Pass,,2.4306834,53.0,26.8,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,0,1,0,1,1,2,5,0,0,Carry,Luka Ivanušec,Croatia,88.0,5.0,Ball Receipt*,Marcelo Brozović,Croatia,True,63.4,False,False,False
148558,3930178,2,88,7,00:43:07.467,Ball Receipt*,Marcelo Brozović,Croatia,Croatia,53.0,26.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,0,1,0,1,1,2,5,0,0,Pass,Luka Ivanušec,Croatia,88.0,6.0,Carry,Marcelo Brozović,Croatia,True,67.0,False,False,False
