event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Turkey_score,Portugal_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
156677,3930174,1,19,43,00:19:43.891,Ball Receipt*,Altay Bayındır,Turkey,Turkey,4.0,38.4,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,3,1,0,0,Pressure,Bruno Miguel Borges Fernandes,Portugal,19.0,43.0,Carry,Altay Bayındır,Turkey,True,116.0,False,False,True
156678,3930174,1,19,43,00:19:43.891,Carry,Altay Bayındır,Turkey,Turkey,4.0,38.4,True,2.240981,From Throw In,,,,,,,,,,,,False,2.7,30.7,7.808969202141855,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Altay Bayındır,Turkey,19.0,43.0,Pass,Altay Bayındır,Turkey,True,116.0,False,False,False
156679,3930174,1,19,46,00:19:46.132,Pass,Altay Bayındır,Turkey,Turkey,2.7,30.7,,1.087363,From Throw In,Abdülkerim Bardakcı,12.1938505,Ground Pass,,-1.0374091,8.9,20.2,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,3,1,0,0,Carry,Altay Bayındır,Turkey,19.0,43.0,Ball Receipt*,Abdülkerim Bardakcı,Turkey,True,117.3,False,False,False
156680,3930174,1,19,47,00:19:47.219,Ball Receipt*,Abdülkerim Bardakcı,Turkey,Turkey,8.9,20.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,3,1,0,0,Pass,Altay Bayındır,Turkey,19.0,46.0,Carry,Abdülkerim Bardakcı,Turkey,True,111.1,False,False,False
156681,3930174,1,19,47,00:19:47.219,Carry,Abdülkerim Bardakcı,Turkey,Turkey,8.9,20.2,,0.552851,From Throw In,,,,,,,,,,,,False,11.5,19.3,2.7513632984395198,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Abdülkerim Bardakcı,Turkey,19.0,47.0,Pass,Abdülkerim Bardakcı,Turkey,True,111.1,False,False,False
156682,3930174,1,19,47,00:19:47.772,Pass,Abdülkerim Bardakcı,Turkey,Turkey,11.5,19.3,,1.98556,From Throw In,Ferdi Erenay Kadıoğlu,19.277449,Ground Pass,,-1.0909089,20.4,2.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,3,1,0,0,Carry,Abdülkerim Bardakcı,Turkey,19.0,47.0,Ball Receipt*,Ferdi Erenay Kadıoğlu,Turkey,True,108.5,False,False,False
156683,3930174,1,19,49,00:19:49.757,Ball Receipt*,Ferdi Erenay Kadıoğlu,Turkey,Turkey,20.4,2.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,3,1,0,0,Pass,Abdülkerim Bardakcı,Turkey,19.0,47.0,Carry,Ferdi Erenay Kadıoğlu,Turkey,True,99.6,False,False,False
156684,3930174,1,19,49,00:19:49.757,Carry,Ferdi Erenay Kadıoğlu,Turkey,Turkey,20.4,2.2,True,0.94799,From Throw In,,,,,,,,,,,,False,20.7,2.7,0.5830951894845304,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Ferdi Erenay Kadıoğlu,Turkey,19.0,49.0,Pressure,Bernardo Mota Veiga de Carvalho e Silva,Portugal,False,99.6,False,False,False
156685,3930174,1,19,50,00:19:50.419,Pressure,Bernardo Mota Veiga de Carvalho e Silva,Portugal,Turkey,101.5,75.6,,0.254284,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,2,1,0,0,Carry,Ferdi Erenay Kadıoğlu,Turkey,19.0,49.0,Pass,Ferdi Erenay Kadıoğlu,Turkey,False,18.5,False,True,False
156686,3930174,1,19,50,00:19:50.705,Pass,Ferdi Erenay Kadıoğlu,Turkey,Turkey,20.7,2.7,,1.42736,From Throw In,Muhammed Kerem Aktürkoğlu,22.510887,Ground Pass,,-0.03110108,43.2,2.0,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,3,1,0,0,Pressure,Bernardo Mota Veiga de Carvalho e Silva,Portugal,19.0,50.0,Ball Receipt*,Muhammed Kerem Aktürkoğlu,Turkey,True,99.3,False,False,True
156687,3930174,1,19,52,00:19:52.133,Ball Receipt*,Muhammed Kerem Aktürkoğlu,Turkey,Turkey,43.2,2.0,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,3,1,1,0,Pass,Ferdi Erenay Kadıoğlu,Turkey,19.0,50.0,Carry,Muhammed Kerem Aktürkoğlu,Turkey,True,76.8,False,False,False
156688,3930174,1,19,52,00:19:52.133,Carry,Muhammed Kerem Aktürkoğlu,Turkey,Turkey,43.2,2.0,,0.581859,From Throw In,,,,,,,,,,,,False,43.2,2.0,0.0,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,3,1,1,0,Ball Receipt*,Muhammed Kerem Aktürkoğlu,Turkey,19.0,52.0,Pass,Muhammed Kerem Aktürkoğlu,Turkey,True,76.8,False,False,False
156689,3930174,1,19,52,00:19:52.715,Pass,Muhammed Kerem Aktürkoğlu,Turkey,Turkey,43.2,2.0,,1.276325,From Throw In,Kaan Ayhan,16.984993,Ground Pass,,1.4230709,45.7,18.8,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,3,1,1,0,Carry,Muhammed Kerem Aktürkoğlu,Turkey,19.0,52.0,Ball Receipt*,Kaan Ayhan,Turkey,True,76.8,False,False,False
156690,3930174,1,19,53,00:19:53.991,Ball Receipt*,Kaan Ayhan,Turkey,Turkey,45.7,18.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,3,1,0,0,Pass,Muhammed Kerem Aktürkoğlu,Turkey,19.0,52.0,Carry,Kaan Ayhan,Turkey,True,74.3,False,False,False
156691,3930174,1,19,53,00:19:53.991,Carry,Kaan Ayhan,Turkey,Turkey,45.7,18.8,,1.12804,From Throw In,,,,,,,,,,,,False,53.9,18.3,8.215229759416344,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Kaan Ayhan,Turkey,19.0,53.0,Pass,Kaan Ayhan,Turkey,True,74.3,False,False,False
156692,3930174,1,19,55,00:19:55.119,Pass,Kaan Ayhan,Turkey,Turkey,53.9,18.3,,2.391003,From Throw In,Orkun Kökçü,34.622105,Ground Pass,Incomplete,0.21835566,87.7,25.8,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,3,1,0,0,Carry,Kaan Ayhan,Turkey,19.0,53.0,Ball Receipt*,Orkun Kökçü,Turkey,True,66.1,False,False,False
156693,3930174,1,19,57,00:19:57.510,Ball Receipt*,Orkun Kökçü,Turkey,Turkey,72.3,19.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,3,1,0,0,Pass,Kaan Ayhan,Turkey,19.0,55.0,Interception,Kléper Laveran Lima Ferreira,Portugal,False,47.7,False,False,False
156694,3930174,1,19,57,00:19:57.510,Interception,Kléper Laveran Lima Ferreira,Portugal,Turkey,32.4,54.3,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Orkun Kökçü,Turkey,19.0,57.0,Ball Recovery,Rúben Santos Gato Alves Dias,Portugal,True,87.6,False,False,False
156695,3930174,1,20,0,00:20:00.963,Ball Recovery,Rúben Santos Gato Alves Dias,Portugal,Portugal,28.7,72.2,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Interception,Kléper Laveran Lima Ferreira,Portugal,19.0,57.0,Pass,Rúben Santos Gato Alves Dias,Portugal,True,91.3,False,False,False
156696,3930174,1,20,2,00:20:02.633,Pass,Rúben Santos Gato Alves Dias,Portugal,Portugal,29.2,72.9,,0.8,Regular Play,João Maria Lobo Alves Palhinha Gonçalves,11.21606,Ground Pass,,-1.0273187,35.0,63.3,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Recovery,Rúben Santos Gato Alves Dias,Portugal,20.0,0.0,Ball Receipt*,João Maria Lobo Alves Palhinha Gonçalves,Portugal,True,90.8,False,False,False
156697,3930174,1,20,3,00:20:03.433,Ball Receipt*,João Maria Lobo Alves Palhinha Gonçalves,Portugal,Portugal,35.0,63.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Pass,Rúben Santos Gato Alves Dias,Portugal,20.0,2.0,Pass,João Maria Lobo Alves Palhinha Gonçalves,Portugal,True,85.0,False,False,False
156698,3930174,1,20,4,00:20:04.167,Pass,João Maria Lobo Alves Palhinha Gonçalves,Portugal,Portugal,35.5,62.6,,1.053238,Regular Play,Vitor Machado Ferreira,8.745856,Ground Pass,,-0.8906983,41.0,55.8,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,João Maria Lobo Alves Palhinha Gonçalves,Portugal,20.0,3.0,Ball Receipt*,Vitor Machado Ferreira,Portugal,True,84.5,False,False,False
156699,3930174,1,20,5,00:20:05.220,Ball Receipt*,Vitor Machado Ferreira,Portugal,Portugal,41.0,55.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Pass,João Maria Lobo Alves Palhinha Gonçalves,Portugal,20.0,4.0,Carry,Vitor Machado Ferreira,Portugal,True,79.0,False,False,False
156700,3930174,1,20,5,00:20:05.220,Carry,Vitor Machado Ferreira,Portugal,Portugal,41.0,55.8,,11.018598,Regular Play,,,,,,,,,,,,False,48.2,54.5,7.3164198895361405,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Vitor Machado Ferreira,Portugal,20.0,5.0,Pass,Vitor Machado Ferreira,Portugal,True,79.0,False,False,False
156701,3930174,1,20,16,00:20:16.238,Pass,Vitor Machado Ferreira,Portugal,Portugal,48.2,54.5,,1.29614,Regular Play,Kléper Laveran Lima Ferreira,16.349007,Ground Pass,,-1.8944811,43.0,39.0,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Carry,Vitor Machado Ferreira,Portugal,20.0,5.0,Ball Receipt*,Kléper Laveran Lima Ferreira,Portugal,True,71.8,False,False,False
156702,3930174,1,20,17,00:20:17.535,Ball Receipt*,Kléper Laveran Lima Ferreira,Portugal,Portugal,43.0,39.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Vitor Machado Ferreira,Portugal,20.0,16.0,Pass,Kléper Laveran Lima Ferreira,Portugal,True,77.0,False,False,False
156703,3930174,1,20,19,00:20:19.135,Pass,Kléper Laveran Lima Ferreira,Portugal,Portugal,46.9,35.5,,1.665989,Regular Play,Rafael Alexandre Conceição Leão,37.744934,Ground Pass,,-1.1095184,63.7,1.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Kléper Laveran Lima Ferreira,Portugal,20.0,17.0,Ball Receipt*,Rafael Alexandre Conceição Leão,Portugal,True,73.1,False,False,False
156704,3930174,1,20,20,00:20:20.801,Ball Receipt*,Rafael Alexandre Conceição Leão,Portugal,Portugal,63.7,1.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,2,1,0,0,Pass,Kléper Laveran Lima Ferreira,Portugal,20.0,19.0,Pass,Rafael Alexandre Conceição Leão,Portugal,True,56.3,False,False,False
156705,3930174,1,20,23,00:20:23.560,Pass,Rafael Alexandre Conceição Leão,Portugal,Portugal,66.3,1.7,,1.2,Regular Play,Nuno Mendes,13.0667515,Ground Pass,,2.5302398,55.6,9.2,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Rafael Alexandre Conceição Leão,Portugal,20.0,20.0,Ball Receipt*,Nuno Mendes,Portugal,True,53.7,False,False,False
156706,3930174,1,20,24,00:20:24.760,Ball Receipt*,Nuno Mendes,Portugal,Portugal,55.6,9.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Rafael Alexandre Conceição Leão,Portugal,20.0,23.0,Carry,Nuno Mendes,Portugal,True,64.4,False,False,False
156707,3930174,1,20,24,00:20:24.760,Carry,Nuno Mendes,Portugal,Portugal,55.6,9.2,,0.592937,Regular Play,,,,,,,,,,,,False,55.6,9.2,0.0,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Nuno Mendes,Portugal,20.0,24.0,Pass,Nuno Mendes,Portugal,True,64.4,False,False,False
156708,3930174,1,20,25,00:20:25.353,Pass,Nuno Mendes,Portugal,Portugal,55.6,9.2,,1.124582,Regular Play,Rafael Alexandre Conceição Leão,16.055529,Ground Pass,,-0.47200397,69.9,1.9,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Carry,Nuno Mendes,Portugal,20.0,24.0,Ball Receipt*,Rafael Alexandre Conceição Leão,Portugal,True,64.4,False,False,False
156709,3930174,1,20,26,00:20:26.477,Ball Receipt*,Rafael Alexandre Conceição Leão,Portugal,Portugal,69.9,1.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,2,1,0,0,Pass,Nuno Mendes,Portugal,20.0,25.0,Carry,Rafael Alexandre Conceição Leão,Portugal,True,50.099999999999994,False,False,False
156710,3930174,1,20,26,00:20:26.477,Carry,Rafael Alexandre Conceição Leão,Portugal,Portugal,69.9,1.9,,8.477579,Regular Play,,,,,,,,,,,,False,106.0,2.6,36.10678606577993,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Rafael Alexandre Conceição Leão,Portugal,20.0,26.0,Pass,Rafael Alexandre Conceição Leão,Portugal,True,50.099999999999994,False,False,False
156711,3930174,1,20,34,00:20:34.955,Pass,Rafael Alexandre Conceição Leão,Portugal,Portugal,106.0,2.6,,1.321542,Regular Play,Nuno Mendes,14.901342,Ground Pass,,3.1281707,91.1,2.8,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,2,1,0,0,Carry,Rafael Alexandre Conceição Leão,Portugal,20.0,26.0,Ball Receipt*,Nuno Mendes,Portugal,True,14.0,False,True,False
156712,3930174,1,20,36,00:20:36.276,Ball Receipt*,Nuno Mendes,Portugal,Portugal,91.1,2.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Rafael Alexandre Conceição Leão,Portugal,20.0,34.0,Carry,Nuno Mendes,Portugal,True,28.900000000000006,False,False,False
156713,3930174,1,20,36,00:20:36.276,Carry,Nuno Mendes,Portugal,Portugal,91.1,2.8,,1.162477,Regular Play,,,,,,,,,,,,False,91.1,2.8,0.0,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Nuno Mendes,Portugal,20.0,36.0,Pass,Nuno Mendes,Portugal,True,28.900000000000006,False,False,False
156714,3930174,1,20,37,00:20:37.439,Pass,Nuno Mendes,Portugal,Portugal,91.1,2.8,,2.690005,Regular Play,Kléper Laveran Lima Ferreira,34.0147,Ground Pass,,2.527495,63.3,22.4,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Carry,Nuno Mendes,Portugal,20.0,36.0,Ball Receipt*,Kléper Laveran Lima Ferreira,Portugal,True,28.900000000000006,False,False,False
156715,3930174,1,20,40,00:20:40.129,Ball Receipt*,Kléper Laveran Lima Ferreira,Portugal,Portugal,63.3,22.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Nuno Mendes,Portugal,20.0,37.0,Carry,Kléper Laveran Lima Ferreira,Portugal,True,56.7,False,False,False
156716,3930174,1,20,40,00:20:40.129,Carry,Kléper Laveran Lima Ferreira,Portugal,Portugal,63.3,22.4,,0.039999,Regular Play,,,,,,,,,,,,False,63.3,22.4,0.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Kléper Laveran Lima Ferreira,Portugal,20.0,40.0,Pass,Kléper Laveran Lima Ferreira,Portugal,True,56.7,False,False,False
156717,3930174,1,20,40,00:20:40.169,Pass,Kléper Laveran Lima Ferreira,Portugal,Portugal,63.3,22.4,,2.411063,Regular Play,Rúben Santos Gato Alves Dias,22.69912,Ground Pass,,1.7033478,60.3,44.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Carry,Kléper Laveran Lima Ferreira,Portugal,20.0,40.0,Ball Receipt*,Rúben Santos Gato Alves Dias,Portugal,True,56.7,False,False,False
156718,3930174,1,20,42,00:20:42.580,Ball Receipt*,Rúben Santos Gato Alves Dias,Portugal,Portugal,60.3,44.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Kléper Laveran Lima Ferreira,Portugal,20.0,40.0,Carry,Rúben Santos Gato Alves Dias,Portugal,True,59.7,False,False,False
156719,3930174,1,20,42,00:20:42.580,Carry,Rúben Santos Gato Alves Dias,Portugal,Portugal,60.3,44.9,,4.359999,Regular Play,,,,,,,,,,,,False,72.8,52.6,14.681280598094979,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Rúben Santos Gato Alves Dias,Portugal,20.0,42.0,Pass,Rúben Santos Gato Alves Dias,Portugal,True,59.7,False,False,False
156720,3930174,1,20,46,00:20:46.940,Pass,Rúben Santos Gato Alves Dias,Portugal,Portugal,72.8,52.6,,1.2,Regular Play,Bruno Miguel Borges Fernandes,20.604126,Ground Pass,,-1.2904967,78.5,32.8,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Carry,Rúben Santos Gato Alves Dias,Portugal,20.0,42.0,Ball Receipt*,Bruno Miguel Borges Fernandes,Portugal,True,47.2,False,False,False
156721,3930174,1,20,48,00:20:48.140,Ball Receipt*,Bruno Miguel Borges Fernandes,Portugal,Portugal,78.5,32.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,2,1,0,0,Pass,Rúben Santos Gato Alves Dias,Portugal,20.0,46.0,Pass,Bruno Miguel Borges Fernandes,Portugal,True,41.5,False,False,False
156722,3930174,1,20,48,00:20:48.140,Pass,Bruno Miguel Borges Fernandes,Portugal,Portugal,78.5,32.8,,1.332644,Regular Play,Kléper Laveran Lima Ferreira,15.604166,Ground Pass,,3.0259814,63.0,34.6,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Bruno Miguel Borges Fernandes,Portugal,20.0,48.0,Ball Receipt*,Kléper Laveran Lima Ferreira,Portugal,True,41.5,False,False,False
156723,3930174,1,20,49,00:20:49.472,Ball Receipt*,Kléper Laveran Lima Ferreira,Portugal,Portugal,63.0,34.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Bruno Miguel Borges Fernandes,Portugal,20.0,48.0,Pass,Kléper Laveran Lima Ferreira,Portugal,True,57.0,False,False,False
156724,3930174,1,20,49,00:20:49.472,Pass,Kléper Laveran Lima Ferreira,Portugal,Portugal,63.0,34.6,,1.211384,Regular Play,Nuno Mendes,22.285421,Ground Pass,,-1.2036225,71.0,13.8,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Kléper Laveran Lima Ferreira,Portugal,20.0,49.0,Ball Receipt*,Nuno Mendes,Portugal,True,57.0,False,False,False
156725,3930174,1,20,50,00:20:50.684,Ball Receipt*,Nuno Mendes,Portugal,Portugal,71.0,13.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Kléper Laveran Lima Ferreira,Portugal,20.0,49.0,Carry,Nuno Mendes,Portugal,True,49.0,False,False,False
156726,3930174,1,20,50,00:20:50.684,Carry,Nuno Mendes,Portugal,Portugal,71.0,13.8,,1.2,Regular Play,,,,,,,,,,,,False,72.8,12.1,2.4758836806279882,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Nuno Mendes,Portugal,20.0,50.0,Pass,Nuno Mendes,Portugal,True,49.0,False,False,False
156727,3930174,1,20,51,00:20:51.884,Pass,Nuno Mendes,Portugal,Portugal,72.8,12.1,,1.2,Regular Play,Rafael Alexandre Conceição Leão,22.272854,Ground Pass,,-0.47569522,92.6,1.9,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Carry,Nuno Mendes,Portugal,20.0,50.0,Ball Receipt*,Rafael Alexandre Conceição Leão,Portugal,True,47.2,False,False,False
156728,3930174,1,20,53,00:20:53.084,Ball Receipt*,Rafael Alexandre Conceição Leão,Portugal,Portugal,92.6,1.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,2,1,0,0,Pass,Nuno Mendes,Portugal,20.0,51.0,Carry,Rafael Alexandre Conceição Leão,Portugal,True,27.400000000000006,False,False,False
156729,3930174,1,20,53,00:20:53.084,Carry,Rafael Alexandre Conceição Leão,Portugal,Portugal,92.6,1.9,,2.320949,Regular Play,,,,,,,,,,,,False,103.1,4.8,10.893117092916976,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Rafael Alexandre Conceição Leão,Portugal,20.0,53.0,Pass,Rafael Alexandre Conceição Leão,Portugal,True,27.400000000000006,False,False,False
156730,3930174,1,20,55,00:20:55.405,Pass,Rafael Alexandre Conceição Leão,Portugal,Portugal,103.1,4.8,,1.372025,Regular Play,Nuno Mendes,17.29046,Ground Pass,,1.0502155,111.7,19.8,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,2,1,0,0,Carry,Rafael Alexandre Conceição Leão,Portugal,20.0,53.0,Pressure,Samet Akaydin,Turkey,False,16.900000000000006,False,True,False
156731,3930174,1,20,56,00:20:56.584,Pressure,Samet Akaydin,Turkey,Portugal,8.8,57.7,,0.289338,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,3,1,0,0,Pass,Rafael Alexandre Conceição Leão,Portugal,20.0,55.0,Ball Receipt*,Nuno Mendes,Portugal,False,111.2,False,False,False
156732,3930174,1,20,56,00:20:56.777,Ball Receipt*,Nuno Mendes,Portugal,Portugal,111.7,19.8,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Pressure,Samet Akaydin,Turkey,20.0,56.0,Pass,Nuno Mendes,Portugal,True,8.299999999999997,False,True,True
156733,3930174,1,20,56,00:20:56.777,Pass,Nuno Mendes,Portugal,Portugal,112.8,19.6,True,0.695401,Regular Play,Vitor Machado Ferreira,16.410973,Ground Pass,Incomplete,1.6073654,112.2,36.0,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Nuno Mendes,Portugal,20.0,56.0,Ball Receipt*,Vitor Machado Ferreira,Portugal,True,7.200000000000003,False,True,False
156734,3930174,1,20,57,00:20:57.472,Ball Receipt*,Vitor Machado Ferreira,Portugal,Portugal,113.3,36.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Pass,Nuno Mendes,Portugal,20.0,56.0,Clearance,Orkun Kökçü,Turkey,False,6.700000000000003,False,True,False
156735,3930174,1,20,57,00:20:57.472,Clearance,Orkun Kökçü,Turkey,Portugal,7.9,44.1,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Vitor Machado Ferreira,Portugal,20.0,57.0,Error,Orkun Kökçü,Turkey,True,112.1,False,False,False
156736,3930174,1,20,57,00:20:57.597,Error,Orkun Kökçü,Turkey,Portugal,8.0,44.6,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,3,1,0,0,Clearance,Orkun Kökçü,Turkey,20.0,57.0,Ball Recovery,Bernardo Mota Veiga de Carvalho e Silva,Portugal,False,112.0,False,False,False
156737,3930174,1,20,58,00:20:58.557,Ball Recovery,Bernardo Mota Veiga de Carvalho e Silva,Portugal,Portugal,108.8,44.6,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,2,1,0,0,Error,Orkun Kökçü,Turkey,20.0,57.0,Shot,Bernardo Mota Veiga de Carvalho e Silva,Portugal,True,11.200000000000003,False,True,False
